ADR name,TF KFOLD Mean AUC,TF SOIS Mean AUC,Positive Count
Ophthalmoplegia,0.725057696322,0.745771207923,11.0
Growth_retardation,0.724991580165,0.670081389065,18.0
Nitrogen_balance_negative,0.723782443861,0.638323350841,24.0
Varicose_vein,0.723691840293,0.628901735384,33.0
Mass,0.722774787648,0.689420378756,44.0
Febrile_neutropenia,0.722483456009,0.718011745664,70.0
Oral_disorder,0.719718303479,0.692618449169,13.0
Electrolyte_imbalance,0.718852670301,0.682779038006,45.0
Rash_macular,0.717853100037,0.613613353419,11.0
Pneumonia_aspiration,0.717145841377,0.573649279532,11.0
Renal_failure_chronic,0.714305626428,0.65150354968,12.0
Extravasation,0.713750812216,0.728050690679,70.0
Hyporeflexia,0.713471784157,0.609347339188,33.0
Poisoning,0.713131553041,0.721569515357,25.0
Atrioventricular_block_first_degree,0.710205317283,0.688744965801,20.0
Drug_hypersensitivity,0.708720671221,0.58544607292,16.0
Faecalith,0.707316560258,0.653326999065,18.0
Telangiectasia,0.705120588877,0.717603430647,20.0
Electrocardiogram_change,0.704071904401,0.674841847437,26.0
Hydronephrosis,0.702200081669,0.50560909045,23.0
Varicella,0.702165753364,0.491036820651,16.0
Methaemoglobinaemia,0.701472402635,0.608145064801,15.0
Tooth_impacted,0.701102170118,0.617797479235,24.0
Oesophagitis_ulcerative,0.700869288284,0.683674816145,26.0
Lactic_acidosis,0.700776290103,0.56470257179,11.0
Swollen_tongue,0.700120645006,0.345156245359,16.0
Ichthyosis,0.699886339615,0.719338436388,21.0
Nasal_discomfort,0.69909970081,0.649033648286,19.0
Benign_intracranial_hypertension,0.698895407214,0.749956628958,39.0
Nasal_ulcer,0.698494156052,0.685533158547,14.0
Arrhythmia_supraventricular,0.697704038881,0.578321038442,21.0
Hirsutism,0.692895989871,0.604310907134,79.0
Cardiomegaly,0.692787995857,0.597115978303,45.0
Lymphoedema,0.69253838025,0.621468719911,25.0
Cell_death,0.692515655707,0.706684897093,36.0
Menstruation_irregular,0.692479691613,0.691589160068,62.0
Breast_enlargement,0.692286499982,0.630944399179,53.0
Skin_striae,0.690109810724,0.737944499251,41.0
Mucosal_inflammation,0.690091776798,0.706992543899,48.0
Ascites,0.689725404192,0.558868278201,49.0
Elderly,0.689600921387,0.485291666667,25.0
Lenticular_opacities,0.688645844288,0.629731526381,18.0
Skin_cancer,0.686830946708,0.655586126812,36.0
Osteonecrosis,0.68624845692,0.624288071898,44.0
Anaemia_megaloblastic,0.686238383071,0.511611653988,15.0
Pericardial_effusion,0.685927985545,0.675988930959,41.0
Second_primary_malignancy,0.684422006339,0.563367048044,24.0
Pancreatitis_haemorrhagic,0.683731345632,0.638926302837,14.0
Drug_withdrawal_syndrome,0.682667145167,0.752220300618,12.0
Nasal_septum_perforation,0.679690868018,0.635487905486,15.0
Basal_cell_carcinoma,0.678205555101,0.533379363528,21.0
Faecal_incontinence,0.677740897304,0.626145742789,41.0
Hypoproteinaemia,0.677621333922,0.614963353734,32.0
Fluid_retention,0.676872531577,0.591978858112,66.0
Squamous_cell_carcinoma,0.676654840662,0.59560102913,20.0
Cataract_subcapsular,0.674867144421,0.654412040158,36.0
Osteopenia,0.672288634789,0.652790431326,12.0
Paraplegia,0.671243196024,0.671544138848,20.0
Pulmonary_congestion,0.669742457261,0.547696196791,31.0
Blood_prolactin_increased,0.668183888245,0.658435553972,11.0
Coma_hepatic,0.668170605604,0.659549631101,11.0
Calcinosis,0.667265031445,0.540601094829,15.0
Cardiomyopathy,0.66713619528,0.552668374468,54.0
Ileus_paralytic,0.666952636979,0.527463131297,34.0
Wound_infection,0.666882030254,0.557860853227,14.0
Muscle_atrophy,0.666473616474,0.669364605951,14.0
Stupor,0.665936402978,0.608059443561,59.0
Diabetes_insipidus,0.662398795407,0.652027284526,11.0
Sticky_skin,0.661857171809,0.526035538891,18.0
Subarachnoid_haemorrhage,0.660444615423,0.555439534031,13.0
Bronchiolitis,0.660208572852,0.394800332731,11.0
Hypomania,0.658801825081,0.630517583784,15.0
Optic_atrophy,0.658504119244,0.763908688909,13.0
Neoplasm_skin,0.658328951929,0.638967806643,23.0
Osteoporosis,0.657547646156,0.62309114688,80.0
Lens_disorder,0.65695352215,0.667808743336,26.0
Alkalosis,0.65672058895,0.62894828177,37.0
Azoospermia,0.656590067518,0.565484894131,30.0
Pharyngeal_oedema,0.656588319088,0.665807773723,13.0
Pulmonary_toxicity,0.65658596776,0.696519810613,20.0
Dizziness_postural,0.656285916628,0.567415957119,17.0
Iridocyclitis,0.654546135338,0.57606174819,14.0
Arachnoiditis,0.654478897502,0.692092267768,20.0
Dependence,0.6542617269,0.716011354601,17.0
Bradykinesia,0.652916579935,0.619216219362,14.0
Movement_disorder,0.652529546011,0.639341276371,15.0
Polycythaemia,0.651778556255,0.590990693818,24.0
Speech_disorder,0.651748958307,0.650160227526,81.0
Electrocardiogram_ST_segment_depression,0.65164040686,0.642269613389,12.0
Dermatitis_acneiform,0.651541869153,0.71579233638,34.0
Skin_lesion,0.650931719897,0.571351480703,12.0
Leukoderma,0.650241364368,0.652498924774,44.0
Bladder_pain,0.650129909182,0.315927888314,11.0
Seasonal_allergy,0.649728832541,0.687543962392,16.0
Hordeolum,0.649701555161,0.560470755615,11.0
Eye_infection,0.649422433036,0.691407071077,29.0
Personality_disorder,0.649163095438,0.595618198795,36.0
Myocarditis,0.64794963937,0.563343830749,21.0
Ocular_hyperaemia,0.647848404269,0.651824644117,16.0
Bruxism,0.647806231349,0.524511725887,14.0
Bone_marrow_failure,0.647548061947,0.630414489505,97.0
Lymphoproliferative_disorder,0.647300364045,0.683177250267,19.0
Iron_deficiency,0.647114147114,0.666740887721,13.0
Obstructive_airways_disorder,0.646819531762,0.631096807636,18.0
Porphyria,0.646337127592,0.675376344558,25.0
Hypernatraemia,0.645615358585,0.609606966225,53.0
Pruritus_generalised,0.645282370282,0.607096821089,14.0
Cachexia,0.645239803717,0.634164309888,25.0
Sinus_arrest,0.644014028121,0.624361386718,17.0
Superinfection,0.643892827064,0.611294208304,15.0
Paresis,0.64353544552,0.639393163624,40.0
Iron_deficiency_anaemia,0.643461043461,0.66663550749,13.0
Herpes_simplex,0.643317820067,0.61040241485,109.0
Lupus_miliaris_disseminatus_faciei,0.643078744507,0.699795406378,23.0
Pain_in_jaw,0.642451486162,0.630587005581,25.0
Neoplasm,0.641408675802,0.620507841536,127.0
Mucous_membrane_disorder,0.640210194904,0.609756319422,33.0
Adrenal_insufficiency,0.639264364144,0.564264022107,29.0
Cellulitis,0.639089081427,0.53927235771,87.0
Lacrimal_disorder,0.639002977818,0.553537926743,27.0
Neoplasm_malignant,0.638856032547,0.601704004937,112.0
Acute_myeloid_leukaemia,0.638297101088,0.633549288491,16.0
Dementia,0.637857436705,0.59574706482,27.0
Skin_necrosis,0.636992557663,0.572310499815,29.0
Deafness,0.636650708738,0.607358625916,88.0
Xanthopsia,0.636598005493,0.625538348147,14.0
Haemorrhoids,0.636471699279,0.542106947851,53.0
Retinitis_pigmentosa,0.635430151517,0.650554698099,28.0
Skin_irritation,0.635416350776,0.686294247653,33.0
Myeloid_leukaemia,0.633651147948,0.76269150163,19.0
Disturbance_in_attention,0.633598069747,0.629184120068,23.0
Hypoxia,0.633364987186,0.527710506626,73.0
Coombs_direct_test_positive,0.632475176892,0.579153386932,12.0
Enuresis,0.632238878794,0.626109809512,17.0
Cushingoid,0.631622997631,0.623788650963,39.0
Pigmentation_disorder,0.631322062914,0.494984427304,56.0
Chest_discomfort,0.630732594122,0.568971144611,64.0
Hypertrophy,0.630461793,0.605883241877,144.0
Abscess,0.630367118522,0.580712555859,99.0
Scab,0.630210193254,0.647123604412,20.0
Gastrointestinal_tract_irritation,0.630009496676,0.631669644299,21.0
Dermatitis_atopic,0.629358277027,0.609795222311,30.0
Priapism,0.629065918113,0.585219797983,38.0
Crocodile_tears_syndrome,0.628824820831,0.580890870114,17.0
Deficiency_anaemia,0.628335983569,0.607862738816,15.0
Osteoporotic_fracture,0.628017868556,0.523997545877,11.0
Grand_mal_convulsion,0.627792997968,0.520360167794,38.0
Sepsis,0.627487379292,0.588662801893,117.0
Rheumatoid_arthritis,0.627106182533,0.540749908357,20.0
Periodontitis,0.626816239316,0.686525001732,11.0
Infertility,0.625902947477,0.550501626188,18.0
Blood_glucose_decreased,0.62569260108,0.678551627268,21.0
Herpes_virus_infection,0.625518675103,0.60579423222,134.0
Dermatitis_allergic,0.625379234032,0.555252720715,19.0
Hernia,0.623687056404,0.545477454027,68.0
Libido_increased,0.623298565878,0.562021345823,53.0
Miliaria,0.622992995339,0.716652534989,34.0
Myopathy,0.622873168688,0.563626596089,87.0
Neurosis,0.622820416283,0.608563917253,29.0
Increased_tendency_to_bruise,0.622554834356,0.584245343865,12.0
Pulmonary_fibrosis,0.622506541576,0.4854040032,53.0
Frequent_bowel_movements,0.621398203023,0.410137373068,11.0
Chorea,0.621250800162,0.581208827404,18.0
Renal_tubular_necrosis,0.620498318714,0.491198157916,24.0
Eye_irritation,0.619684286536,0.606703179019,79.0
Herpes_zoster,0.619100787892,0.597456012724,78.0
Blood_glucose_increased,0.618912384018,0.629131061575,35.0
Hepatosplenomegaly,0.61881925816,0.472200752282,11.0
Amenorrhoea,0.618677574013,0.584417372322,77.0
Peripheral_sensory_neuropathy,0.618328524293,0.659386751597,19.0
Fluid_overload,0.618129345402,0.605479910714,33.0
Bone_disorder,0.618122601762,0.549122257343,42.0
Hostility,0.618073384285,0.565623141848,41.0
Malignant_melanoma,0.617273664435,0.555442695685,25.0
Oesophagitis,0.617156025848,0.596318006381,153.0
Blindness,0.617071088993,0.515209470099,89.0
Papule,0.616913703739,0.765212678847,11.0
Atrioventricular_block_second_degree,0.616399483108,0.616477823597,19.0
Ejaculation_failure,0.616127825951,0.523940878643,13.0
Ejaculation_disorder,0.614355825179,0.55587087277,36.0
Enteritis,0.613783131964,0.592205131499,27.0
Pathological_fracture,0.613221191191,0.607321676262,48.0
Mood_altered,0.612550939949,0.589413662115,15.0
Completed_suicide,0.612464531063,0.571991424562,63.0
Intermittent_claudication,0.612400771292,0.484519620326,17.0
Hyperuricaemia,0.611753647341,0.629164788716,108.0
Somnambulism,0.611628401992,0.489655727156,11.0
Mania,0.611407123727,0.598593242325,50.0
Acne,0.611301434053,0.563557510054,162.0
Delusion,0.611299330374,0.639945379416,56.0
Diabetes_mellitus,0.61089990319,0.579756953347,138.0
Aphasia,0.610851663534,0.584477618067,50.0
Tooth_disorder,0.610789388864,0.614779083214,80.0
Corneal_deposits,0.610775335775,0.509367916423,12.0
Deep_vein_thrombosis,0.609761917579,0.585740203323,93.0
Conduction_disorder,0.609142588172,0.608478964804,17.0
Septic_shock,0.609033759034,0.44327473576,13.0
Status_epilepticus,0.608676533677,0.553361271571,12.0
Heart_rate_irregular,0.608597508889,0.638076456828,12.0
Skin_atrophy,0.608463680635,0.645175960055,36.0
Gravitational_oedema,0.608318435167,0.587907991453,18.0
Alopecia,0.608268777175,0.585230553556,314.0
Aphthous_stomatitis,0.607917114289,0.436250908316,38.0
Neuroleptic_malignant_syndrome,0.607775373509,0.510308583541,42.0
Electrocardiogram_abnormal,0.607124367506,0.521320056991,54.0
Cogwheel_rigidity,0.607098017108,0.573087091261,13.0
Hypochromic_anaemia,0.606732465098,0.543074029489,36.0
Impaired_healing,0.60658893033,0.566546788246,54.0
Hyperphosphataemia,0.605465125167,0.618122002521,29.0
Nail_disorder,0.60520497571,0.491918166348,65.0
Scrotal_oedema,0.60459538209,0.590582641722,16.0
Papilloedema,0.603723488147,0.573284874367,42.0
Euphoric_mood,0.603434259544,0.635705168723,111.0
Gingivitis,0.60334022457,0.530978349655,75.0
Blood_urea_increased,0.603338848326,0.526157255748,97.0
Peptic_ulcer,0.603093309276,0.546110536071,71.0
Red_blood_cell_sedimentation_rate_increased,0.60272649179,0.603296825138,22.0
Sinus_tachycardia,0.602416971718,0.612228665399,29.0
Atrioventricular_block_complete,0.602104144219,0.593899343677,18.0
Hydrocephalus,0.602084887257,0.245582742565,11.0
Flank_pain,0.601503059425,0.655884696221,22.0
Palpitations,0.601406498039,0.609245340565,291.0
Disseminated_intravascular_coagulation,0.601297482701,0.54927342234,37.0
Acute_respiratory_distress_syndrome,0.600500748515,0.621035589224,27.0
Lymphoma,0.600420090074,0.552893676713,42.0
Strabismus,0.600268298237,0.571813263588,14.0
Sneezing,0.600150038796,0.586099288244,51.0
Necrosis,0.600112436699,0.557707025997,190.0
Meningism,0.600037621155,0.639729919709,11.0
Sensation_of_foreign_body,0.600002561908,0.56962329251,30.0
Dystonia,0.599683810421,0.546555783717,71.0
Epididymitis,0.59823161187,0.645937875892,24.0
Pneumonia,0.598201994316,0.541454017022,228.0
Breast_engorgement,0.597720142856,0.420211145327,12.0
Amnesia,0.596918147277,0.568857222908,133.0
Salivary_gland_enlargement,0.596783768099,0.587603595471,20.0
Tendonitis,0.59616761631,0.608565042336,35.0
Autonomic_neuropathy,0.595976760003,0.559347897311,24.0
Interstitial_lung_disease,0.595717012498,0.459969336109,85.0
Hypokinesia,0.595495845583,0.516619682829,63.0
Hepatic_steatosis,0.594794930372,0.60126124596,30.0
Hyperprolactinaemia,0.594475773641,0.592852557145,17.0
Cytomegalovirus_infection,0.594347192997,0.531689125533,12.0
Balanitis,0.594046920484,0.392317268181,12.0
Metabolic_acidosis,0.593591081876,0.534864651306,30.0
Gynaecomastia,0.593485452076,0.577006927365,123.0
Systemic_lupus_erythematosus,0.593402431122,0.557067762754,78.0
Ischaemia,0.593010894535,0.594676714153,120.0
Sinus_bradycardia,0.592888278388,0.584716964714,39.0
Nasal_dryness,0.592762177648,0.611472330937,22.0
Rash_erythematous,0.592676092673,0.501443890842,58.0
Nodal_arrhythmia,0.592416592417,0.546966187597,12.0
Delirium,0.592226533812,0.519841483905,78.0
Photopsia,0.59179440697,0.556224894981,18.0
Stevens-Johnson_syndrome,0.591605699019,0.557958557992,39.0
Dysphonia,0.59108353361,0.482344321422,94.0
Coma,0.590791271073,0.554754772662,121.0
Sensitisation,0.590391592741,0.566596062011,29.0
Onycholysis,0.590270628095,0.391955607787,21.0
Tachycardia,0.590175889159,0.58691296112,385.0
Fasting,0.590128600204,0.475984150682,29.0
Pancreatic_disorder,0.590128245139,0.533873695509,32.0
Cystitis_haemorrhagic,0.589853804698,0.388627970888,20.0
Rash_pustular,0.589834740522,0.579510219388,43.0
Hypotonia,0.589510832962,0.493323342217,56.0
Sleep_apnoea_syndrome,0.589164916464,0.585989880587,11.0
Endocrine_disorder,0.588693612646,0.555607943567,44.0
Hepatic_enzyme_increased,0.588605061796,0.572968196946,97.0
Uveitis,0.587930717658,0.601046263283,24.0
Mental_disorder,0.587712181758,0.567693444381,140.0
Sudden_death,0.587303866524,0.535300532119,37.0
Yawning,0.587213727679,0.634225886939,29.0
Incontinence,0.585999540915,0.530462829764,143.0
Major_depression,0.58592676005,0.601232917666,18.0
Anaemia,0.58585634147,0.557864035493,417.0
Immunosuppression,0.585650359807,0.561497726203,34.0
Bone_pain,0.585464917526,0.506562662195,99.0
Weight_increased,0.585210270351,0.544145886647,223.0
Multi-organ_failure,0.584981220099,0.510874536965,12.0
Blepharitis,0.584890062672,0.577892320814,54.0
Feeling_cold,0.584703547773,0.534623846762,28.0
Hangover,0.583257433257,0.595623068957,12.0
Iritis,0.58308867763,0.680852621308,27.0
Pyuria,0.582730264103,0.505440614566,42.0
Atelectasis,0.582659749997,0.519395685751,28.0
Rosacea,0.582644045144,0.568310064419,12.0
Back_pain,0.582571910187,0.544605522178,287.0
Glucose_tolerance_impaired,0.582516563396,0.546649682449,36.0
Dermatitis_bullous,0.582284533271,0.539129475885,88.0
Cyst,0.582228184421,0.630141312848,74.0
Pulmonary_oedema,0.581529631096,0.570137504956,131.0
Urinary_tract_infection,0.581387613975,0.551485913306,214.0
Pancreatitis,0.580932792994,0.548121816622,240.0
Neutropenia,0.580897041243,0.599091903271,226.0
Tumour_lysis_syndrome,0.580773549493,0.560068774131,20.0
Hyperlipidaemia,0.580606888741,0.536210500195,67.0
Pancreatitis_acute,0.58059401961,0.535428092033,31.0
Skin_disorder,0.580398838838,0.494466140293,120.0
Infection_susceptibility_increased,0.580324352693,0.495062280527,13.0
Conversion_disorder,0.580299987574,0.491150092725,19.0
Dry_throat,0.580289442986,0.5538940163,33.0
Haemoglobin_decreased,0.580227577826,0.551773390445,50.0
Nervousness,0.580002840426,0.590723290121,272.0
Neurological_symptom,0.579859597192,0.527632634587,13.0
Breast_feeding,0.579498489669,0.557227891156,49.0
Skin_hypertrophy,0.579289372788,0.532317342788,39.0
Mediastinal_disorder,0.579020971471,0.544648847394,114.0
Jaundice,0.578466451039,0.559132915577,267.0
Acidosis,0.578307737441,0.557405090071,80.0
Breast_disorder,0.578055322968,0.492249190928,68.0
Glaucoma,0.577672471765,0.598232393505,85.0
Weight_decreased,0.577658059011,0.531949111217,180.0
Otitis_externa,0.577582430925,0.586871846119,28.0
Cataract,0.577408126184,0.56064366666,132.0
Folliculitis,0.576621608048,0.54543690947,68.0
Micturition_urgency,0.576562723363,0.548391453707,49.0
Suicide_attempt,0.576433802671,0.610474203509,36.0
Aortic_dissection,0.576260243107,0.53683101652,121.0
Skin_ulcer,0.576110858461,0.562998008985,81.0
Thrombophlebitis,0.576014549959,0.544901898857,156.0
Hyperventilation,0.576000524718,0.563204660816,65.0
Breast_pain,0.575918090503,0.561954670758,75.0
Pemphigus,0.575884113181,0.566978800067,16.0
Eye_disorder,0.575709041707,0.515486354013,123.0
Leukocytosis,0.575392802174,0.543249100875,98.0
Ageusia,0.575030558087,0.54362818071,76.0
Lymphocytosis,0.574859005909,0.553439384744,25.0
Pruritus_genital,0.574847235892,0.645005205538,26.0
Cholestasis,0.574785594727,0.52861156764,72.0
Conjunctivitis,0.574762609446,0.538410313207,226.0
Eye_pruritus,0.57466759686,0.483871484322,28.0
Salpingitis,0.574493405311,0.579408003355,13.0
Diplopia,0.574394861919,0.559524919261,139.0
Paranoia,0.574119851489,0.585319928937,57.0
Flatulence,0.573688543496,0.53361897064,267.0
Migraine,0.573261220987,0.549936770702,148.0
Apnoea,0.573197860706,0.520583155817,78.0
Tongue_disorder,0.573152696733,0.514530396743,25.0
Hypertension,0.572980498507,0.530623226461,362.0
Leukopenia,0.572666424393,0.55252393002,357.0
Skin_hyperpigmentation,0.572162640514,0.614456687674,52.0
Hyperbilirubinaemia,0.571467231431,0.574754682631,90.0
Sinus_headache,0.571160995049,0.602353471413,27.0
Gastrointestinal_disorder,0.570658734907,0.564446148882,253.0
Productive_cough,0.570307008425,0.590207774158,11.0
Lung_neoplasm_malignant,0.570266205183,0.56542591148,20.0
Corneal_opacity,0.569503917051,0.644819216402,17.0
Vulvovaginal_dryness,0.569491835445,0.617604366169,14.0
Haemoptysis,0.569491703064,0.49266720605,73.0
Uterine_disorder,0.569021740727,0.535345510346,12.0
Hyperacusis,0.568940006413,0.546578714337,28.0
Retinal_haemorrhage,0.568894147374,0.451995294543,19.0
Dyskinesia,0.568864530654,0.540661284833,73.0
Rash_papular,0.568797542108,0.564004716209,30.0
Conjunctival_haemorrhage,0.568770600883,0.53116476873,25.0
Eczema,0.568421179872,0.546926059074,145.0
Infestation,0.568211938399,0.537547572117,110.0
Periorbital_oedema,0.56813615062,0.565839686025,27.0
Libido_decreased,0.568024048928,0.586342648374,136.0
Otitis_media,0.567879462624,0.532270236314,94.0
Ileus,0.567594237444,0.583566463897,88.0
Laryngeal_oedema,0.567047926071,0.465721079461,55.0
Protrusion_tongue,0.56700758067,0.487013267436,22.0
Sexual_dysfunction,0.566956282217,0.496775089891,40.0
Mood_swings,0.566702880289,0.547132394216,149.0
Asthma,0.566483246442,0.570774739383,176.0
Myocardial_ischaemia,0.566290088223,0.570803692674,72.0
Vision_blurred,0.566158765784,0.527109009574,282.0
Encephalopathy,0.565697498653,0.568602951447,67.0
Dry_mouth,0.565583739591,0.543871415156,333.0
Injection_site_reaction,0.565468473535,0.488398639302,81.0
Drug_interaction,0.565440583602,0.53218403034,77.0
Atrophy,0.565191505459,0.557701280101,79.0
Akinesia,0.565113902255,0.573118275909,19.0
"""Hallucination_visual""",0.565074446684,0.671554034673,11.0
Pseudomembranous_colitis,0.565054881062,0.530251979585,48.0
Throat_irritation,0.564954370245,0.593653667176,36.0
Ear_infection,0.56472900536,0.516731111222,117.0
Hyperkalaemia,0.564050726963,0.551603775636,94.0
Transient_ischaemic_attack,0.563458392516,0.508147068286,44.0
Hypotension,0.563356480118,0.531079126588,387.0
Local_reaction,0.563195272752,0.494193823098,46.0
Antinuclear_antibody_positive,0.563070987559,0.586277712591,27.0
Feeling_abnormal,0.562783519954,0.562389334101,23.0
Nephropathy,0.562749086933,0.595462239903,63.0
Depersonalisation,0.562714360529,0.562395343355,59.0
Optic_neuritis,0.562674837597,0.497555075881,54.0
Tooth_abscess,0.562054649267,0.459423028471,42.0
Breast_tenderness,0.562038282641,0.608813426199,25.0
Nystagmus,0.56192008137,0.583799246445,63.0
Nodule,0.561663489236,0.619696210522,45.0
Akathisia,0.561435782741,0.525443924096,45.0
Amylase_increased,0.561408025049,0.530411303886,29.0
Scotoma,0.561370314717,0.504490348467,71.0
Anxiety,0.560992659703,0.543464305255,339.0
Mastitis,0.560932447037,0.481252573458,23.0
Intestinal_perforation,0.560843253092,0.508491145746,21.0
Pyrexia,0.560647438779,0.657222179838,63.0
Muscle_contractions_involuntary,0.560601263891,0.557472660588,34.0
Cardiac_murmur,0.560390916768,0.59010161782,18.0
Blister,0.560186143072,0.512900731931,65.0
Sinusitis,0.560119814104,0.509829613741,237.0
Dysarthria,0.56000373705,0.513033039141,81.0
Nocturia,0.559949631784,0.54746505005,110.0
Bronchitis,0.559887336324,0.529724259602,203.0
Leiomyoma,0.559744357665,0.469254919112,15.0
Urinary_incontinence,0.559567343938,0.521938063833,118.0
Ataxia,0.559486548018,0.562370015367,162.0
Abdominal_distension,0.559255534015,0.565295680856,184.0
Bleeding_time_prolonged,0.559043561406,0.537239190972,26.0
Oesophageal_disorder,0.558973865798,0.498355613492,62.0
Angina_pectoris,0.558935833354,0.593754165376,188.0
Mydriasis,0.558701316034,0.546768284151,76.0
Local_swelling,0.558343271715,0.385171371459,13.0
Dyspnoea,0.5578401267,0.503441793088,424.0
Gout,0.557793680668,0.513974292346,99.0
Cardiac_failure_congestive,0.557522320392,0.538467953345,171.0
Wheezing,0.557521502262,0.582422649733,82.0
Injection_site_pain,0.557090376384,0.559560118194,72.0
Hepatomegaly,0.55685917645,0.503787440143,69.0
Increased_appetite,0.556678262966,0.536299343571,160.0
Dyspnoea_exertional,0.556443305739,0.424969889331,12.0
Alveolitis,0.556419457286,0.432792902062,16.0
Rales,0.556299123182,0.522091469336,23.0
Pruritus,0.556265646136,0.54081563288,543.0
Hypophosphataemia,0.556252556313,0.533055522652,52.0
Pancytopenia,0.556224850766,0.508343640991,172.0
Petechiae,0.556179791488,0.562734141015,86.0
Cyanosis,0.556145219274,0.504954442633,50.0
Oculogyric_crisis,0.556007248969,0.528707880684,26.0
Menorrhagia,0.555723656752,0.504641877276,85.0
Inappropriate_antidiuretic_hormone_secretion,0.555599959269,0.504001780882,49.0
Cardiac_arrest,0.555590178158,0.510015174799,160.0
Haemorrhage_intracranial,0.555480140774,0.542973918169,21.0
Hepatobiliary_disease,0.555388364201,0.519638149045,83.0
Candida_infection,0.55536674701,0.530946657396,140.0
Leukaemia,0.55525146815,0.562685946769,39.0
Prothrombin_level_increased,0.554912656317,0.547805003034,29.0
Obstruction,0.55484768404,0.52745839765,103.0
Pelvic_pain,0.554829894998,0.506728918913,64.0
Gastric_ulcer,0.554759349658,0.476890840947,55.0
Thrombocytopenia,0.554549425168,0.541398564361,409.0
Liver_function_test_abnormal,0.553897079048,0.544104292582,153.0
Gait_disturbance,0.553760056829,0.556854719782,90.0
Oliguria,0.553714421228,0.533277562569,97.0
Gastritis,0.553611847753,0.536862646131,164.0
Dysphoria,0.553606719368,0.536017963138,18.0
Renal_tubular_disorder,0.553430811572,0.401155442253,45.0
Tetany,0.553372719394,0.632882465567,20.0
Nephropathy_toxic,0.553283467293,0.476132266246,52.0
Pallor,0.553248784933,0.543449930199,73.0
Opisthotonus,0.553128303498,0.514154259001,14.0
Electrocardiogram_ST_segment,0.55299555071,0.595298845677,17.0
Constipation,0.552544848922,0.550348659104,415.0
Fibrosis,0.552313537775,0.463435193951,70.0
Lymphopenia,0.552298126362,0.454071174431,41.0
Cutaneous_vasculitis,0.552292453455,0.479688856096,15.0
Urine_abnormality,0.552282013087,0.549945159089,51.0
Transaminases_increased,0.55219359722,0.535614252783,52.0
Intracranial_pressure_increased,0.552131964537,0.575292150712,51.0
Serum_sickness,0.552006162836,0.553875819342,48.0
Peripheral_ischaemia,0.551960571555,0.581559823037,25.0
Anorectal_disorder,0.551773904006,0.524294371902,61.0
Infection,0.551606300178,0.53561664042,371.0
Torsade_de_pointes,0.551359671269,0.538383095079,51.0
Thrombotic_thrombocytopenic_purpura,0.551239028541,0.560323111776,25.0
Hypertrichosis,0.551235881353,0.500379119891,46.0
Seborrhoeic_dermatitis,0.551168613194,0.585373464374,58.0
Hyperhidrosis,0.550994472303,0.553260494521,393.0
Urinary_tract_disorder,0.550977475728,0.524065598618,123.0
Rhinitis,0.550443363087,0.550081494644,233.0
Chills,0.550409344143,0.537412818663,267.0
Somnolence,0.550328471615,0.543112160317,420.0
Rectal_tenesmus,0.550230700212,0.532010419152,29.0
Hypocalcaemia,0.550061631668,0.577536961808,76.0
Breast_cancer,0.549997734347,0.600295202276,35.0
