ADR name,Extra Trees Mean AUC,Web Mean AUC,Positive Count
Suicidal_ideation,0.5544567517,0.805219,40
Hypertriglyceridaemia,0.554032001,0.670571,44
Conjunctival_oedema,0.5538975022,0.796654,17
Movement_disorder,0.5538894376,0.527619,15
Urinary_hesitation,0.5538124234,0.589287,24
Lip_swelling,0.5530224577,0.503071,15
Aspartate_aminotransferase_increased,0.5495661362,0.778046,136
Tonsillitis,0.5489925497,0.420681,18
Emotional_disorder,0.5487971488,0.467551,12
Retinal_haemorrhage,0.5486101236,0.689832,19
Pemphigoid,0.5480585236,0.39098,15
Cerebral_haemorrhage,0.5477032967,0.65559,41
Xanthopsia,0.5471042471,0.841923,14
Hot_flush,0.5458759709,0.773638,105
Multi-organ_failure,0.5458271458,0.549519,12
Keratitis,0.5451841787,0.797628,71
Prothrombin_level_decreased,0.5450742685,0.432541,18
Haemoglobin_decreased,0.5449660633,0.830613,50
Stridor,0.5449544271,0.602486,24
Septic_shock,0.5445119295,0.672001,13
Breath_odour,0.5444275756,0.570163,27
Liver_disorder,0.5443992286,0.806742,76
Torsade_de_pointes,0.5440647244,0.795548,51
Bruxism,0.543951094,0.518814,14
Blood_lactate_dehydrogenase_increased,0.5429697812,0.791799,64
Renal_artery_stenosis,0.5423611111,0.675713,11
Fibrocystic_breast_disease,0.5423076923,0.529321,11
Dizziness,0.542271454,0.739191,561
Laboratory_test_abnormal,0.5416871557,0.493737,31
Cognitive_disorder,0.5414574033,0.53605,23
Skin_irritation,0.5412341465,0.565345,33
Petechiae,0.5410928274,0.822639,86
Eye_pruritus,0.5407278747,0.527132,28
Testicular_disorder,0.5406115418,0.557658,17
Thinking_abnormal,0.5397260789,0.730907,84
Myocarditis,0.5396212595,0.537633,21
Diarrhoea_haemorrhagic,0.5392347601,0.654793,20
Depressed_mood,0.5391543249,0.504618,19
Renal_tubular_necrosis,0.5366153493,0.54792,24
Urine_abnormality,0.5359998283,0.74759,51
Cold_sweat,0.5336226592,0.414166,16
Ageusia,0.5327117857,0.812992,76
Ocular_hyperaemia,0.5322767951,0.544758,16
Glucose_tolerance_decreased,0.5321059432,0.619262,17
Ventricular_arrhythmia,0.5318959883,0.648681,31
Organ_failure,0.5313600148,0.754414,20
Hypokinesia,0.5312254877,0.774326,63
Osteoarthritis,0.5309972763,0.463124,15
Injection_site_reaction,0.5309080118,0.770605,81
Gingival_bleeding,0.5308695735,0.588914,42
Drug_dependence,0.5305351954,0.477491,18
Anuria,0.5302153088,0.631404,23
Respiratory_depression,0.5295903787,0.639802,50
Respiratory_disorder,0.5294092217,0.751519,106
Bursitis,0.5288114234,0.694388,50
Hypertrichosis,0.5285413158,0.880906,46
Opisthotonus,0.5278314028,0.487692,14
Lethargy,0.5277719619,0.727895,121
Pulmonary_fibrosis,0.5277622793,0.739711,53
Lung_infiltration,0.5277376453,0.720535,37
Hepatic_enzyme_increased,0.5276129522,0.782585,97
Arterial_stenosis,0.5271901709,0.724777,11
Osteomyelitis,0.5271082071,0.695464,13
Arachnoiditis,0.5262954728,0.706334,20
Torticollis,0.5260698942,0.527924,21
Myopia,0.5257420211,0.50525,16
Vestibular_disorder,0.525534188,0.517188,11
Disorientation,0.5249918858,0.836875,80
Aplasia,0.5247019368,0.636169,27
Induration,0.5246233259,0.691461,23
Hepatitis_fulminant,0.5240719124,0.563191,15
Scrotal_oedema,0.5233476001,0.422678,16
Venous_thrombosis,0.5230736484,0.742252,89
Sexual_dysfunction,0.5228043139,0.608202,40
Tendonitis,0.5227974186,0.54795,35
Productive_cough,0.5226495727,0.409802,11
Thrombocytopenic_purpura,0.522556243,0.843551,61
Thrombocytosis,0.5222756618,0.736283,46
Coma,0.5222754169,0.774905,121
Paralysis,0.5219217024,0.742337,107
Paranoia,0.5218701027,0.813306,57
Polyp,0.5212076821,0.70477,39
Skin_odour_abnormal,0.5210000388,0.546966,19
Haematoma,0.5204944424,0.804897,69
Skin_infection,0.5201005043,0.541636,22
Renal_failure,0.520041599,0.747561,245
Gingival_hyperplasia,0.5197714992,0.625396,28
Fibroadenoma_of_breast,0.5196447134,0.376113,12
Aplastic_anaemia,0.5195461588,0.855538,116
Neoplasm_skin,0.5195428757,0.567978,23
Irritability,0.5194719592,0.763643,114
Pancreatitis_acute,0.5192679966,0.478856,31
Hepatocellular_injury,0.5191174658,0.809857,57
Blepharitis,0.5190973951,0.746848,54
Glossitis,0.5187278877,0.799889,112
Leukoencephalopathy,0.5186819172,0.872188,26
Paraesthesia,0.5186567268,0.722091,416
Pneumothorax,0.5185545066,0.552962,22
Sinus_tachycardia,0.5185403908,0.754896,29
Hypomagnesaemia,0.5183404424,0.726074,51
Blood_pressure_increased,0.5175680789,0.822896,69
Vomiting,0.5175274543,0.759162,616
Coma_hepatic,0.5174145299,0.686196,11
Iritis,0.5170111906,0.604912,27
Vulvovaginal_candidiasis,0.5168511704,0.705669,49
Frequent_bowel_movements,0.5165064103,0.359515,11
Bronchospasm,0.516484297,0.778139,167
Oedema,0.5162758915,0.711721,515
Vasculitis_necrotising,0.5162360034,0.749035,17
Upper_respiratory_tract_infection,0.516033316,0.724788,200
Retinal_disorder,0.5159067567,0.673297,31
Hydrocephalus,0.5158653846,0.469934,11
Squamous_cell_carcinoma,0.5156722871,0.424372,20
Impaired_healing,0.5156699175,0.86208,54
Cerebellar_syndrome,0.5150106838,0.577214,11
Cardiomegaly,0.5148056383,0.829658,45
Amblyopia,0.5145321173,0.820663,76
Breast_neoplasm,0.5144980045,0.455577,36
Toothache,0.5140011922,0.831217,54
Keratopathy,0.5137820513,0.476958,11
Fungal_infection,0.5135684243,0.79081,64
Tenosynovitis,0.5134967606,0.44696,27
Pleural_disorder,0.513142403,0.830375,86
Pain,0.5127504635,0.764127,590
Parotid_gland_enlargement,0.5120179981,0.698892,16
Nausea,0.5116575373,0.810474,660
Urinary_retention,0.511593876,0.798327,164
Dyspepsia,0.511579464,0.722818,407
Depression,0.5112038441,0.757686,52
Anaemia,0.5110542276,0.806591,417
Ejaculation_disorder,0.5109715459,0.752944,36
Ulcer,0.5102868195,0.721062,249
Nystagmus,0.5098653685,0.847001,63
Cardiac_failure,0.5094822051,0.767597,237
White_blood_cell_disorder,0.5093931294,0.570781,13
Sleep_disorder,0.5092095051,0.772602,109
Dry_throat,0.509201273,0.456176,33
Corneal_opacity,0.509086994,0.530695,17
Asthenia,0.5090339756,0.75844,482
Nocturia,0.5089897166,0.790115,110
Drug_abuse,0.5088307761,0.655084,30
Blister,0.5086028526,0.739403,65
Irritable_bowel_syndrome,0.5085160719,0.408543,19
Hypersomnia,0.5084762503,0.379126,15
Infection_susceptibility_increased,0.5081962182,0.527007,13
Gastritis,0.5079973042,0.776012,164
Myocardial_rupture,0.5074941146,0.929168,19
Paraesthesia_oral,0.5073511562,0.390199,30
Muscle_spasms,0.5072104506,0.728309,328
Blood_alkaline_phosphatase_increased,0.5071839642,0.774862,118
Electrolyte_imbalance,0.5071281542,0.683175,45
Headache,0.5070614568,0.738737,619
Otitis_media,0.5069160655,0.815928,94
Hypophosphataemia,0.5064313394,0.831567,52
Retinal_detachment,0.5059646856,0.724453,17
Cystitis_haemorrhagic,0.5057902538,0.479651,20
Alveolitis,0.5055370986,0.498553,16
Ventricular_extrasystoles,0.5055307119,0.801914,80
Rectal_tenesmus,0.5055191018,0.664938,29
Personality_change,0.5054237515,0.669278,24
Drug_eruption,0.5053024235,0.50091,36
Corneal_erosion,0.5049295862,0.747044,12
Pancreatitis_haemorrhagic,0.5045688546,0.475192,14
Leukocytosis,0.5042907429,0.791207,98
Ataxia,0.5041861809,0.818044,162
Tongue_discolouration,0.5034851788,0.734232,42
Congenital_eye_disorder,0.5034442134,0.401517,13
Joint_swelling,0.503298476,0.450454,31
Neck_pain,0.5029172505,0.835583,94
Eye_haemorrhage,0.5028964594,0.489807,34
Unintended_pregnancy,0.5028304128,0.596022,13
Mood_swings,0.5027544663,0.766886,149
Agranulocytosis,0.5022520268,0.810201,212
Nephropathy,0.5022111986,0.883726,63
Influenza_like_illness,0.5020061728,0.502568,26
Eyelid_oedema,0.5019773927,0.50855,16
Flank_pain,0.5019491442,0.484732,22
Osteoporotic_fracture,0.5013354701,0.44503,11
Lacrimation_increased,0.5008365766,0.813636,119
Leukocytoclastic_vasculitis,0.5008108565,0.651047,33
Second_primary_malignancy,0.5005658318,0.836513,24
Vertigo,0.4999139453,0.729884,334
Osteoporosis,0.4995221609,0.850289,80
Lymphoproliferative_disorder,0.4994595763,0.777625,19
Dyspareunia,0.4994123932,0.39735,11
Dementia,0.4992837905,0.522352,27
Neuritis,0.4992139308,0.766603,92
Joint_stiffness,0.4989885603,0.5466,23
Muscle_contractions_involuntary,0.4989099065,0.546427,34
Dry_eye,0.4988755426,0.798105,99
Hepatitis_cholestatic,0.4984652663,0.59879,33
Duodenal_ulcer,0.4981058331,0.62475,39
Urinary_tract_infection,0.4981051814,0.769366,214
Metastatic_neoplasm,0.4979700855,0.397935,11
Fluid_overload,0.4979303196,0.642104,33
Polyuria,0.4973401812,0.784915,126
Sensitisation,0.497229513,0.596572,29
Sinus_bradycardia,0.4970816222,0.707134,39
Meningitis,0.496578887,0.65995,42
Opportunistic_infection,0.4965762274,0.512184,17
Pancreatic_disorder,0.4963528566,0.734962,32
Skin_test_positive,0.4962439347,0.929211,21
Anaphylactoid_reaction,0.4960294649,0.700411,168
Sensation_of_foreign_body,0.4956545081,0.683326,30
Hiccups,0.4955977908,0.760031,107
Neuroleptic_malignant_syndrome,0.4955848155,0.834081,42
Pseudomembranous_colitis,0.4947375903,0.939515,48
Stupor,0.4942587,0.777492,59
Thrombophlebitis,0.4941525685,0.820605,156
Supraventricular_extrasystoles,0.4941057478,0.460835,23
Blood_disorder,0.4939194723,0.608917,40
Drug_interaction,0.493575738,0.815933,77
Death,0.4932539299,0.752809,194
Hypertrophy,0.493129501,0.774005,144
Epistaxis,0.4928391299,0.729752,223
Connective_tissue_disorder,0.4928373803,0.797116,103
Bone_disorder,0.4927902085,0.541402,42
Skin_disorder,0.4925166493,0.80002,120
Skin_discolouration,0.4925016595,0.817003,86
Haematemesis,0.4924304829,0.831169,72
Antinuclear_antibody_positive,0.4921451404,0.575453,27
Orthostatic_hypotension,0.4920400046,0.778369,169
Ear_disorder,0.4920101358,0.672206,42
Dysuria,0.4919306329,0.77409,199
Blood_uric_acid_increased,0.4919246457,0.527242,18
Thrombocytopenia,0.4919134921,0.806264,409
Ventricular_fibrillation,0.4918859649,0.862837,59
Tubulointerstitial_nephritis,0.491659112,0.810066,73
Decreased_appetite,0.4914646635,0.761394,420
Disturbance_in_attention,0.4913271949,0.483648,23
Eye_pain,0.4907694851,0.734206,117
Oesophageal_ulcer,0.4907081077,0.697459,38
Swelling_face,0.4906170215,0.604853,24
Vulvovaginitis,0.4905405405,0.419776,14
Extrasystoles,0.4905166382,0.805763,98
Cardiac_fibrillation,0.4904671069,0.761701,153
Neuralgia,0.4904481793,0.779044,77
Hypercholesterolaemia,0.4901460716,0.765884,100
Gastric_ulcer,0.4899931788,0.811298,55
Acute_respiratory_distress_syndrome,0.4897074549,0.673929,27
Nasal_congestion,0.4896410919,0.797135,124
Azotaemia,0.4896403458,0.83553,53
Myositis,0.4895295971,0.765087,48
Insomnia,0.4894381326,0.758672,410
Cerebral_thrombosis,0.4889060489,0.551622,13
Throat_irritation,0.4889037325,0.627542,36
Infertility,0.4887889315,0.448177,18
Disseminated_intravascular_coagulation,0.4886321624,0.651034,37
Hepatobiliary_disease,0.4885744552,0.776839,83
Purpura,0.4885125647,0.750157,214
Atrial_flutter,0.4883533043,0.49254,26
Akathisia,0.4880086655,0.85907,45
Dry_mouth,0.4877982988,0.761118,333
Mania,0.4877823093,0.81778,50
Immune_system_disorder,0.4875051314,0.79744,97
Adenoma_benign,0.4872953173,0.649465,13
Balance_disorder,0.4872912128,0.5067,26
Periorbital_oedema,0.4871591215,0.671202,27
Nephritis,0.4871141721,0.841214,90
Myalgia,0.4869340984,0.759008,355
Parosmia,0.4867780495,0.719318,51
Apathy,0.4866483768,0.852088,62
Tension,0.486621464,0.607887,29
Dermatitis_exfoliative,0.4863566985,0.779203,154
Scotoma,0.486351399,0.816056,71
Fatigue,0.4860811442,0.734274,376
Cardiac_failure_congestive,0.485835904,0.813829,171
Haematocrit_decreased,0.4857383578,0.571286,24
Gout,0.4856317742,0.806592,99
Pulmonary_eosinophilia,0.4856261661,0.508066,19
Laryngitis,0.4856206567,0.791858,81
Pigmentation_disorder,0.4855770378,0.781193,56
Tongue_oedema,0.4854397399,0.685296,43
Tinnitus,0.4854133828,0.781798,261
Face_oedema,0.4852346793,0.733269,171
Colitis,0.4851999705,0.8384,159
Pelvic_pain,0.4848092112,0.817519,64
Pleural_effusion,0.4845877666,0.806661,82
Ejaculation_failure,0.4844861895,0.655743,13
Glaucoma,0.4844787616,0.83354,85
Hypoaesthesia,0.4840403779,0.75661,246
Photosensitivity_reaction,0.4838638664,0.801163,217
Convulsion,0.4836471701,0.737085,356
Tenderness,0.4836410452,0.753704,149
Epilepsy,0.4836328825,0.490433,20
Gingivitis,0.4836212979,0.82793,75
Pulmonary_hypertension,0.4833786509,0.475964,24
Hypoxia,0.4833670386,0.811818,73
Hearing_impaired,0.4832709503,0.767683,105
Hypertensive_crisis,0.4831647262,0.451288,16
Arterial_disorder,0.4831067126,0.55186,42
Hepatic_function_abnormal,0.4830496747,0.757654,205
Alanine_aminotransferase_increased,0.4830101293,0.770707,132
Bladder_pain,0.4829594017,0.476799,11
Varicella,0.4829262818,0.514865,16
Leukaemia,0.4829175605,0.683816,39
Hangover,0.4828748391,0.646264,12
Abdominal_pain_upper,0.4827441077,0.766273,98
Peptic_ulcer,0.4821230878,0.81859,71
Injection_site_pain,0.481457389,0.810534,72
Accommodation_disorder,0.4814459508,0.653017,24
Oedema_peripheral,0.4811482411,0.749937,239
Uveitis,0.4809659671,0.502835,24
Leukopenia,0.4808855055,0.790648,357
Pruritus,0.480093802,0.726791,543
Salivary_hypersecretion,0.4800398762,0.821717,104
Leiomyoma,0.4798504485,0.333223,15
Haematochezia,0.4798481218,0.626542,30
Urinary_incontinence,0.479740232,0.790224,118
Breast_engorgement,0.4797006485,0.437322,12
Hepatic_cirrhosis,0.4795785943,0.57504,29
Dysphoria,0.4795707276,0.578511,18
Eosinophilia,0.4794979877,0.807501,200
Hypertension,0.4793867634,0.744634,362
Arterial_thrombosis,0.4793712317,0.556306,17
Systemic_lupus_erythematosus,0.4793616246,0.869048,78
Aneurysm,0.4793281654,0.37885,17
Hyperbilirubinaemia,0.4792448716,0.791732,90
Nightmare,0.4789967355,0.851551,76
Retching,0.4789836348,0.386658,17
Lens_disorder,0.4789488017,0.69354,26
Pain_in_extremity,0.4789388056,0.762636,122
Injection_site_inflammation,0.4788722086,0.672888,25
Urinary_tract_disorder,0.4787883147,0.778275,123
Breast_feeding,0.4787750284,0.759616,49
Hyperlipidaemia,0.4785159502,0.815643,67
Body_temperature_increased,0.4783393244,0.741708,445
Cardio-respiratory_arrest,0.4783161068,0.527456,17
Biliary_colic,0.4782366845,0.437634,12
Diabetes_mellitus,0.4781252279,0.780693,138
Hyperhidrosis,0.4780429996,0.74496,393
Discomfort,0.4779034352,0.756696,174
Malaise,0.4776459055,0.723338,388
Hyperkinesia,0.4776410863,0.763055,135
Cheilitis,0.4775274368,0.327346,23
Eye_disorder,0.4769716671,0.755237,123
Angiopathy,0.4765982387,0.711472,152
Myeloid_leukaemia,0.4763269287,0.508547,19
Temperature_intolerance,0.4762286325,0.672201,11
Pathological_fracture,0.4758414822,0.807737,48
Gastrointestinal_disorder,0.4756777807,0.735356,253
Hyperglycaemia,0.4754993357,0.785856,215
Toxic_epidermal_necrolysis,0.4754904526,0.800066,204
Pneumonia,0.4751262169,0.728284,228
Lung_neoplasm_malignant,0.4750787475,0.292067,20
Aggression,0.4749923184,0.824192,87
Skin_cancer,0.4749518241,0.625588,36
Skin_hyperpigmentation,0.4748618471,0.844064,52
Crystalluria,0.4748551284,0.635392,28
Haemorrhage,0.4748084508,0.719124,349
Flushing,0.4747118131,0.726549,260
Photophobia,0.4743688424,0.797301,97
Peripheral_coldness,0.4739742193,0.450087,26
Dysarthria,0.4737551683,0.776662,81
Breast_pain,0.473518512,0.783613,75
Dysphagia,0.4732626064,0.776862,187
Lung_disorder,0.4730434532,0.783471,70
Anaphylactic_shock,0.4726426537,0.744231,283
Hepatic_necrosis,0.4725293072,0.801996,65
Infestation,0.472109775,0.803111,110
Anxiety,0.4719890992,0.703699,339
Gastrointestinal_haemorrhage,0.4718985964,0.760928,147
Back_pain,0.4718503072,0.737344,287
Enteritis,0.4716787036,0.504621,27
Diplopia,0.4716118788,0.798673,139
Elderly,0.4711848107,0.569203,25
Dental_caries,0.4710264702,0.463272,32
Cholelithiasis,0.4708584941,0.811413,66
Testicular_pain,0.4704688077,0.644025,15
Rales,0.470249721,0.624155,23
Myoclonus,0.4700380937,0.786052,55
Cachexia,0.4700095316,0.542892,25
Hypertonia,0.4698264994,0.755833,134
Hypotonia,0.4698193897,0.806582,56
Gynaecomastia,0.4697357863,0.808095,123
Eructation,0.4696916965,0.775578,106
Abdominal_pain,0.469507064,0.745078,478
Breast_disorder,0.4694946944,0.798989,68
Thirst,0.4693286492,0.798018,125
Premenstrual_syndrome,0.4693050193,0.645609,14
Choreoathetosis,0.4691685268,0.68083,23
Interstitial_lung_disease,0.4688295593,0.779764,85
Erythema,0.4687997203,0.726462,420
Hypoproteinaemia,0.4687687148,0.673574,32
Pharyngitis,0.4686056297,0.737738,271
Blood_urea_increased,0.4684203488,0.844152,97
Rash_maculo-papular,0.4683867232,0.745005,111
Atopy,0.4683557311,0.619397,15
Vaginal_inflammation,0.4683185841,0.830903,114
Nephrolithiasis,0.4680269057,0.778613,78
Cholestasis,0.4678618472,0.806254,72
Melaena,0.4677703149,0.802342,109
Dermatitis,0.4676168446,0.735792,313
Cerebral_ischaemia,0.4675821841,0.69414,39
Shock,0.4675355067,0.781693,176
Bundle_branch_block,0.4671342792,0.689838,53
Nitrogen_balance_negative,0.4669944215,0.904662,24
Transaminases_increased,0.4669541593,0.793659,52
Hepatic_failure,0.4669172042,0.79149,150
Galactorrhoea,0.4664551051,0.823012,51
Ventricular_tachycardia,0.4658578467,0.850097,87
Oral_candidiasis,0.4658017182,0.848115,75
Cerebrovascular_disorder,0.4655730534,0.377037,29
Diverticulitis,0.4653449688,0.69217,22
Respiratory_tract_infection,0.46531682,0.723115,209
Rash_papular,0.4652754868,0.556411,30
Confusional_state,0.4652314344,0.759663,352
Arteriosclerosis,0.4652187902,0.60984,14
Seborrhoeic_dermatitis,0.4651600606,0.816457,58
Euphoric_mood,0.4651122605,0.811843,111
Porphyria,0.4647288603,0.543857,25
Polydipsia,0.4646398891,0.513429,15
Pancreatitis,0.4646372852,0.759527,240
Scleritis,0.464241783,0.714281,12
Diarrhoea,0.4641250973,0.770738,560
Gastrooesophageal_reflux_disease,0.4640943239,0.791663,75
Ear_pain,0.4638408752,0.796373,137
Bradykinesia,0.4634491634,0.542019,14
Hallucination,0.463374006,0.762019,214
Oropharyngeal_pain,0.4631859252,0.810037,70
Phlebitis,0.463168726,0.747756,111
Cyanosis,0.4625183575,0.721712,50
Night_sweats,0.4620537629,0.588996,27
Infarction,0.4619778012,0.748399,218
Serum_sickness,0.4617413328,0.720229,48
Wound_infection,0.4617117117,0.457147,14
Breast_tenderness,0.46162003,0.706618,25
Ischaemia,0.4615120516,0.784338,120
Jaundice_cholestatic,0.4614031129,0.764539,96
Local_reaction,0.4610452563,0.808875,46
Asthma,0.4610304914,0.763285,176
Hypersensitivity,0.460821868,0.792398,504
Candida_infection,0.4606881038,0.812476,140
Influenza,0.4606428707,0.739189,263
Muscular_weakness,0.4604178882,0.779416,186
Skin_exfoliation,0.4602513937,0.768464,87
Migraine,0.4600370461,0.760115,148
Throat_tightness,0.4592837441,0.799435,37
Sudden_death,0.459208141,0.728681,37
Grand_mal_convulsion,0.4591207818,0.62213,38
Nasal_dryness,0.4589315389,0.586772,22
Haemoptysis,0.4589017899,0.796333,73
Injection_site_haemorrhage,0.4586872587,0.547244,14
Feeling_jittery,0.4586794298,0.528997,27
Abdominal_distension,0.4585866863,0.751606,184
Acne,0.4584739767,0.738401,162
Proctitis,0.4584679567,0.61689,21
Ovarian_cyst,0.4578623927,0.688646,20
Urticaria,0.4576885727,0.734164,492
Bronchitis,0.4574251342,0.753287,203
Thrombosis,0.4574061364,0.727278,144
Pallor,0.4573912134,0.797927,73
Lymphoma,0.4573000574,0.742998,42
Inflammation,0.4569315739,0.810446,116
Blindness,0.4565895471,0.73347,89
Albuminuria,0.4565768489,0.780113,87
Uterine_leiomyoma,0.4565741818,0.390765,22
Hyponatraemia,0.456412742,0.827872,132
Hypoglycaemia,0.4562820007,0.775241,144
Amnesia,0.4560218625,0.760916,133
Intestinal_obstruction,0.4559684818,0.820272,63
Gastrointestinal_tract_irritation,0.4557820027,0.467377,21
Angina_pectoris,0.455427887,0.762301,188
Panic_attack,0.4547542735,0.544008,11
Speech_disorder,0.4542625834,0.823249,81
Dehydration,0.4541805094,0.785289,146
Laryngospasm,0.4541170843,0.80071,58
Ileus,0.454046441,0.811111,88
Cardiovascular_disorder,0.4539802776,0.804282,78
Apnoea,0.4538094693,0.815921,78
Nephropathy_toxic,0.4536025913,0.906982,52
Vision_blurred,0.4534656857,0.805852,282
Disease_progression,0.4534370621,0.493782,34
Tooth_disorder,0.4533831408,0.76986,80
Compression_fracture,0.4533327254,0.914266,22
Pulmonary_oedema,0.4529145845,0.767799,131
Blood_glucose_increased,0.4528419112,0.689648,35
Dyspnoea_exertional,0.4526909464,0.449393,12
Fluid_retention,0.4526432668,0.78288,66
Telangiectasia,0.4523655117,0.8445,20
Anosmia,0.4523015346,0.480775,18
Perineal_pain,0.4521285021,0.588065,13
Coronary_artery_disease,0.4520665098,0.679575,45
Hepatitis,0.4517123488,0.748527,283
Tachycardia,0.451326572,0.750568,385
Dysphonia,0.4505584909,0.80153,94
Laryngeal_oedema,0.4505373965,0.809269,55
Alopecia,0.4504093042,0.744294,314
Lenticular_opacities,0.4502898179,0.535819,18
Rash_erythematous,0.4502029664,0.74739,58
Endocrine_disorder,0.4501051826,0.79027,44
Viral_infection,0.4499967708,0.800331,101
Ear_infection,0.4499715948,0.835589,117
Oesophageal_disorder,0.4498726239,0.795106,62
Myopathy,0.4495377425,0.806869,87
Bleeding_time_prolonged,0.4492283951,0.600224,26
Hemiplegia,0.4490912203,0.590982,31
Constipation,0.4490440112,0.784975,415
Enuresis,0.4489233419,0.509116,17
Angioedema,0.4487494779,0.764609,287
Hyperprolactinaemia,0.4486864772,0.497919,17
Arthritis,0.4486420925,0.783336,146
Neutropenia,0.4483264307,0.843134,226
Congenital_anomaly,0.4481864604,0.581719,27
Eyelid_ptosis,0.447358418,0.79036,49
Pollakiuria,0.4471901868,0.802987,191
Dysgeusia,0.4468566063,0.692174,251
Pemphigus,0.4462183113,0.493156,16
Glycosuria,0.445734241,0.827747,105
Haematuria,0.4457262111,0.757556,208
Sticky_skin,0.445680716,0.537867,18
Cough,0.4455653164,0.765996,344
Drooling,0.4450854701,0.406609,11
Nervousness,0.4450016586,0.769565,272
Incontinence,0.4448682115,0.770696,143
Gastric_disorder,0.4448647733,0.781231,85
Fibrosis,0.4448496101,0.761992,70
Weight_decreased,0.4447189891,0.770119,180
Blood_bilirubin_increased,0.444532304,0.827362,64
Myocardial_infarction,0.4444611475,0.756291,211
Aphasia,0.44441881,0.823969,50
Uterine_haemorrhage,0.4442536127,0.567127,34
Atrial_fibrillation,0.4441123856,0.775347,129
Nodule,0.4439964158,0.643059,45
Effusion,0.4439836218,0.829935,95
Depersonalisation,0.4437967357,0.836543,59
Musculoskeletal_disorder,0.4437454285,0.683548,40
Feeling_hot,0.4435621032,0.6267,32
Cytomegalovirus_infection,0.4435451935,0.414691,12
Jaundice,0.4431888096,0.726555,267
