ADR name,Scikit-Learn Mean AUC,Tensorflow Mean AUC,Positive Count
Uterine_perforation,0.702530787174,0.720441010377,13.0
Bronchopneumonia,0.702371375901,0.69765096922,21.0
Hypouricaemia,0.702094293368,0.706246391668,9.0
Cancer_pain,0.702056205773,0.701847388395,26.0
Fibrosis,0.70195873008,0.63726731706,8.0
Renal_vasculitis,0.701957650884,0.701640975163,23.0
Scrotal_ulcer,0.701882743643,0.726220568188,24.0
Choluria,0.701557472945,0.831229891781,4.0
Azotaemia,0.701540329189,0.718805781672,9.0
Hypertrichosis,0.701335877863,0.581106870229,3.0
Malignant_ovarian_cyst,0.701239262076,0.684721433115,4.0
Malnutrition,0.700803208126,0.699616148508,7.0
Urethral_syndrome,0.700632800086,0.626835082102,19.0
Pelvic_pain,0.700532112768,0.689303534805,48.0
Hyperchlorhydria,0.700408285684,0.122974293482,3.0
Thrombocytopenia,0.699420849421,0.665315315315,14.0
Insulinoma,0.699236886312,0.697929766371,39.0
Sinus_arrest,0.699133602299,0.697953250322,4.0
Soft_tissue_necrosis,0.699129862533,0.557544238081,5.0
Lung_neoplasm,0.697735313057,0.733889714254,21.0
Sciatica,0.697360740838,0.45236579548,7.0
Faeces_hard,0.697268742925,0.606287309281,4.0
Oropharyngeal_pain,0.696276386522,0.585400793477,4.0
Application_site_atrophy,0.696005979656,0.258816743037,5.0
Phonological_disorder,0.695943464799,0.748979355227,19.0
Fibrosarcoma,0.695827665942,0.534510541857,5.0
Conjunctivitis_allergic,0.695389999327,0.653776330843,17.0
Myasthenic_syndrome,0.694496850782,0.670735010981,3.0
Retinal_oedema,0.692239151742,0.665847416516,11.0
Postpartum_disorder,0.691163807699,0.50290734237,4.0
Sickle_cell_anaemia_with_crisis,0.689731805301,0.667958656331,9.0
Tetany,0.68937036186,0.689260436524,25.0
Borderline_personality_disorder,0.687772951342,0.712758893762,70.0
Acute_pulmonary_oedema,0.687721874348,0.687178219989,5.0
Seborrhoea,0.687552195472,0.759651269002,9.0
Sudden_hearing_loss,0.687318416691,0.533067661109,4.0
Orbital_oedema,0.686908946977,0.731326052737,44.0
Cervix_disorder,0.686771536915,0.654491002623,11.0
Anosognosia,0.686664925164,0.412963554214,3.0
Multi-organ_failure,0.68665577342,0.656844589688,26.0
Nausea,0.686364832851,0.791436342897,5.0
Superior_vena_cava_syndrome,0.685768117018,0.673912236412,9.0
Anal_cancer,0.685188187097,0.73669279967,6.0
Tongue_discolouration,0.68476660463,0.675514097815,20.0
Bladder_irritation,0.683798301375,0.691999739256,25.0
Idiopathic_pulmonary_fibrosis,0.683588761175,0.528677137258,6.0
Patent_ductus_arteriosus,0.683373230635,0.585726620426,7.0
Malignant_hypertension,0.683252013582,0.69439846331,6.0
Retinal_vein_thrombosis,0.68320610687,0.542938931298,3.0
Intracardiac_thrombus,0.682850269156,0.534223159563,7.0
Ehlers-Danlos_syndrome,0.681899979682,0.750123356457,2.0
Vascular_pain,0.681463508922,0.61843001214,25.0
Narcolepsy,0.68034038832,0.660418762451,13.0
Embolism,0.680306672842,0.690056917786,49.0
Migraine_without_aura,0.680078657882,0.112464807129,2.0
Glossitis,0.679953468656,0.728680968915,24.0
Cardiac_failure_chronic,0.67902750796,0.69140725369,45.0
Brugada_syndrome,0.67900661337,0.491400994443,8.0
Retinal_injury,0.678768430311,0.574829779848,9.0
Polycythaemia_vera,0.677666556635,0.573605298204,25.0
Endometritis,0.677657755902,0.706176869345,6.0
Perineal_pain,0.676906927052,0.681457463725,10.0
Vulvovaginal_swelling,0.676678344266,0.659061319817,10.0
Marrow_hyperplasia,0.675792007151,0.602501777279,27.0
Lymphocyte_count_decreased,0.675099387094,0.711176794127,20.0
Hepatitis,0.674904942966,0.496197718631,2.0
Nasal_inflammation,0.674829872007,0.593743264635,5.0
Somnambulism,0.67481884058,0.663099840554,34.0
Dentofacial_anomaly,0.674290237471,0.565870596499,20.0
Poor_quality_sleep,0.673806269549,0.497834927174,7.0
Disturbance_in_attention,0.673797280526,0.72087027298,18.0
Infestation,0.673514060155,0.657136099693,9.0
Extensor_plantar_response,0.672879802677,0.34373798698,8.0
Hyperkinesia,0.671989946014,0.693980395,53.0
Nipple_disorder,0.671942755556,0.713948998106,33.0
Anastomotic_leak,0.671692833303,0.588812873946,21.0
Venoocclusive_disease,0.671443850006,0.67786036815,66.0
Myopia,0.670752217188,0.732836722042,6.0
Facial_pain,0.670659463901,0.691250772124,41.0
Poliomyelitis,0.670639715755,0.527521121918,10.0
Blood_prolactin_increased,0.670296238485,0.621671177913,18.0
Defaecation_urgency,0.670192586253,0.692198071856,79.0
Headache,0.670183674066,0.652119709865,4.0
Abdominal_mass,0.670088619812,0.546803252318,4.0
Nail_dystrophy,0.669852514892,0.640834321796,33.0
Pharyngitis,0.66921963172,0.610022522523,12.0
Oligohydramnios,0.668618072953,0.391891229909,5.0
Vulval_disorder,0.667655937074,0.724688011737,6.0
Subarachnoid_haemorrhage,0.667308620871,0.662307718792,9.0
Pneumonia_fungal,0.667069805055,0.6762464688,36.0
Scrotal_infection,0.666646409122,0.627900122688,12.0
Pregnancy_test_positive,0.666569172273,0.628694428195,5.0
Stevens-Johnson_syndrome,0.666506533681,0.650459883687,44.0
Osteomyelitis,0.666091978102,0.634535081839,21.0
Duodenal_perforation,0.665685328185,0.613473913474,13.0
Diastolic_hypertension,0.665399239544,0.524714828897,2.0
Hyphaema,0.665286127421,0.604127574142,29.0
Phonophobia,0.664547763407,0.520135436405,7.0
Abdominal_abscess,0.664335578524,0.626843005737,30.0
Demyelinating_polyneuropathy,0.663875211344,0.776625301709,5.0
Idiopathic_pneumonia_syndrome,0.663148670542,0.681271755785,15.0
Carcinoid_tumour,0.663013450774,0.66060859492,23.0
Muscular_weakness,0.662213740458,0.554389312977,3.0
Nervousness,0.661385171499,0.659396449265,13.0
Vaginal_cyst,0.661363321133,0.517979739244,11.0
Myopathy_toxic,0.661261837502,0.637543057486,10.0
Shock_hypoglycaemic,0.661076224317,0.617170671518,33.0
Thrombocytosis,0.660285770209,0.734491420369,7.0
Cough,0.660267212548,0.626571958367,117.0
Laryngeal_cancer,0.659971821134,0.660246406482,14.0
Intervertebral_disc_degeneration,0.659786488522,0.794285620722,9.0
Vaginal_prolapse,0.659586505854,0.698358548318,19.0
Mucosal_ulceration,0.659351145038,0.18320610687,3.0
Gallbladder_cancer,0.658829479613,0.61980911057,35.0
Crohn's_disease,0.658719574736,0.664498417089,7.0
