ADR name,Binary Clf Mean AUC,Multilabel Clf Mean AUC,Positive Count
Dandruff,0.736899573962,0.736899573962,6.0
Thyroiditis,0.736899573962,0.736899573962,6.0
Burning_sensation,0.736899573962,0.736899573962,6.0
Hepatitis_B_e_antigen_positive,0.736899573962,0.736899573962,6.0
Lung_adenocarcinoma_stage_I,0.736899573962,0.736899573962,6.0
Hypergammaglobulinaemia,0.736899573962,0.736899573962,6.0
Disturbance_in_attention,0.736665359595,0.673797280526,18.0
Ketoacidosis,0.736586752866,0.7728515625,15.0
Antibody_test_positive,0.736570390019,0.777189375853,10.0
Colorectal_cancer_recurrent,0.736538461538,0.703591437212,11.0
Congenital_foot_malformation,0.736486985324,0.74245012969,15.0
Breast_cancer_stage_IV,0.736374627976,0.764921282399,23.0
Polycythaemia_vera,0.736078771786,0.677666556635,25.0
Benign_hydatidiform_mole,0.735619997465,0.735619997465,6.0
Visual_acuity_reduced,0.735596319624,0.794401304437,4.0
Nasal_inflammation,0.735368956743,0.674829872007,5.0
Pica,0.734749755706,0.936796177323,4.0
Pelvic_pain,0.734195085651,0.700532112768,48.0
Photophobia,0.733587123817,0.82142196352,9.0
Altered_state_of_consciousness,0.73305771725,0.719369505561,22.0
Immune_reconstitution_inflammatory_syndrome,0.733051790362,0.706356634494,4.0
Factor_VIII_deficiency,0.732933407738,0.771061105975,23.0
Hepatitis_C,0.731865104501,0.745648955642,19.0
Anovulatory_cycle,0.731610657775,0.716037058785,7.0
Myoclonic_epilepsy,0.730916030534,0.51404853129,5.0
Cholecystitis,0.730501930502,0.712651704221,14.0
Uterine_perforation,0.730086130086,0.702530787174,13.0
Skin_disorder,0.728538395302,0.755080634588,4.0
Encephalopathy,0.727295541525,0.727295541525,33.0
Atrophic_vulvovaginitis,0.725190839695,0.805874840358,5.0
Orbital_oedema,0.725014343087,0.686908946977,44.0
Hypoproteinaemia,0.724978962479,0.796230326002,12.0
Bacterial_infection,0.724968314322,0.762466675408,3.0
Ichthyosis,0.724968314322,0.762466675408,3.0
Tumour_lysis_syndrome,0.724968314322,0.762466675408,3.0
Hepatic_angiosarcoma,0.724968314322,0.762466675408,3.0
Cushing's_syndrome,0.724571768399,0.610963319037,6.0
Pancreatic_pseudocyst,0.722620784695,0.638060050532,21.0
Epiphyseal_disorder,0.722433460076,0.100891569424,3.0
Carotid_bruit,0.722404435027,0.722404435027,3.0
Ulcer_haemorrhage,0.722309964611,0.866293236989,7.0
Teratogenicity,0.721310346892,0.739977422692,16.0
Headache,0.721166032953,0.670183674066,4.0
Hypovitaminosis,0.721035420234,0.785305343511,3.0
Subarachnoid_haemorrhage,0.72088450077,0.667308620871,9.0
Skin_depigmentation,0.720672607127,0.718916591685,4.0
Scleral_disorder,0.720672106695,0.789873262869,7.0
Primitive_neuroectodermal_tumour,0.71991654724,0.717400453011,7.0
Skin_toxicity,0.719551282051,0.743038624073,11.0
Joint_swelling,0.719465648855,0.702935068149,5.0
Phonological_disorder,0.719083096696,0.695943464799,19.0
Pleuritic_pain,0.718162393162,0.640061352439,11.0
Lipid_metabolism_disorder,0.717841880342,0.730092695761,11.0
Vaginal_cyst,0.717735042735,0.661363321133,11.0
Scrotal_ulcer,0.717075163399,0.701882743643,24.0
Hyporeflexia,0.716921119593,0.554357864541,5.0
Procedural_pain,0.716865808824,0.704972674194,25.0
Oestrogen_deficiency,0.715883474105,0.383207319027,3.0
Oesophageal_varices_haemorrhage,0.714988349761,0.651477484328,7.0
Ectopic_pregnancy,0.714306446463,0.714306446463,3.0
Vocal_cord_paralysis,0.713529386363,0.70927526683,45.0
Meningioma_benign,0.713390155024,0.713845834536,19.0
Solar_dermatitis,0.712399949304,0.63343196236,7.0
Calcium_metabolism_disorder,0.712309657137,0.810236684646,10.0
Systemic_mastocytosis,0.711832061069,0.398507347652,5.0
Pseudomonal_sepsis,0.711832061069,0.172893697609,5.0
Amylase_increased,0.711660329531,0.711660329531,3.0
Nasopharyngitis,0.71150999901,0.71150999901,12.0
Hypotrichosis,0.711132561133,0.799452491976,14.0
Insulinoma,0.711050771274,0.699236886312,39.0
Gastric_disorder,0.710302256279,0.710302256279,8.0
Perineal_pain,0.710158168779,0.676906927052,10.0
Retinal_injury,0.709630939516,0.678768430311,9.0
Retinal_deposits,0.708905463122,0.708687351864,44.0
Bedridden,0.708547008547,0.712450236013,11.0
Skin_ulcer,0.707423702773,0.821612079327,15.0
Hernia,0.706879490704,0.553011026293,6.0
Nasal_obstruction,0.706697046218,0.552480916031,4.0
Pregnancy_test_positive,0.705470737913,0.666569172273,5.0
Miosis,0.704785859827,0.711363695366,7.0
Ear_pain,0.704730976824,0.708770497436,16.0
Facial_wasting,0.704337361234,0.703702475685,10.0
Borderline_personality_disorder,0.702930623208,0.687772951342,70.0
Tachycardia_foetal,0.701985313325,0.847328244275,3.0
Cardiac_failure_chronic,0.701838177081,0.67902750796,45.0
B-cell_type_acute_leukaemia,0.701753872852,0.539084359432,6.0
Pyelonephritis_acute,0.701017811705,0.751530387551,5.0
Anencephaly,0.700494742079,0.650358260096,28.0
Hyperchlorhydria,0.700408285684,0.700408285684,3.0
Apathy,0.700327342351,0.741188421634,20.0
Sinus_arrest,0.699764897106,0.699133602299,4.0
Thrombocytopenia,0.699420849421,0.699420849421,14.0
Retinal_oedema,0.699145299145,0.692239151742,11.0
Osteosclerosis,0.698604098604,0.56796006113,13.0
Peripheral_ischaemia,0.69764957265,0.599080699662,11.0
Lung_neoplasm,0.696083327543,0.697735313057,21.0
Hyperchloraemia,0.695867308511,0.714327657076,9.0
Retinal_depigmentation,0.695021501296,0.70903479851,36.0
Myasthenic_syndrome,0.694496850782,0.694496850782,3.0
Ischaemic_stroke,0.694293675442,0.729961832061,3.0
Cranial_nerve_disorder,0.694293675442,0.729961832061,3.0
Testicular_pain,0.694293675442,0.729961832061,3.0
Post-traumatic_stress_disorder,0.69367816092,0.636172602488,10.0
Injection_site_fibrosis,0.69367816092,0.636172602488,10.0
Cushingoid,0.693032967033,0.704232649146,41.0
Trichotillomania,0.692926013668,0.776365609932,6.0
Brugada_syndrome,0.6926351639,0.67900661337,8.0
Intestinal_haemorrhage,0.692489439041,0.704181402888,10.0
Skin_infection,0.692307692308,0.732049398141,11.0
Painful_respiration,0.691207387759,0.607948020162,10.0
Renal_vasculitis,0.691173735119,0.701957650884,23.0
Skin_reaction,0.691141918439,0.729705748026,7.0
Neoplasm_skin,0.691141918439,0.729705748026,7.0
Postpartum_disorder,0.690999332424,0.691163807699,4.0
Renal_abscess,0.690888069738,0.474178146296,4.0
Myalgia,0.690654608096,0.716323676021,17.0
Tetany,0.690260757081,0.68937036186,25.0
Arthritis,0.690186631063,0.776742712294,4.0
Cleft_palate,0.690170940171,0.494163330137,10.0
Epidermolysis,0.689357173265,0.615293273309,9.0
Eyelid_retraction,0.6893383249,0.622452627235,6.0
Papilloedema,0.689252747253,0.603296655854,41.0
Dacryocystitis,0.688955670596,0.74367118738,6.0
Injection_site_granuloma,0.688062965005,0.853053435115,3.0
Open_angle_glaucoma,0.687448601476,0.449648796912,3.0
Varices_oesophageal,0.68741473892,0.514114087865,4.0
Vertebrobasilar_insufficiency,0.687344622854,0.53789655658,6.0
Haematochezia,0.686803544792,0.821966180371,6.0
Anosognosia,0.686664925164,0.686664925164,3.0
Multi-organ_failure,0.68665577342,0.68665577342,26.0
Drooling,0.686642683747,0.731773956109,6.0
Hypervitaminosis_D,0.686386768448,0.618842416561,5.0
Endometritis,0.684151774834,0.677657755902,6.0
Suicidal_behaviour,0.683912483912,0.721022835131,14.0
Zinc_deficiency,0.683653846154,0.604776777112,11.0
Idiopathic_pulmonary_fibrosis,0.683588761175,0.683588761175,6.0
Vulvovaginitis,0.6832470451,0.74206671056,28.0
Pneumonia_fungal,0.682974451401,0.667069805055,36.0
Hepatic_cirrhosis,0.68285960379,0.607534860104,17.0
Jaundice_hepatocellular,0.682342731768,0.722049324721,9.0
Acute_pulmonary_oedema,0.680661577608,0.687721874348,5.0
Blood_testosterone_decreased,0.679947337641,0.727785158353,21.0
Malignant_urinary_tract_neoplasm,0.679943817444,0.748888074248,12.0
Peripheral_arterial_occlusive_disease,0.679703310738,0.651737451737,10.0
Pemphigus,0.678753180662,0.405154287039,5.0
Vertigo,0.678691648459,0.649464747139,15.0
Gallbladder_cancer,0.677769761103,0.658829479613,35.0
Scrotal_infection,0.677414364914,0.666646409122,12.0
Somnambulism,0.677217307652,0.67481884058,34.0
Cancer_pain,0.677178649237,0.702056205773,26.0
Electrocardiogram_normal,0.676159905628,0.630918908944,6.0
Nipple_disorder,0.675459659649,0.671942755556,33.0
Respiratory_failure,0.674551804874,0.328417322297,4.0
Gingival_recession,0.674414807015,0.721208310179,6.0
Bone_development_abnormal,0.674387603602,0.722127320417,18.0
Facial_pain,0.673765567766,0.670659463901,41.0
Lethargy,0.673655244675,0.655336944719,30.0
Intracardiac_thrombus,0.673417955992,0.682850269156,7.0
Glossitis,0.672414981618,0.679953468656,24.0
Skin_atrophy,0.672409409065,0.643344099599,43.0
Bladder_irritation,0.672407747821,0.683798301375,25.0
Urinary_tract_obstruction,0.671698941466,0.608163735915,15.0
Dyschezia,0.671146421146,0.658460184322,12.0
Musculoskeletal_stiffness,0.670973631439,0.738833729146,15.0
Neuritis,0.670743005373,0.633513643,20.0
Polydactyly,0.670527670528,0.705888641644,14.0
Lymphatic_disorder,0.670514457871,0.629271048237,9.0
Osteomyelitis,0.670347096767,0.666091978102,21.0
Defaecation_urgency,0.670140565152,0.670192586253,79.0
Hyperkinesia,0.669522822679,0.671989946014,53.0
Electrocardiogram_T_wave_inversion,0.669348703023,0.584336080445,24.0
Corneal_infection,0.66900318308,0.709790874525,4.0
Blood_prolactin_increased,0.668752953478,0.670296238485,18.0
Vaginal_prolapse,0.668742899084,0.659586505854,19.0
Dentofacial_anomaly,0.667562225928,0.674290237471,20.0
Oedema_mouth,0.66688034188,0.657267272641,11.0
Chronic_hepatitis,0.666740347775,0.461115214825,10.0
Irritability,0.666666666667,0.582680139998,5.0
Mouth_ulceration,0.665993712545,0.63310897104,10.0
Abdominal_abscess,0.665905200585,0.664335578524,30.0
Blood_creatine_phosphokinase_normal,0.665555263081,0.520057780392,7.0
Alveolitis_allergic,0.663778479717,0.713282247765,6.0
Nasal_septum_ulceration,0.662853925354,0.623487360987,12.0
Injection_site_urticaria,0.661958252475,0.639851499193,97.0
Simple_partial_seizures,0.66155319776,0.637070997846,9.0
Systemic_lupus_erythematosus_rash,0.661229307559,0.60427865915,4.0
Atelectasis,0.661197243755,0.606333242109,17.0
Shock_hypoglycaemic,0.661076224317,0.661076224317,33.0
Candida_sepsis,0.660807653558,0.718554762063,21.0
Hypouricaemia,0.66074270557,0.702094293368,9.0
Vascular_pain,0.660566448802,0.681463508922,25.0
Aphagia,0.660453973821,0.632610691927,53.0
Meningitis_bacterial,0.660425177015,0.733603257782,25.0
Abortion_missed,0.660305343511,0.742967607488,5.0
Bronchopneumonia,0.660216323884,0.702371375901,21.0
Pharyngitis,0.659865359865,0.66921963172,12.0
Intervertebral_disc_degeneration,0.659786488522,0.659786488522,9.0
Asthma,0.659743796953,0.639660672345,16.0
Diabetic_coma,0.658884304287,0.59101183122,9.0
Abdominal_mass,0.658815391016,0.670088619812,4.0
Endocrine_disorder,0.658220182317,0.654211787872,44.0
Conjunctivitis_allergic,0.658182601206,0.695389999327,17.0
Gamma-glutamyltransferase_increased,0.658176839946,0.332641123135,4.0
Rhinitis_perennial,0.657513835675,0.527006608257,8.0
Renal_neoplasm,0.657467960235,0.657771454595,32.0
Tongue_discolouration,0.657464023223,0.68476660463,20.0
Psychotic_disorder,0.657436701206,0.582868367253,4.0
Leukaemoid_reaction,0.657408919909,0.623554186054,12.0
Injection_site_phlebitis,0.656845856846,0.656744381744,13.0
Dermatitis_bullous,0.656845856846,0.656744381744,13.0
Cerebral_atrophy,0.656235071608,0.656235071608,6.0
Acanthosis_nigricans,0.656136125008,0.634701894998,20.0
Costochondritis,0.655852417303,0.426721742345,5.0
Urethral_syndrome,0.655272883442,0.700632800086,19.0
Macular_hole,0.65497924709,0.806355588577,4.0
Mood_altered,0.654548708869,0.413360229878,3.0
Vascular_anomaly,0.654542030979,0.546749844451,9.0
Vulvovaginal_swelling,0.653973867767,0.676678344266,10.0
Breast_disorder_male,0.653944020356,0.547758910384,5.0
Cell_death,0.652536305498,0.652536305498,3.0
Milia,0.652485509382,0.744731741152,10.0
Yellow_skin,0.652432927433,0.653840954468,12.0
Saliva_altered,0.651610211243,0.641103206092,18.0
Nodular_regenerative_hyperplasia,0.650757734479,0.650394580627,16.0
Alkalosis_hypokalaemic,0.650457247371,0.618422769609,62.0
High_risk_pregnancy,0.650117551447,0.650117551447,3.0
White_blood_cells_urine_positive,0.650064350064,0.644919185872,14.0
Dizziness,0.649786324786,0.533926158682,11.0
Aortic_aneurysm,0.649679487179,0.598025001619,11.0
Cough,0.649501424501,0.660267212548,117.0
Albuminuria,0.648854961832,0.488545962388,5.0
Chapped_lips,0.648357160228,0.635306147246,22.0
Ingrowing_nail,0.648079682511,0.618338219056,19.0
Deafness,0.64790685658,0.838326154484,6.0
Duodenal_perforation,0.647552717553,0.665685328185,13.0
Arterial_spasm,0.646530438484,0.707801645891,9.0
Joint_contracture,0.645867983368,0.71329172921,12.0
Fibrocystic_breast_disease,0.645381013197,0.655725540171,8.0
Hyperammonaemia,0.645294463899,0.619035314384,15.0
Gastrointestinal_carcinoma,0.645247886355,0.626133764753,99.0
Bladder_diverticulum,0.645140534059,0.641596716485,7.0
Pseudolymphoma,0.644521582022,0.753746481673,12.0
Pharyngitis_streptococcal,0.644038879627,0.425400334021,6.0
Diabetic_foot_infection,0.64400147656,0.624808827727,16.0
Head_and_neck_cancer,0.64295608606,0.568961423846,9.0
Ejaculation_failure,0.642330615319,0.654883538853,9.0
Erythromelalgia,0.642324325893,0.333546999208,4.0
Cardiac_flutter,0.642261530634,0.639158479558,16.0
Volume_blood_increased,0.642254232254,0.577413194863,13.0
Ejection_fraction,0.642050052158,0.462260522337,6.0
Hyperlactacidaemia,0.641923313153,0.656501548491,6.0
Trismus,0.639935886141,0.583324296228,51.0
Hepatic_failure,0.639319126819,0.608877031371,12.0
Porphyria_acute,0.639227821986,0.638976896879,10.0
Local_swelling,0.638860508861,0.62607831445,13.0
Retinal_exudates,0.638611840187,0.631100596475,27.0
Retinitis_pigmentosa,0.638515406162,0.612448914174,77.0
Carcinoid_tumour,0.638392857143,0.663013450774,23.0
Venous_pressure_increased,0.638262668526,0.632586460562,73.0
Enteritis,0.638184870302,0.654752926812,24.0
Oedema,0.637824918523,0.632655882611,19.0
Haptoglobin_increased,0.637668050181,0.629455178228,81.0
Anastomotic_leak,0.637622753382,0.671692833303,21.0
Spinal_cord_infarction,0.637404580153,0.707820429277,5.0
Embolism,0.636796363445,0.680306672842,49.0
Congestive_cardiomyopathy,0.636746679051,0.637174798518,4.0
Breast_abscess,0.635913172857,0.626371267194,53.0
Hepatomegaly,0.63576933618,0.635227871033,127.0
Pulmonary_congestion,0.63568516386,0.582490644819,31.0
Night_sweats,0.635140339076,0.650057102859,6.0
Device_related_infection,0.635140123512,0.648951110579,15.0
Bone_cancer_metastatic,0.634386347131,0.635259653936,26.0
Post_thrombotic_syndrome,0.634323334323,0.582109758256,12.0
Photosensitivity_reaction,0.634099616858,0.601049183983,8.0
Expressive_language_disorder,0.634023724721,0.649145801529,15.0
Enzyme_abnormality,0.63353457367,0.757837652783,3.0
Insomnia,0.633435403908,0.618279323158,29.0
Conjunctival_hyperaemia,0.633402490972,0.654521196946,37.0
Hypotonia,0.633397683398,0.616150710509,14.0
Toxoplasmosis,0.633069947023,0.589229714679,16.0
Malnutrition,0.632252152126,0.700803208126,7.0
Hypocapnia,0.631869535318,0.653448358046,10.0
Eye_allergy,0.631196581197,0.562082330928,11.0
Superior_vena_cava_syndrome,0.631024658611,0.685768117018,9.0
Sciatica,0.630741033215,0.697360740838,7.0
Thyroid_disorder,0.629800017415,0.629560560764,4.0
Potter's_syndrome,0.629671522939,0.583169836909,19.0
