ADR name,TF KFOLD Mean AUC,TF IS Mean AUC,Positive Count
Pharyngeal_oedema,0.656588319088,0.615110064913,13.0
Pulmonary_toxicity,0.65658596776,0.692279746335,20.0
Dizziness_postural,0.656285916628,0.563684469572,17.0
Iridocyclitis,0.654546135338,0.62489274011,14.0
Arachnoiditis,0.654478897502,0.627852808153,20.0
Dependence,0.6542617269,0.52919090623,17.0
Bradykinesia,0.652916579935,0.742414794781,14.0
Movement_disorder,0.652529546011,0.551607651608,15.0
Polycythaemia,0.651778556255,0.558411668983,24.0
Speech_disorder,0.651748958307,0.580761770062,81.0
Electrocardiogram_ST_segment_depression,0.65164040686,0.599500969491,12.0
Dermatitis_acneiform,0.651541869153,0.70293275273,34.0
Skin_lesion,0.650931719897,0.583513089075,12.0
Leukoderma,0.650241364368,0.695687532785,44.0
Bladder_pain,0.650129909182,0.584851153474,11.0
Seasonal_allergy,0.649728832541,0.602479102479,16.0
Hordeolum,0.649701555161,0.665225119424,11.0
Eye_infection,0.649422433036,0.673376645475,29.0
Personality_disorder,0.649163095438,0.552093098829,36.0
Myocarditis,0.64794963937,0.661845706944,21.0
Ocular_hyperaemia,0.647848404269,0.569036244036,16.0
Bruxism,0.647806231349,0.581349447654,14.0
Bone_marrow_failure,0.647548061947,0.625548316888,97.0
Lymphoproliferative_disorder,0.647300364045,0.613557181893,19.0
Iron_deficiency,0.647114147114,0.644456292119,13.0
Obstructive_airways_disorder,0.646819531762,0.519065171517,18.0
Porphyria,0.646337127592,0.626592854095,25.0
Hypernatraemia,0.645615358585,0.645277416616,53.0
Pruritus_generalised,0.645282370282,0.688400264422,14.0
Cachexia,0.645239803717,0.723177443425,25.0
Sinus_arrest,0.644014028121,0.637031369854,17.0
Superinfection,0.643892827064,0.568291883729,15.0
Paresis,0.64353544552,0.628084001332,40.0
Iron_deficiency_anaemia,0.643461043461,0.635876194378,13.0
Herpes_simplex,0.643317820067,0.668480318928,109.0
Lupus_miliaris_disseminatus_faciei,0.643078744507,0.676867441669,23.0
Pain_in_jaw,0.642451486162,0.535147068852,25.0
Neoplasm,0.641408675802,0.609166153125,127.0
Mucous_membrane_disorder,0.640210194904,0.644294615778,33.0
Adrenal_insufficiency,0.639264364144,0.712485044489,29.0
Cellulitis,0.639089081427,0.599636849921,87.0
Lacrimal_disorder,0.639002977818,0.610907197301,27.0
Neoplasm_malignant,0.638856032547,0.623184275716,112.0
Acute_myeloid_leukaemia,0.638297101088,0.643968102301,16.0
Dementia,0.637857436705,0.586815609139,27.0
Skin_necrosis,0.636992557663,0.676644746513,29.0
Deafness,0.636650708738,0.535173444823,88.0
Xanthopsia,0.636598005493,0.651070483969,14.0
Haemorrhoids,0.636471699279,0.558255056409,53.0
Retinitis_pigmentosa,0.635430151517,0.64818047683,28.0
Skin_irritation,0.635416350776,0.690320644827,33.0
Myeloid_leukaemia,0.633651147948,0.596353532479,19.0
Disturbance_in_attention,0.633598069747,0.506077952237,23.0
Hypoxia,0.633364987186,0.655904467509,73.0
Coombs_direct_test_positive,0.632475176892,0.600965300237,12.0
Enuresis,0.632238878794,0.5844552433,17.0
Cushingoid,0.631622997631,0.668518719826,39.0
Pigmentation_disorder,0.631322062914,0.646776021148,56.0
Chest_discomfort,0.630732594122,0.554591396111,64.0
Hypertrophy,0.630461793,0.5952536871,144.0
Abscess,0.630367118522,0.579040291504,99.0
Scab,0.630210193254,0.698712293682,20.0
Gastrointestinal_tract_irritation,0.630009496676,0.609899752651,21.0
Dermatitis_atopic,0.629358277027,0.638171392248,30.0
Priapism,0.629065918113,0.569282603351,38.0
Crocodile_tears_syndrome,0.628824820831,0.606306635042,17.0
Deficiency_anaemia,0.628335983569,0.56290977541,15.0
Osteoporotic_fracture,0.628017868556,0.709910126766,11.0
Grand_mal_convulsion,0.627792997968,0.582580809102,38.0
Sepsis,0.627487379292,0.649112956049,117.0
Rheumatoid_arthritis,0.627106182533,0.63586040684,20.0
Periodontitis,0.626816239316,0.583745355607,11.0
Infertility,0.625902947477,0.575814763832,18.0
Blood_glucose_decreased,0.62569260108,0.684202854524,21.0
Herpes_virus_infection,0.625518675103,0.620280835169,134.0
Dermatitis_allergic,0.625379234032,0.609572380262,19.0
Hernia,0.623687056404,0.592597545566,68.0
Libido_increased,0.623298565878,0.553275901687,53.0
Miliaria,0.622992995339,0.689042690764,34.0
Myopathy,0.622873168688,0.563336763098,87.0
Neurosis,0.622820416283,0.640060470814,29.0
Increased_tendency_to_bruise,0.622554834356,0.554569559449,12.0
Pulmonary_fibrosis,0.622506541576,0.557176165876,53.0
Frequent_bowel_movements,0.621398203023,0.514673361933,11.0
Chorea,0.621250800162,0.607949341533,18.0
Renal_tubular_necrosis,0.620498318714,0.541723433335,24.0
Eye_irritation,0.619684286536,0.563040128725,79.0
Herpes_zoster,0.619100787892,0.618674144749,78.0
Blood_glucose_increased,0.618912384018,0.613400256205,35.0
Hepatosplenomegaly,0.61881925816,0.588291734282,11.0
Amenorrhoea,0.618677574013,0.582245319803,77.0
Peripheral_sensory_neuropathy,0.618328524293,0.684122516138,19.0
Fluid_overload,0.618129345402,0.633060590667,33.0
Bone_disorder,0.618122601762,0.53216666011,42.0
Hostility,0.618073384285,0.551037689591,41.0
Malignant_melanoma,0.617273664435,0.647878526469,25.0
Oesophagitis,0.617156025848,0.626568939594,153.0
Blindness,0.617071088993,0.563218296816,89.0
Papule,0.616913703739,0.521690079304,11.0
Atrioventricular_block_second_degree,0.616399483108,0.598521241792,19.0
Ejaculation_failure,0.616127825951,0.617137767269,13.0
Ejaculation_disorder,0.614355825179,0.573536194743,36.0
Enteritis,0.613783131964,0.541461837691,27.0
Pathological_fracture,0.613221191191,0.585158819617,48.0
Mood_altered,0.612550939949,0.550182594994,15.0
Completed_suicide,0.612464531063,0.600550352154,63.0
Intermittent_claudication,0.612400771292,0.577897244531,17.0
Hyperuricaemia,0.611753647341,0.654224898612,108.0
Somnambulism,0.611628401992,0.568605316663,11.0
Mania,0.611407123727,0.609073425475,50.0
Acne,0.611301434053,0.603452168371,162.0
Delusion,0.611299330374,0.626660580268,56.0
Diabetes_mellitus,0.61089990319,0.58750111193,138.0
Aphasia,0.610851663534,0.633788765786,50.0
Tooth_disorder,0.610789388864,0.567801315418,80.0
Corneal_deposits,0.610775335775,0.470572370666,12.0
Deep_vein_thrombosis,0.609761917579,0.58565268083,93.0
Conduction_disorder,0.609142588172,0.578919221188,17.0
Septic_shock,0.609033759034,0.575348096667,13.0
Status_epilepticus,0.608676533677,0.57261528662,12.0
Heart_rate_irregular,0.608597508889,0.593566371962,12.0
Skin_atrophy,0.608463680635,0.683558205574,36.0
Gravitational_oedema,0.608318435167,0.655767993724,18.0
Alopecia,0.608268777175,0.615896644472,314.0
Aphthous_stomatitis,0.607917114289,0.50160828489,38.0
Neuroleptic_malignant_syndrome,0.607775373509,0.581480279214,42.0
Electrocardiogram_abnormal,0.607124367506,0.553705098636,54.0
Cogwheel_rigidity,0.607098017108,0.625493579037,13.0
Hypochromic_anaemia,0.606732465098,0.599070493978,36.0
Impaired_healing,0.60658893033,0.658116985532,54.0
Hyperphosphataemia,0.605465125167,0.564426826302,29.0
Nail_disorder,0.60520497571,0.585943021288,65.0
Scrotal_oedema,0.60459538209,0.632730285557,16.0
Papilloedema,0.603723488147,0.566287628828,42.0
Euphoric_mood,0.603434259544,0.601361293813,111.0
Gingivitis,0.60334022457,0.527096026546,75.0
Blood_urea_increased,0.603338848326,0.591660217063,97.0
Peptic_ulcer,0.603093309276,0.593186834155,71.0
Red_blood_cell_sedimentation_rate_increased,0.60272649179,0.57947091422,22.0
Sinus_tachycardia,0.602416971718,0.670010926555,29.0
Atrioventricular_block_complete,0.602104144219,0.724138176859,18.0
Hydrocephalus,0.602084887257,0.454886972388,11.0
Flank_pain,0.601503059425,0.568441135452,22.0
Palpitations,0.601406498039,0.571795783726,291.0
Disseminated_intravascular_coagulation,0.601297482701,0.562393722113,37.0
Acute_respiratory_distress_syndrome,0.600500748515,0.583563385179,27.0
Lymphoma,0.600420090074,0.622452396386,42.0
Strabismus,0.600268298237,0.558835013925,14.0
Sneezing,0.600150038796,0.578802966514,51.0
Necrosis,0.600112436699,0.57844009936,190.0
Meningism,0.600037621155,0.515388607467,11.0
Sensation_of_foreign_body,0.600002561908,0.627750550223,30.0
Dystonia,0.599683810421,0.578077708925,71.0
Epididymitis,0.59823161187,0.533332507691,24.0
Pneumonia,0.598201994316,0.564435996091,228.0
Breast_engorgement,0.597720142856,0.544232483458,12.0
Amnesia,0.596918147277,0.589470260788,133.0
Salivary_gland_enlargement,0.596783768099,0.522962935494,20.0
Tendonitis,0.59616761631,0.641086460363,35.0
Autonomic_neuropathy,0.595976760003,0.582014590348,24.0
Interstitial_lung_disease,0.595717012498,0.576325895682,85.0
Hypokinesia,0.595495845583,0.590426703409,63.0
Hepatic_steatosis,0.594794930372,0.581448466522,30.0
Hyperprolactinaemia,0.594475773641,0.530524007846,17.0
Cytomegalovirus_infection,0.594347192997,0.57746976194,12.0
Balanitis,0.594046920484,0.497370280638,12.0
Metabolic_acidosis,0.593591081876,0.58573085132,30.0
Gynaecomastia,0.593485452076,0.582585646051,123.0
Systemic_lupus_erythematosus,0.593402431122,0.564892486746,78.0
Ischaemia,0.593010894535,0.603974414328,120.0
Sinus_bradycardia,0.592888278388,0.575662642824,39.0
Nasal_dryness,0.592762177648,0.617171902215,22.0
Rash_erythematous,0.592676092673,0.55605736472,58.0
Nodal_arrhythmia,0.592416592417,0.4848370913,12.0
Delirium,0.592226533812,0.549200180108,78.0
Photopsia,0.59179440697,0.604612377058,18.0
Stevens-Johnson_syndrome,0.591605699019,0.4817037726,39.0
Dysphonia,0.59108353361,0.539521882374,94.0
Coma,0.590791271073,0.570676254383,121.0
Sensitisation,0.590391592741,0.614835461272,29.0
Onycholysis,0.590270628095,0.621319199782,21.0
Tachycardia,0.590175889159,0.613275464259,385.0
Fasting,0.590128600204,0.465131003855,29.0
Pancreatic_disorder,0.590128245139,0.554904736569,32.0
Cystitis_haemorrhagic,0.589853804698,0.518987080865,20.0
Rash_pustular,0.589834740522,0.573121984917,43.0
Hypotonia,0.589510832962,0.558326848929,56.0
Sleep_apnoea_syndrome,0.589164916464,0.554816704137,11.0
Endocrine_disorder,0.588693612646,0.558200301701,44.0
Hepatic_enzyme_increased,0.588605061796,0.581507664975,97.0
Uveitis,0.587930717658,0.46899815023,24.0
Mental_disorder,0.587712181758,0.517885400226,140.0
Sudden_death,0.587303866524,0.59256643633,37.0
Yawning,0.587213727679,0.571273712737,29.0
Incontinence,0.585999540915,0.56694254708,143.0
Major_depression,0.58592676005,0.642358299816,18.0
Anaemia,0.58585634147,0.573531434439,417.0
Immunosuppression,0.585650359807,0.616566148512,34.0
Bone_pain,0.585464917526,0.553271528236,99.0
Weight_increased,0.585210270351,0.562420574807,223.0
Multi-organ_failure,0.584981220099,0.483817676881,12.0
Blepharitis,0.584890062672,0.607121378983,54.0
Feeling_cold,0.584703547773,0.593072755387,28.0
Hangover,0.583257433257,0.572192096271,12.0
Iritis,0.58308867763,0.622913735865,27.0
Pyuria,0.582730264103,0.561983957926,42.0
Atelectasis,0.582659749997,0.587506342896,28.0
Rosacea,0.582644045144,0.5567479115,12.0
Back_pain,0.582571910187,0.525251733684,287.0
Glucose_tolerance_impaired,0.582516563396,0.588386836668,36.0
Dermatitis_bullous,0.582284533271,0.546614693237,88.0
Cyst,0.582228184421,0.596810403836,74.0
Pulmonary_oedema,0.581529631096,0.548876295674,131.0
Urinary_tract_infection,0.581387613975,0.581999913172,214.0
Pancreatitis,0.580932792994,0.56766139113,240.0
Neutropenia,0.580897041243,0.565015158569,226.0
Tumour_lysis_syndrome,0.580773549493,0.545381255877,20.0
Hyperlipidaemia,0.580606888741,0.560356928253,67.0
Pancreatitis_acute,0.58059401961,0.522776224663,31.0
Skin_disorder,0.580398838838,0.500871126516,120.0
Infection_susceptibility_increased,0.580324352693,0.691750995791,13.0
Conversion_disorder,0.580299987574,0.526367584029,19.0
Dry_throat,0.580289442986,0.589744677552,33.0
Haemoglobin_decreased,0.580227577826,0.604328051146,50.0
Nervousness,0.580002840426,0.568683430599,272.0
Neurological_symptom,0.579859597192,0.572879629258,13.0
Breast_feeding,0.579498489669,0.58949206664,49.0
Skin_hypertrophy,0.579289372788,0.622401573065,39.0
Mediastinal_disorder,0.579020971471,0.523911536595,114.0
Jaundice,0.578466451039,0.563960866699,267.0
Acidosis,0.578307737441,0.573183706441,80.0
Breast_disorder,0.578055322968,0.535252330894,68.0
Glaucoma,0.577672471765,0.599856346814,85.0
Weight_decreased,0.577658059011,0.547107163889,180.0
Otitis_externa,0.577582430925,0.606070854418,28.0
Cataract,0.577408126184,0.616544197466,132.0
Folliculitis,0.576621608048,0.599894038404,68.0
Micturition_urgency,0.576562723363,0.481590653559,49.0
Suicide_attempt,0.576433802671,0.600455585436,36.0
Aortic_dissection,0.576260243107,0.548996346401,121.0
Skin_ulcer,0.576110858461,0.609922883743,81.0
Thrombophlebitis,0.576014549959,0.575346480771,156.0
Hyperventilation,0.576000524718,0.598169657499,65.0
Breast_pain,0.575918090503,0.553497444648,75.0
Pemphigus,0.575884113181,0.577960001089,16.0
Eye_disorder,0.575709041707,0.573772999034,123.0
Leukocytosis,0.575392802174,0.547491045909,98.0
Ageusia,0.575030558087,0.584177770802,76.0
Lymphocytosis,0.574859005909,0.505104895058,25.0
Pruritus_genital,0.574847235892,0.592503559272,26.0
Cholestasis,0.574785594727,0.555958504185,72.0
Conjunctivitis,0.574762609446,0.534639999251,226.0
Eye_pruritus,0.57466759686,0.544082391311,28.0
Salpingitis,0.574493405311,0.631368989168,13.0
Diplopia,0.574394861919,0.549632778466,139.0
Paranoia,0.574119851489,0.55374393836,57.0
Flatulence,0.573688543496,0.549866709222,267.0
Migraine,0.573261220987,0.545015135531,148.0
Apnoea,0.573197860706,0.605747546937,78.0
Tongue_disorder,0.573152696733,0.524214674791,25.0
Hypertension,0.572980498507,0.53575309389,362.0
Leukopenia,0.572666424393,0.592694041138,357.0
Skin_hyperpigmentation,0.572162640514,0.638808764063,52.0
Hyperbilirubinaemia,0.571467231431,0.554320971436,90.0
Sinus_headache,0.571160995049,0.559837139814,27.0
Gastrointestinal_disorder,0.570658734907,0.564466692272,253.0
Productive_cough,0.570307008425,0.606961895451,11.0
Lung_neoplasm_malignant,0.570266205183,0.617923897068,20.0
Corneal_opacity,0.569503917051,0.558947370302,17.0
Vulvovaginal_dryness,0.569491835445,0.532268070783,14.0
Haemoptysis,0.569491703064,0.566071141311,73.0
Uterine_disorder,0.569021740727,0.432490838409,12.0
Hyperacusis,0.568940006413,0.463192905031,28.0
Retinal_haemorrhage,0.568894147374,0.541749725239,19.0
Dyskinesia,0.568864530654,0.551848317354,73.0
Rash_papular,0.568797542108,0.652899914381,30.0
Conjunctival_haemorrhage,0.568770600883,0.61123205712,25.0
Eczema,0.568421179872,0.560043319019,145.0
Infestation,0.568211938399,0.50619931873,110.0
Periorbital_oedema,0.56813615062,0.498563552013,27.0
Libido_decreased,0.568024048928,0.53227211596,136.0
Otitis_media,0.567879462624,0.564452439888,94.0
Ileus,0.567594237444,0.579498152176,88.0
Laryngeal_oedema,0.567047926071,0.536516997614,55.0
Protrusion_tongue,0.56700758067,0.589712407346,22.0
Sexual_dysfunction,0.566956282217,0.584835786956,40.0
Mood_swings,0.566702880289,0.553187511342,149.0
Asthma,0.566483246442,0.590010910601,176.0
Myocardial_ischaemia,0.566290088223,0.534352104842,72.0
Vision_blurred,0.566158765784,0.537256346464,282.0
Encephalopathy,0.565697498653,0.554475414587,67.0
Dry_mouth,0.565583739591,0.530832285962,333.0
Injection_site_reaction,0.565468473535,0.511976065644,81.0
Drug_interaction,0.565440583602,0.587088868103,77.0
Atrophy,0.565191505459,0.563242828848,79.0
Akinesia,0.565113902255,0.579514339242,19.0
"""Hallucination_visual""",0.565074446684,0.55676211943,11.0
Pseudomembranous_colitis,0.565054881062,0.592084264886,48.0
Throat_irritation,0.564954370245,0.529950362617,36.0
Ear_infection,0.56472900536,0.549531220371,117.0
Hyperkalaemia,0.564050726963,0.486913039552,94.0
Transient_ischaemic_attack,0.563458392516,0.517436737276,44.0
Hypotension,0.563356480118,0.557847022385,387.0
Local_reaction,0.563195272752,0.55592705564,46.0
Antinuclear_antibody_positive,0.563070987559,0.568346455699,27.0
Feeling_abnormal,0.562783519954,0.521863819955,23.0
Nephropathy,0.562749086933,0.619381960116,63.0
Depersonalisation,0.562714360529,0.490833128562,59.0
Optic_neuritis,0.562674837597,0.641530640715,54.0
Tooth_abscess,0.562054649267,0.499188288249,42.0
Breast_tenderness,0.562038282641,0.569097505724,25.0
Nystagmus,0.56192008137,0.535520414773,63.0
Nodule,0.561663489236,0.55380471562,45.0
Akathisia,0.561435782741,0.541907511032,45.0
Amylase_increased,0.561408025049,0.536150024335,29.0
Scotoma,0.561370314717,0.522846326606,71.0
Anxiety,0.560992659703,0.516313659764,339.0
Mastitis,0.560932447037,0.463978355463,23.0
Intestinal_perforation,0.560843253092,0.534343993814,21.0
Pyrexia,0.560647438779,0.58143989588,63.0
Muscle_contractions_involuntary,0.560601263891,0.590496702648,34.0
Cardiac_murmur,0.560390916768,0.566713862109,18.0
Blister,0.560186143072,0.567555741197,65.0
Sinusitis,0.560119814104,0.507341255117,237.0
Dysarthria,0.56000373705,0.534988216997,81.0
Nocturia,0.559949631784,0.496531457596,110.0
Bronchitis,0.559887336324,0.507469293943,203.0
Leiomyoma,0.559744357665,0.472781563646,15.0
Urinary_incontinence,0.559567343938,0.566508416755,118.0
Ataxia,0.559486548018,0.556269974159,162.0
Abdominal_distension,0.559255534015,0.563649486064,184.0
Bleeding_time_prolonged,0.559043561406,0.561206377553,26.0
Oesophageal_disorder,0.558973865798,0.573520238472,62.0
Angina_pectoris,0.558935833354,0.571284864962,188.0
Mydriasis,0.558701316034,0.589708200099,76.0
Local_swelling,0.558343271715,0.546461902007,13.0
Dyspnoea,0.5578401267,0.504622307759,424.0
Gout,0.557793680668,0.54149947378,99.0
Cardiac_failure_congestive,0.557522320392,0.602731037133,171.0
Wheezing,0.557521502262,0.642134111918,82.0
Injection_site_pain,0.557090376384,0.577572571395,72.0
Hepatomegaly,0.55685917645,0.57758082887,69.0
Increased_appetite,0.556678262966,0.56475074707,160.0
Dyspnoea_exertional,0.556443305739,0.491529750206,12.0
Alveolitis,0.556419457286,0.583304733305,16.0
Rales,0.556299123182,0.599768987587,23.0
Pruritus,0.556265646136,0.543562305223,543.0
Hypophosphataemia,0.556252556313,0.561156692407,52.0
Pancytopenia,0.556224850766,0.552190413927,172.0
Petechiae,0.556179791488,0.550502988132,86.0
Cyanosis,0.556145219274,0.521096591324,50.0
Oculogyric_crisis,0.556007248969,0.632239311856,26.0
Menorrhagia,0.555723656752,0.502049995895,85.0
Inappropriate_antidiuretic_hormone_secretion,0.555599959269,0.505674455592,49.0
Cardiac_arrest,0.555590178158,0.54975808637,160.0
Haemorrhage_intracranial,0.555480140774,0.505584998153,21.0
Hepatobiliary_disease,0.555388364201,0.557562203909,83.0
Candida_infection,0.55536674701,0.566224944235,140.0
Leukaemia,0.55525146815,0.560090828299,39.0
Prothrombin_level_increased,0.554912656317,0.607651124896,29.0
Obstruction,0.55484768404,0.517998670692,103.0
Pelvic_pain,0.554829894998,0.51597670669,64.0
Gastric_ulcer,0.554759349658,0.497923344688,55.0
Thrombocytopenia,0.554549425168,0.588971324302,409.0
Liver_function_test_abnormal,0.553897079048,0.593708324785,153.0
Gait_disturbance,0.553760056829,0.561675325263,90.0
Oliguria,0.553714421228,0.547108466304,97.0
Gastritis,0.553611847753,0.565260309311,164.0
Dysphoria,0.553606719368,0.586840884869,18.0
Renal_tubular_disorder,0.553430811572,0.505465249799,45.0
Tetany,0.553372719394,0.646204024251,20.0
Nephropathy_toxic,0.553283467293,0.447596411109,52.0
Pallor,0.553248784933,0.527461277847,73.0
Opisthotonus,0.553128303498,0.53901549406,14.0
Electrocardiogram_ST_segment,0.55299555071,0.583866401196,17.0
Constipation,0.552544848922,0.536733468089,415.0
Fibrosis,0.552313537775,0.527243195972,70.0
Lymphopenia,0.552298126362,0.465680794699,41.0
Cutaneous_vasculitis,0.552292453455,0.468501019422,15.0
Urine_abnormality,0.552282013087,0.610224614741,51.0
Transaminases_increased,0.55219359722,0.551412153133,52.0
Intracranial_pressure_increased,0.552131964537,0.585042843032,51.0
Serum_sickness,0.552006162836,0.587434507345,48.0
Peripheral_ischaemia,0.551960571555,0.588116730692,25.0
Anorectal_disorder,0.551773904006,0.500720837691,61.0
Infection,0.551606300178,0.528799345081,371.0
Torsade_de_pointes,0.551359671269,0.556664129176,51.0
Thrombotic_thrombocytopenic_purpura,0.551239028541,0.512212387479,25.0
Hypertrichosis,0.551235881353,0.527838463821,46.0
Seborrhoeic_dermatitis,0.551168613194,0.558471265869,58.0
Hyperhidrosis,0.550994472303,0.534792339091,393.0
Urinary_tract_disorder,0.550977475728,0.549981562322,123.0
Rhinitis,0.550443363087,0.546774717638,233.0
Chills,0.550409344143,0.561626696827,267.0
Somnolence,0.550328471615,0.527513015378,420.0
Rectal_tenesmus,0.550230700212,0.56287805282,29.0
Hypocalcaemia,0.550061631668,0.536731258121,76.0
Breast_cancer,0.549997734347,0.54335968332,35.0
