ADR name,Random Forest Mean AUC,Web Mean AUC,Positive Count
Paraesthesia,0.503779724,0.722091,416
Osteoporosis,0.5036433978,0.850289,80
Petechiae,0.5034570101,0.822639,86
Colitis,0.5034456353,0.8384,159
Skin_discolouration,0.5034316808,0.817003,86
Fibrocystic_breast_disease,0.5033119658,0.529321,11
Neck_pain,0.5031879027,0.835583,94
Lower_respiratory_tract_infection,0.5031590414,0.47696,26
Urine_abnormality,0.5028792828,0.74759,51
Retinal_haemorrhage,0.502805176,0.689832,19
Aplastic_anaemia,0.5022117259,0.855538,116
Metabolic_acidosis,0.502105184,0.610793,30
Cachexia,0.5020867375,0.542892,25
Orthostatic_hypotension,0.5020830248,0.778369,169
Extrasystoles,0.5019096539,0.805763,98
Gout,0.5019060357,0.806592,99
Leukocytosis,0.5016151778,0.791207,98
Myositis,0.5010704734,0.765087,48
Glaucoma,0.5006867625,0.83354,85
Scrotal_oedema,0.5003252422,0.422678,16
Hypoaesthesia,0.5001116769,0.75661,246
Transaminases_increased,0.5000623885,0.793659,52
Influenza_like_illness,0.4999727669,0.502568,26
Pruritus,0.4999596824,0.726791,543
Pharyngitis,0.4999430062,0.737738,271
Injection_site_inflammation,0.4997472426,0.672888,25
Nocturia,0.4994024862,0.790115,110
Erythema,0.4992869788,0.726462,420
Pleural_disorder,0.4991903364,0.830375,86
Anorgasmia,0.4991604561,0.596717,16
Muscular_weakness,0.4990956005,0.779416,186
Urinary_hesitation,0.4990237566,0.589287,24
Ventricular_tachycardia,0.4988549642,0.850097,87
Balanitis,0.4988491238,0.581017,12
Oropharyngeal_pain,0.498358415,0.810037,70
Hepatitis,0.4982473966,0.748527,283
Vertigo,0.4974241712,0.729884,334
Hypertrichosis,0.4973768731,0.880906,46
Skin_odour_abnormal,0.497375444,0.546966,19
Breast_engorgement,0.4969569845,0.437322,12
Dependence,0.496920758,0.84112,17
Bursitis,0.4968246408,0.694388,50
Nephrolithiasis,0.4962701731,0.778613,78
Compression_fracture,0.496044171,0.914266,22
Parosmia,0.4959493195,0.719318,51
Ageusia,0.4956763935,0.812992,76
Intermittent_claudication,0.4955641688,0.415766,17
Hyperventilation,0.4954548436,0.842202,65
Blood_alkaline_phosphatase_increased,0.4953296703,0.774862,118
Blood_lactate_dehydrogenase_increased,0.4951742048,0.791799,64
Fatigue,0.4951160264,0.734274,376
Blood_urine,0.4949786325,0.444923,11
Dysmenorrhoea,0.4948181981,0.739676,96
Myalgia,0.4947857745,0.759008,355
Dysuria,0.4947312609,0.77409,199
Cardiovascular_disorder,0.4943910541,0.804282,78
Decreased_appetite,0.4942475928,0.761394,420
Alanine_aminotransferase_increased,0.4941853938,0.770707,132
Inflammation,0.4941640426,0.810446,116
Tension,0.4941382327,0.607887,29
Bacterial_infection,0.4941329348,0.647829,33
Hyponatraemia,0.4933830836,0.827872,132
Intracranial_pressure_increased,0.4933073819,0.768294,51
Joint_stiffness,0.4932570685,0.5466,23
Otitis_media,0.4928405837,0.815928,94
Thrombophlebitis,0.4927256229,0.820605,156
Osteoporotic_fracture,0.4926282051,0.44503,11
Photosensitivity_reaction,0.4925396489,0.801163,217
Mood_swings,0.4921746456,0.766886,149
Completed_suicide,0.4919868343,0.841833,63
Gastrointestinal_disorder,0.4919805104,0.735356,253
Epistaxis,0.4914422442,0.729752,223
Anxiety,0.4913138239,0.703699,339
Insomnia,0.4912559066,0.758672,410
Dry_mouth,0.4910537472,0.761118,333
Hyperhidrosis,0.4910057355,0.74496,393
Urinary_retention,0.4908368641,0.798327,164
Heart_rate_irregular,0.4907905158,0.412931,12
Eyelid_ptosis,0.4904338303,0.79036,49
Gingival_bleeding,0.4900784089,0.588914,42
Electrocardiogram_abnormal,0.4895800687,0.747632,54
Melaena,0.4894185862,0.802342,109
Dysphagia,0.4892453634,0.776862,187
Ventricular_fibrillation,0.4891375467,0.862837,59
Asthenia,0.4889998417,0.75844,482
Tongue_oedema,0.4889461082,0.685296,43
Syncope,0.488079266,0.726656,321
Abnormal_faeces,0.4878203581,0.426393,18
Drug_interaction,0.4877623357,0.815933,77
Furuncle,0.48759476,0.61188,42
Salivary_gland_enlargement,0.4874004076,0.468869,20
Regurgitation,0.4866151866,0.42359,14
Left_ventricular_dysfunction,0.4865947678,0.547119,12
Premenstrual_syndrome,0.4864864865,0.645609,14
Hiccups,0.4864708066,0.760031,107
Hearing_impaired,0.4864707256,0.767683,105
Pallor,0.4863757555,0.797927,73
Hyperkinesia,0.4863189799,0.763055,135
Face_oedema,0.4859748961,0.733269,171
Rhinorrhoea,0.4859716881,0.86514,60
White_blood_cell_count_increased,0.485971686,0.455769,14
Tachycardia,0.485901176,0.750568,385
Meningism,0.4858440171,0.627661,11
Angina_pectoris,0.485445702,0.762301,188
Cardiac_failure_congestive,0.4853726428,0.813829,171
Generalised_oedema,0.4852899226,0.68342,51
Breast_tenderness,0.4850924224,0.706618,25
Dry_throat,0.4850331377,0.456176,33
Hypertriglyceridaemia,0.4850162555,0.670571,44
Blood_urea_increased,0.4849806563,0.844152,97
Hepatitis_cholestatic,0.4846780909,0.59879,33
Feeling_abnormal,0.484468006,0.56939,23
Diarrhoea_haemorrhagic,0.4844049163,0.654793,20
Oculogyric_crisis,0.484204793,0.776295,26
Dermatitis_exfoliative,0.4841112566,0.779203,154
Opisthotonus,0.4841055341,0.487692,14
Hypertrophy,0.4840748816,0.774005,144
Pain_in_jaw,0.4840405433,0.687012,25
Sensitisation,0.483850977,0.596572,29
Asthma,0.483649556,0.763285,176
Dysgeusia,0.4834537887,0.692174,251
Hallucination,0.483237146,0.762019,214
Atelectasis,0.4832027859,0.59116,28
Speech_disorder,0.483022153,0.823249,81
Hypomagnesaemia,0.4827612524,0.726074,51
Eye_disorder,0.4827076064,0.755237,123
Interstitial_lung_disease,0.4823674158,0.779764,85
Incontinence,0.482232907,0.770696,143
Haemorrhage,0.4821948092,0.719124,349
Venous_thrombosis,0.4814078004,0.742252,89
Skin_test_positive,0.4805812981,0.929211,21
Discomfort,0.4803462702,0.756696,174
Depression,0.4802576451,0.757686,52
Gastroenteritis,0.480119126,0.785783,150
Feeling_hot,0.4799796383,0.6267,32
Meningitis_aseptic,0.4795687527,0.387152,19
Injection_site_pain,0.4793884627,0.810534,72
Dehydration,0.4793443152,0.785289,146
Renal_pain,0.4791195324,0.785369,50
Coma_hepatic,0.4788995727,0.686196,11
Polyp,0.4788599448,0.70477,39
Bradykinesia,0.4787966538,0.542019,14
Hypertension,0.4787236638,0.744634,362
Cardiac_flutter,0.4780828186,0.59047,36
Dyspepsia,0.4780294713,0.722818,407
Tachyarrhythmia,0.4778846154,0.582961,11
White_blood_cell_count_decreased,0.4778481121,0.531122,27
Pain,0.4778313704,0.764127,590
Breath_sounds_abnormal,0.477759009,0.485655,12
Sleep_disorder,0.4776726646,0.772602,109
Encephalopathy,0.4775448298,0.825645,67
Diabetes_mellitus,0.4774834764,0.780693,138
Elderly,0.4772603486,0.569203,25
Infarction,0.4770389562,0.748399,218
Back_pain,0.4769122241,0.737344,287
Inflammatory_bowel_disease,0.4768763951,0.849882,23
Tongue_discolouration,0.476789061,0.734232,42
Suicidal_ideation,0.4764845964,0.805219,40
Local_reaction,0.4764606814,0.808875,46
Angioedema,0.4762796749,0.764609,287
Injection_site_reaction,0.4762657124,0.770605,81
Epilepsy,0.4760515101,0.490433,20
Blood_disorder,0.4759254265,0.608917,40
Gastritis,0.4758719572,0.776012,164
Eosinophilia,0.4757873071,0.807501,200
Thrombocytosis,0.4757729844,0.736283,46
Congenital_anomaly,0.4757369381,0.581719,27
Nasal_septum_perforation,0.4757340397,0.873243,15
Diplopia,0.4754251256,0.798673,139
Personality_change,0.4753338184,0.669278,24
Leukopenia,0.4751964004,0.790648,357
Ulcerative_keratitis,0.4751605348,0.758562,21
Dyskinesia,0.4750799628,0.854022,73
Migraine,0.4750662692,0.760115,148
Angiopathy,0.4749571941,0.711472,152
Breast_pain,0.4743055214,0.783613,75
Fibrosis,0.474265465,0.761992,70
Abortion_spontaneous,0.4741312741,0.650689,14
Polyuria,0.4740659373,0.784915,126
Neutropenia,0.4738208109,0.843134,226
Disseminated_intravascular_coagulation,0.4736019293,0.651034,37
Diverticulitis,0.473335881,0.69217,22
Ear_pain,0.4733132414,0.796373,137
Influenza,0.4732520641,0.739189,263
Seasonal_allergy,0.4730448056,0.648798,16
Pancreatitis,0.4730323662,0.759527,240
Laboratory_test_abnormal,0.4728221966,0.493737,31
Cheilitis,0.4724586124,0.327346,23
Ischaemia,0.4724464653,0.784338,120
Skin_hyperpigmentation,0.4724326758,0.844064,52
Euphoric_mood,0.471985884,0.811843,111
Salivary_hypersecretion,0.4718652527,0.821717,104
Ejaculation_disorder,0.471653729,0.752944,36
Deep_vein_thrombosis,0.4715411616,0.742362,93
Anaemia,0.4714342075,0.806591,417
Abdominal_discomfort,0.4713967415,0.729533,106
Abnormal_dreams,0.4710809489,0.812029,86
Cyst,0.4710785681,0.803075,74
Supraventricular_extrasystoles,0.4710402716,0.460835,23
Serum_sickness,0.470746063,0.720229,48
Dizziness_postural,0.4707364341,0.400643,17
Nodule,0.4706848901,0.643059,45
Throat_tightness,0.470464094,0.799435,37
Electrolyte_imbalance,0.4703797268,0.683175,45
Hepatomegaly,0.4701774761,0.839664,69
Pyuria,0.4701419009,0.75165,42
Neuritis,0.4700986048,0.766603,92
Skin_ulcer,0.4700299658,0.808078,81
Fungal_skin_infection,0.4697720654,0.753684,47
Breast_feeding,0.4695441599,0.759616,49
Pulmonary_oedema,0.469332997,0.767799,131
Peripheral_coldness,0.4693082789,0.450087,26
Aphasia,0.4692362269,0.823969,50
Panic_reaction,0.4689114033,0.373168,22
Blister,0.4689039152,0.739403,65
Sensation_of_foreign_body,0.4687446184,0.683326,30
Night_sweats,0.4686897798,0.588996,27
Pneumonia,0.4686068411,0.728284,228
Peptic_ulcer,0.4684656804,0.81859,71
Amnesia,0.468464093,0.760916,133
Iridocyclitis,0.4684362934,0.838942,14
Rectal_tenesmus,0.4683435404,0.664938,29
Accommodation_disorder,0.4682381025,0.653017,24
Endocrine_disorder,0.4682220947,0.79027,44
Pancreatic_disorder,0.467978201,0.734962,32
Diarrhoea,0.4679360947,0.770738,560
Urticaria,0.4679240577,0.734164,492
Blood_uric_acid_increased,0.4677333541,0.527242,18
Polydipsia,0.467732184,0.513429,15
Systemic_lupus_erythematosus,0.4676480134,0.869048,78
Hepatic_necrosis,0.4675399211,0.801996,65
Hemiparesis,0.4674268953,0.417832,16
Hypoglycaemia,0.4671788269,0.775241,144
Akathisia,0.4671742526,0.85907,45
Cardiomegaly,0.4671003008,0.829658,45
Anuria,0.4670177641,0.631404,23
Blood_bilirubin_increased,0.467010169,0.827362,64
Connective_tissue_disorder,0.4667752334,0.797116,103
Hyperaesthesia,0.4664824566,0.761291,55
Vaginal_haemorrhage,0.4663135121,0.809248,72
Depressed_mood,0.4662183125,0.504618,19
Torsade_de_pointes,0.466099168,0.795548,51
Chest_pain,0.4658122389,0.719894,329
Skin_disorder,0.4654514167,0.80002,120
Hepatic_failure,0.4649856669,0.79149,150
Libido_increased,0.4648582107,0.821554,53
Oesophagitis_ulcerative,0.464778504,0.92532,26
Alopecia,0.4646971303,0.744294,314
Breast_enlargement,0.4646146625,0.81627,53
Lacrimation_increased,0.4645842872,0.813636,119
Papule,0.4645833333,0.48659,11
Liver_disorder,0.4645744361,0.806742,76
Scotoma,0.464551882,0.816056,71
Chest_discomfort,0.4643456369,0.79907,64
Vasculitis,0.4642688679,0.788433,148
Cholestasis,0.4640472455,0.806254,72
Nausea,0.4637564866,0.810474,660
Mediastinal_disorder,0.4634920388,0.781047,114
Myocardial_ischaemia,0.4633193863,0.79591,72
Uterine_disorder,0.4632777695,0.490744,12
Neuroleptic_malignant_syndrome,0.4632499522,0.834081,42
Sinus_headache,0.4631525226,0.480811,27
Movement_disorder,0.4629897339,0.527619,15
Dermatitis,0.4628011467,0.735792,313
Cystitis_haemorrhagic,0.4627107652,0.479651,20
Laryngeal_oedema,0.4626570782,0.809269,55
Urinary_tract_disorder,0.4626105105,0.778275,123
Haematoma,0.462520797,0.804897,69
Rhabdomyolysis,0.4619072231,0.825983,75
Constipation,0.4617409873,0.784975,415
Dyspareunia,0.4616987179,0.39735,11
Hypoxia,0.4616548117,0.811818,73
Prurigo,0.461552502,0.477621,28
Arthritis,0.461267666,0.783336,146
Cystitis,0.4612355052,0.733929,131
Hypersensitivity,0.4611515769,0.792398,504
Thrombosis,0.461119186,0.727278,144
Ecchymosis,0.4608301046,0.769206,143
Pemphigoid,0.4607743957,0.39098,15
Arthralgia,0.4607177548,0.740763,352
Peripheral_vascular_disorder,0.4607134857,0.739751,47
Muscle_contracture,0.4606202356,0.650203,13
Acne,0.4604621824,0.738401,162
Subdural_haematoma,0.4603286803,0.60168,13
Arrhythmia,0.4602737852,0.753031,265
Obstruction,0.4602190639,0.770919,103
Extrapyramidal_disorder,0.4601624826,0.869266,73
Urethral_pain,0.4600961538,0.480896,11
Pain_in_extremity,0.4596672318,0.762636,122
Hypothyroidism,0.459508725,0.730942,58
Gastrointestinal_haemorrhage,0.4593825359,0.760928,147
Anger,0.4593629344,0.560417,14
Toxic_epidermal_necrolysis,0.4593121223,0.800066,204
Galactorrhoea,0.4591595237,0.823012,51
Gravitational_oedema,0.458949165,0.585569,18
Xanthopsia,0.4588159588,0.841923,14
Cough,0.4586750896,0.765996,344
Convulsion,0.4582291713,0.737085,356
Hirsutism,0.4580768367,0.882682,79
Hypercalcaemia,0.4577593323,0.717121,51
Hypertensive_crisis,0.4576706274,0.451288,16
Myocardial_infarction,0.4571883556,0.756291,211
Rash_maculo-papular,0.4569205282,0.745005,111
Osteoarthritis,0.4569024174,0.463124,15
Duodenitis,0.4568930632,0.598478,24
Toothache,0.4568260728,0.831217,54
Oedema_peripheral,0.4562203323,0.749937,239
Vision_blurred,0.4561654978,0.805852,282
Eye_infection,0.4559565471,0.721663,29
Atrial_fibrillation,0.4558830704,0.775347,129
Oesophageal_disorder,0.455707427,0.795106,62
Bradycardia,0.4556391476,0.755597,229
Atrioventricular_block,0.4553564836,0.825128,114
Bronchitis,0.4553297065,0.753287,203
Benign_neoplasm_of_skin,0.4552262152,0.488306,13
Optic_nerve_disorder,0.4551299856,0.689622,40
Hyperglycaemia,0.4549261474,0.785856,215
Visual_impairment,0.4540847724,0.725059,255
Nervous_system_disorder,0.4540717095,0.762413,167
Delusion,0.454067709,0.83365,56
Breast_disorder,0.453926328,0.798989,68
Abscess,0.4536684367,0.756335,99
Vulvovaginal_candidiasis,0.4536345539,0.705669,49
Jaundice_cholestatic,0.4530973995,0.764539,96
Hyporeflexia,0.4530040666,0.62143,33
Flushing,0.4528706938,0.726549,260
Suicide_attempt,0.4521216281,0.489225,36
Pulmonary_embolism,0.4520785479,0.718263,112
Laryngitis,0.451985568,0.791858,81
Biliary_colic,0.4519447332,0.437634,12
Bundle_branch_block,0.4519413005,0.689838,53
Glossitis,0.4518534147,0.799889,112
Organ_failure,0.451825088,0.754414,20
Bone_pain,0.4516046024,0.779998,99
Haemoptysis,0.4513469317,0.796333,73
Nasal_ulcer,0.4505791506,0.908397,14
Haematochezia,0.4504351976,0.626542,30
Osteomyelitis,0.4503920404,0.695464,13
Eructation,0.4501855378,0.775578,106
Confusional_state,0.4497021326,0.759663,352
