ADR name,Tensorflow Mean AUC,Web Mean AUC,Positive Count
Neurosis,0.622820416283,0.676449,29.0
Increased_tendency_to_bruise,0.622554834356,0.443706,12.0
Pulmonary_fibrosis,0.622506541576,0.739711,53.0
Frequent_bowel_movements,0.621398203023,0.359515,11.0
Chorea,0.621250800162,0.510964,18.0
Renal_tubular_necrosis,0.620498318714,0.54792,24.0
Eye_irritation,0.619684286536,0.855516,79.0
Herpes_zoster,0.619100787892,0.812743,78.0
Blood_glucose_increased,0.618912384018,0.689648,35.0
Hepatosplenomegaly,0.61881925816,0.579502,11.0
Amenorrhoea,0.618677574013,0.807388,77.0
Peripheral_sensory_neuropathy,0.618328524293,0.672575,19.0
Fluid_overload,0.618129345402,0.642104,33.0
Bone_disorder,0.618122601762,0.541402,42.0
Hostility,0.618073384285,0.755235,41.0
Malignant_melanoma,0.617273664435,0.59654,25.0
Oesophagitis,0.617156025848,0.777206,153.0
Blindness,0.617071088993,0.73347,89.0
Papule,0.616913703739,0.48659,11.0
Atrioventricular_block_second_degree,0.616399483108,0.745549,19.0
Ejaculation_failure,0.616127825951,0.655743,13.0
Ejaculation_disorder,0.614355825179,0.752944,36.0
Enteritis,0.613783131964,0.504621,27.0
Pathological_fracture,0.613221191191,0.807737,48.0
Completed_suicide,0.612464531063,0.841833,63.0
Intermittent_claudication,0.612400771292,0.415766,17.0
Hyperuricaemia,0.611753647341,0.798165,108.0
Somnambulism,0.611628401992,0.50878,11.0
Mania,0.611407123727,0.81778,50.0
Acne,0.611301434053,0.738401,162.0
Delusion,0.611299330374,0.83365,56.0
Diabetes_mellitus,0.61089990319,0.780693,138.0
Aphasia,0.610851663534,0.823969,50.0
Tooth_disorder,0.610789388864,0.76986,80.0
Corneal_deposits,0.610775335775,0.540287,12.0
Deep_vein_thrombosis,0.609761917579,0.742362,93.0
Conduction_disorder,0.609142588172,0.483719,17.0
Septic_shock,0.609033759034,0.672001,13.0
Status_epilepticus,0.608676533677,0.617333,12.0
Heart_rate_irregular,0.608597508889,0.412931,12.0
Skin_atrophy,0.608463680635,0.964292,36.0
Gravitational_oedema,0.608318435167,0.585569,18.0
Alopecia,0.608268777175,0.744294,314.0
Aphthous_stomatitis,0.607917114289,0.588828,38.0
Neuroleptic_malignant_syndrome,0.607775373509,0.834081,42.0
Electrocardiogram_abnormal,0.607124367506,0.747632,54.0
Cogwheel_rigidity,0.607098017108,0.424206,13.0
Hypochromic_anaemia,0.606732465098,0.601477,36.0
Impaired_healing,0.60658893033,0.86208,54.0
Hyperphosphataemia,0.605465125167,0.736761,29.0
Nail_disorder,0.60520497571,0.872075,65.0
Scrotal_oedema,0.60459538209,0.422678,16.0
Papilloedema,0.603723488147,0.804498,42.0
Euphoric_mood,0.603434259544,0.811843,111.0
Gingivitis,0.60334022457,0.82793,75.0
Blood_urea_increased,0.603338848326,0.844152,97.0
Peptic_ulcer,0.603093309276,0.81859,71.0
Red_blood_cell_sedimentation_rate_increased,0.60272649179,0.543839,22.0
Sinus_tachycardia,0.602416971718,0.754896,29.0
Atrioventricular_block_complete,0.602104144219,0.767858,18.0
Hydrocephalus,0.602084887257,0.469934,11.0
Flank_pain,0.601503059425,0.484732,22.0
Palpitations,0.601406498039,0.759182,291.0
Disseminated_intravascular_coagulation,0.601297482701,0.651034,37.0
Acute_respiratory_distress_syndrome,0.600500748515,0.673929,27.0
Lymphoma,0.600420090074,0.742998,42.0
Strabismus,0.600268298237,0.392372,14.0
Sneezing,0.600150038796,0.73954,51.0
Necrosis,0.600112436699,0.755468,190.0
Meningism,0.600037621155,0.627661,11.0
Sensation_of_foreign_body,0.600002561908,0.683326,30.0
Dystonia,0.599683810421,0.813481,71.0
Epididymitis,0.59823161187,0.503489,24.0
Pneumonia,0.598201994316,0.728284,228.0
Breast_engorgement,0.597720142856,0.437322,12.0
Amnesia,0.596918147277,0.760916,133.0
Salivary_gland_enlargement,0.596783768099,0.468869,20.0
Tendonitis,0.59616761631,0.54795,35.0
Autonomic_neuropathy,0.595976760003,0.615915,24.0
Interstitial_lung_disease,0.595717012498,0.779764,85.0
Hypokinesia,0.595495845583,0.774326,63.0
Hepatic_steatosis,0.594794930372,0.598648,30.0
Hyperprolactinaemia,0.594475773641,0.497919,17.0
Cytomegalovirus_infection,0.594347192997,0.414691,12.0
Balanitis,0.594046920484,0.581017,12.0
Metabolic_acidosis,0.593591081876,0.610793,30.0
Gynaecomastia,0.593485452076,0.808095,123.0
Systemic_lupus_erythematosus,0.593402431122,0.869048,78.0
Ischaemia,0.593010894535,0.784338,120.0
Sinus_bradycardia,0.592888278388,0.707134,39.0
Nasal_dryness,0.592762177648,0.586772,22.0
Rash_erythematous,0.592676092673,0.74739,58.0
Nodal_arrhythmia,0.592416592417,0.557815,12.0
Delirium,0.592226533812,0.764701,78.0
Photopsia,0.59179440697,0.348996,18.0
Dysphonia,0.59108353361,0.80153,94.0
Coma,0.590791271073,0.774905,121.0
Sensitisation,0.590391592741,0.596572,29.0
Onycholysis,0.590270628095,0.454873,21.0
Tachycardia,0.590175889159,0.750568,385.0
Fasting,0.590128600204,0.607269,29.0
Pancreatic_disorder,0.590128245139,0.734962,32.0
Cystitis_haemorrhagic,0.589853804698,0.479651,20.0
Rash_pustular,0.589834740522,0.76564,43.0
Hypotonia,0.589510832962,0.806582,56.0
Sleep_apnoea_syndrome,0.589164916464,0.620956,11.0
Endocrine_disorder,0.588693612646,0.79027,44.0
Hepatic_enzyme_increased,0.588605061796,0.782585,97.0
Uveitis,0.587930717658,0.502835,24.0
Mental_disorder,0.587712181758,0.779506,140.0
Sudden_death,0.587303866524,0.728681,37.0
Yawning,0.587213727679,0.740668,29.0
Incontinence,0.585999540915,0.770696,143.0
Major_depression,0.58592676005,0.4936,18.0
Anaemia,0.58585634147,0.806591,417.0
Immunosuppression,0.585650359807,0.868188,34.0
Bone_pain,0.585464917526,0.779998,99.0
Weight_increased,0.585210270351,0.753821,223.0
Multi-organ_failure,0.584981220099,0.549519,12.0
Blepharitis,0.584890062672,0.746848,54.0
Feeling_cold,0.584703547773,0.689614,28.0
Hangover,0.583257433257,0.646264,12.0
Iritis,0.58308867763,0.604912,27.0
Pyuria,0.582730264103,0.75165,42.0
Atelectasis,0.582659749997,0.59116,28.0
Rosacea,0.582644045144,0.435272,12.0
Back_pain,0.582571910187,0.737344,287.0
Glucose_tolerance_impaired,0.582516563396,0.813703,36.0
Dermatitis_bullous,0.582284533271,0.797539,88.0
Cyst,0.582228184421,0.803075,74.0
Pulmonary_oedema,0.581529631096,0.767799,131.0
Urinary_tract_infection,0.581387613975,0.769366,214.0
Pancreatitis,0.580932792994,0.759527,240.0
Neutropenia,0.580897041243,0.843134,226.0
Tumour_lysis_syndrome,0.580773549493,0.742971,20.0
Hyperlipidaemia,0.580606888741,0.815643,67.0
Pancreatitis_acute,0.58059401961,0.478856,31.0
Skin_disorder,0.580398838838,0.80002,120.0
Infection_susceptibility_increased,0.580324352693,0.527007,13.0
Dry_throat,0.580289442986,0.456176,33.0
Haemoglobin_decreased,0.580227577826,0.830613,50.0
Nervousness,0.580002840426,0.769565,272.0
Neurological_symptom,0.579859597192,0.607048,13.0
Breast_feeding,0.579498489669,0.759616,49.0
Skin_hypertrophy,0.579289372788,0.70143,39.0
Mediastinal_disorder,0.579020971471,0.781047,114.0
Jaundice,0.578466451039,0.726555,267.0
Acidosis,0.578307737441,0.80588,80.0
Breast_disorder,0.578055322968,0.798989,68.0
Glaucoma,0.577672471765,0.83354,85.0
Weight_decreased,0.577658059011,0.770119,180.0
Otitis_externa,0.577582430925,0.538811,28.0
Cataract,0.577408126184,0.826545,132.0
Folliculitis,0.576621608048,0.851327,68.0
Micturition_urgency,0.576562723363,0.704278,49.0
Suicide_attempt,0.576433802671,0.489225,36.0
Skin_ulcer,0.576110858461,0.808078,81.0
Thrombophlebitis,0.576014549959,0.820605,156.0
Hyperventilation,0.576000524718,0.842202,65.0
Breast_pain,0.575918090503,0.783613,75.0
Pemphigus,0.575884113181,0.493156,16.0
Eye_disorder,0.575709041707,0.755237,123.0
Leukocytosis,0.575392802174,0.791207,98.0
Ageusia,0.575030558087,0.812992,76.0
Lymphocytosis,0.574859005909,0.698994,25.0
Pruritus_genital,0.574847235892,0.557237,26.0
Cholestasis,0.574785594727,0.806254,72.0
Conjunctivitis,0.574762609446,0.741467,226.0
Eye_pruritus,0.57466759686,0.527132,28.0
Salpingitis,0.574493405311,0.427578,13.0
Diplopia,0.574394861919,0.798673,139.0
Paranoia,0.574119851489,0.813306,57.0
Flatulence,0.573688543496,0.759648,267.0
Migraine,0.573261220987,0.760115,148.0
Apnoea,0.573197860706,0.815921,78.0
Tongue_disorder,0.573152696733,0.548793,25.0
Hypertension,0.572980498507,0.744634,362.0
Leukopenia,0.572666424393,0.790648,357.0
Skin_hyperpigmentation,0.572162640514,0.844064,52.0
Hyperbilirubinaemia,0.571467231431,0.791732,90.0
Sinus_headache,0.571160995049,0.480811,27.0
Gastrointestinal_disorder,0.570658734907,0.735356,253.0
Productive_cough,0.570307008425,0.409802,11.0
Lung_neoplasm_malignant,0.570266205183,0.292067,20.0
Corneal_opacity,0.569503917051,0.530695,17.0
Haemoptysis,0.569491703064,0.796333,73.0
Uterine_disorder,0.569021740727,0.490744,12.0
Hyperacusis,0.568940006413,0.718974,28.0
Retinal_haemorrhage,0.568894147374,0.689832,19.0
Dyskinesia,0.568864530654,0.854022,73.0
Rash_papular,0.568797542108,0.556411,30.0
Conjunctival_haemorrhage,0.568770600883,0.584508,25.0
Eczema,0.568421179872,0.781505,145.0
Infestation,0.568211938399,0.803111,110.0
Periorbital_oedema,0.56813615062,0.671202,27.0
Libido_decreased,0.568024048928,0.786685,136.0
Otitis_media,0.567879462624,0.815928,94.0
Ileus,0.567594237444,0.811111,88.0
Laryngeal_oedema,0.567047926071,0.809269,55.0
Protrusion_tongue,0.56700758067,0.949984,22.0
Sexual_dysfunction,0.566956282217,0.608202,40.0
Mood_swings,0.566702880289,0.766886,149.0
Asthma,0.566483246442,0.763285,176.0
Myocardial_ischaemia,0.566290088223,0.79591,72.0
Vision_blurred,0.566158765784,0.805852,282.0
Encephalopathy,0.565697498653,0.825645,67.0
Dry_mouth,0.565583739591,0.761118,333.0
Injection_site_reaction,0.565468473535,0.770605,81.0
Drug_interaction,0.565440583602,0.815933,77.0
Atrophy,0.565191505459,0.84246,79.0
Akinesia,0.565113902255,0.421407,19.0
Pseudomembranous_colitis,0.565054881062,0.939515,48.0
Throat_irritation,0.564954370245,0.627542,36.0
Ear_infection,0.56472900536,0.835589,117.0
Hyperkalaemia,0.564050726963,0.793829,94.0
Transient_ischaemic_attack,0.563458392516,0.748581,44.0
Hypotension,0.563356480118,0.752057,387.0
Local_reaction,0.563195272752,0.808875,46.0
Antinuclear_antibody_positive,0.563070987559,0.575453,27.0
Feeling_abnormal,0.562783519954,0.56939,23.0
Nephropathy,0.562749086933,0.883726,63.0
Depersonalisation,0.562714360529,0.836543,59.0
Optic_neuritis,0.562674837597,0.746235,54.0
Tooth_abscess,0.562054649267,0.676804,42.0
Breast_tenderness,0.562038282641,0.706618,25.0
Nystagmus,0.56192008137,0.847001,63.0
Nodule,0.561663489236,0.643059,45.0
Akathisia,0.561435782741,0.85907,45.0
Amylase_increased,0.561408025049,0.542041,29.0
Scotoma,0.561370314717,0.816056,71.0
Anxiety,0.560992659703,0.703699,339.0
Mastitis,0.560932447037,0.373078,23.0
Intestinal_perforation,0.560843253092,0.456141,21.0
Muscle_contractions_involuntary,0.560601263891,0.546427,34.0
Cardiac_murmur,0.560390916768,0.570182,18.0
Blister,0.560186143072,0.739403,65.0
Sinusitis,0.560119814104,0.738993,237.0
Dysarthria,0.56000373705,0.776662,81.0
Nocturia,0.559949631784,0.790115,110.0
Bronchitis,0.559887336324,0.753287,203.0
Leiomyoma,0.559744357665,0.333223,15.0
Urinary_incontinence,0.559567343938,0.790224,118.0
Ataxia,0.559486548018,0.818044,162.0
Abdominal_distension,0.559255534015,0.751606,184.0
Bleeding_time_prolonged,0.559043561406,0.600224,26.0
Oesophageal_disorder,0.558973865798,0.795106,62.0
Angina_pectoris,0.558935833354,0.762301,188.0
Mydriasis,0.558701316034,0.839575,76.0
Dyspnoea,0.5578401267,0.742346,424.0
Gout,0.557793680668,0.806592,99.0
Cardiac_failure_congestive,0.557522320392,0.813829,171.0
Wheezing,0.557521502262,0.84308,82.0
Injection_site_pain,0.557090376384,0.810534,72.0
Hepatomegaly,0.55685917645,0.839664,69.0
Increased_appetite,0.556678262966,0.770969,160.0
Dyspnoea_exertional,0.556443305739,0.449393,12.0
Alveolitis,0.556419457286,0.498553,16.0
Rales,0.556299123182,0.624155,23.0
Pruritus,0.556265646136,0.726791,543.0
Hypophosphataemia,0.556252556313,0.831567,52.0
Petechiae,0.556179791488,0.822639,86.0
Cyanosis,0.556145219274,0.721712,50.0
Oculogyric_crisis,0.556007248969,0.776295,26.0
Menorrhagia,0.555723656752,0.77319,85.0
Inappropriate_antidiuretic_hormone_secretion,0.555599959269,0.793544,49.0
Cardiac_arrest,0.555590178158,0.75649,160.0
Haemorrhage_intracranial,0.555480140774,0.37952,21.0
Hepatobiliary_disease,0.555388364201,0.776839,83.0
Candida_infection,0.55536674701,0.812476,140.0
Leukaemia,0.55525146815,0.683816,39.0
Prothrombin_level_increased,0.554912656317,0.63971,29.0
Obstruction,0.55484768404,0.770919,103.0
Pelvic_pain,0.554829894998,0.817519,64.0
Gastric_ulcer,0.554759349658,0.811298,55.0
Thrombocytopenia,0.554549425168,0.806264,409.0
Liver_function_test_abnormal,0.553897079048,0.786447,153.0
Gait_disturbance,0.553760056829,0.837978,90.0
Oliguria,0.553714421228,0.782218,97.0
Gastritis,0.553611847753,0.776012,164.0
Dysphoria,0.553606719368,0.578511,18.0
Renal_tubular_disorder,0.553430811572,0.76948,45.0
Tetany,0.553372719394,0.425434,20.0
Nephropathy_toxic,0.553283467293,0.906982,52.0
Pallor,0.553248784933,0.797927,73.0
Opisthotonus,0.553128303498,0.487692,14.0
Constipation,0.552544848922,0.784975,415.0
Fibrosis,0.552313537775,0.761992,70.0
Lymphopenia,0.552298126362,0.788057,41.0
Cutaneous_vasculitis,0.552292453455,0.734836,15.0
Urine_abnormality,0.552282013087,0.74759,51.0
Transaminases_increased,0.55219359722,0.793659,52.0
Intracranial_pressure_increased,0.552131964537,0.768294,51.0
Serum_sickness,0.552006162836,0.720229,48.0
Peripheral_ischaemia,0.551960571555,0.489735,25.0
Anorectal_disorder,0.551773904006,0.818691,61.0
Infection,0.551606300178,0.763142,371.0
Torsade_de_pointes,0.551359671269,0.795548,51.0
Thrombotic_thrombocytopenic_purpura,0.551239028541,0.616519,25.0
Hypertrichosis,0.551235881353,0.880906,46.0
Seborrhoeic_dermatitis,0.551168613194,0.816457,58.0
Hyperhidrosis,0.550994472303,0.74496,393.0
Urinary_tract_disorder,0.550977475728,0.778275,123.0
Rhinitis,0.550443363087,0.729202,233.0
Chills,0.550409344143,0.755439,267.0
Somnolence,0.550328471615,0.791027,420.0
Rectal_tenesmus,0.550230700212,0.664938,29.0
Hypocalcaemia,0.550061631668,0.787723,76.0
Breast_cancer,0.549997734347,0.773092,35.0
Alveolitis_allergic,0.549440666672,0.555274,15.0
Duodenal_ulcer,0.549045041257,0.62475,39.0
Hypovolaemia,0.548748868499,0.538443,19.0
Bladder_spasm,0.548734455056,0.819444,11.0
Thirst,0.548603298477,0.798018,125.0
Psoriasis,0.548335412525,0.832762,61.0
Decreased_appetite,0.548170781272,0.761394,420.0
Inflammation,0.547886986073,0.810446,116.0
Vasculitis_necrotising,0.547771138287,0.749035,17.0
Arthropathy,0.547750607714,0.779674,110.0
Jaundice_cholestatic,0.547500341198,0.764539,96.0
Respiratory_depression,0.547329760779,0.639802,50.0
Throat_tightness,0.547310721059,0.799435,37.0
Mouth_ulceration,0.54715968679,0.793479,126.0
Oral_pain,0.547142286677,0.569968,14.0
Neuralgia,0.546970052101,0.779044,77.0
Cystitis,0.54690883525,0.733929,131.0
Congenital_anomaly,0.546906826433,0.581719,27.0
Tongue_oedema,0.546904418313,0.685296,43.0
Dental_caries,0.546789165242,0.463272,32.0
Skin_discolouration,0.546729030035,0.817003,86.0
Haemolysis,0.546704917407,0.561722,32.0
Application_site_reaction,0.546622288131,0.493093,35.0
Ulcerative_keratitis,0.546593819214,0.758562,21.0
Dry_skin,0.546387307645,0.780826,166.0
Breath_odour,0.546311498616,0.570163,27.0
Ear_pain,0.546176306365,0.796373,137.0
Dysuria,0.545679422098,0.77409,199.0
Drug_abuse,0.545663825956,0.655084,30.0
Neuropathy_peripheral,0.545531164587,0.771286,230.0
Abdominal_pain,0.545513511067,0.745078,478.0
Aggression,0.545466053036,0.824192,87.0
Salivary_hypersecretion,0.545397290573,0.821717,104.0
Arthritis,0.545391322227,0.783336,146.0
Chest_pain,0.545338226428,0.719894,329.0
Angioedema,0.54516610781,0.764609,287.0
Nephrotic_syndrome,0.545141412243,0.734449,48.0
Breast_neoplasm,0.544891520948,0.455577,36.0
Venous_thrombosis,0.544725751472,0.742252,89.0
Fungal_skin_infection,0.544701771222,0.753684,47.0
Pulmonary_embolism,0.544614909258,0.718263,112.0
Ovarian_cyst,0.544533396798,0.688646,20.0
Dermatitis_contact,0.544470957926,0.802713,120.0
Glycosuria,0.544367880319,0.827747,105.0
Hepatitis,0.544141976045,0.748527,283.0
Flushing,0.543941644725,0.726549,260.0
Atopy,0.54363120079,0.619397,15.0
Confusional_state,0.543487433831,0.759663,352.0
Dysmenorrhoea,0.543308545306,0.739676,96.0
Penis_disorder,0.542945405155,0.605357,15.0
Psychotic_disorder,0.542560969381,0.766708,130.0
Alanine_aminotransferase_increased,0.542395366084,0.770707,132.0
Lymphadenopathy,0.542244766137,0.754827,143.0
Death,0.542172135552,0.752809,194.0
Nausea,0.542148773016,0.810474,660.0
Hallucination,0.542008349195,0.762019,214.0
Thrombosis,0.541945785163,0.727278,144.0
Keratitis,0.541927792313,0.797628,71.0
Benign_neoplasm_of_skin,0.54164705814,0.488306,13.0
Leukoencephalopathy,0.541616790701,0.872188,26.0
Epilepsy,0.541223206586,0.490433,20.0
Cardiac_flutter,0.541209656999,0.59047,36.0
Ear_disorder,0.541182009256,0.672206,42.0
Dermatitis_exfoliative,0.54111207384,0.779203,154.0
