ADR name,Extra Trees Mean AUC,Web Mean AUC,Positive Count
Blood_glucose_decreased,0.5606029681,0.497563,21
Skin_burning_sensation,0.5599893162,0.613506,11
Alveolitis,0.5598146319,0.498553,16
Polycythaemia,0.5592814925,0.689773,24
Hyperthyroidism,0.5589367506,0.502377,28
Fibroadenoma_of_breast,0.5586290961,0.376113,12
Injection_site_inflammation,0.5586090686,0.672888,25
Chromaturia,0.5576351394,0.512938,18
Nystagmus,0.5568599522,0.847001,63
Cytomegalovirus_infection,0.556763563,0.414691,12
Micturition_disorder,0.5562276774,0.612499,28
Tooth_abscess,0.5557764391,0.676804,42
Bacterial_infection,0.5555134918,0.647829,33
Periodontitis,0.5552884615,0.612761,11
Megacolon,0.5545940171,0.341582,11
Dental_caries,0.5545634208,0.463272,32
Skin_cancer,0.5542712308,0.625588,36
Oedema,0.5540834659,0.711721,515
Gingival_bleeding,0.5533038822,0.588914,42
Diverticulitis,0.5525299067,0.69217,22
Anaemia_megaloblastic,0.5517419413,0.554468,15
Tension,0.5515164771,0.607887,29
Prurigo,0.5514761635,0.477621,28
Keratitis,0.5510856985,0.797628,71
Paralysis,0.5509560939,0.742337,107
Anosmia,0.5506406325,0.480775,18
Hypotonia,0.5501969209,0.806582,56
Porphyria,0.550048509,0.543857,25
Dysaesthesia,0.5499696361,0.502333,28
Feeling_abnormal,0.5494094122,0.56939,23
Seborrhoeic_dermatitis,0.5462714456,0.816457,58
Stridor,0.5456680198,0.602486,24
Renal_tubular_necrosis,0.544415722,0.54792,24
Peripheral_sensory_neuropathy,0.5443050475,0.672575,19
Coma,0.543746875,0.774905,121
Crystalluria,0.543477433,0.635392,28
Pleural_disorder,0.543340146,0.830375,86
Abdominal_pain_upper,0.5432784282,0.766273,98
Anaphylactoid_reaction,0.5431489555,0.700411,168
Aggression,0.5427425676,0.824192,87
Tenosynovitis,0.542412468,0.44696,27
Lung_disorder,0.5403922866,0.783471,70
Atelectasis,0.5401434134,0.59116,28
Choking,0.5385821948,0.650236,12
Nephropathy_toxic,0.5384086696,0.906982,52
Personality_disorder,0.5375855485,0.663946,36
Ventricular_extrasystoles,0.537469797,0.801914,80
Hot_flush,0.5374101192,0.773638,105
Opisthotonus,0.5372908623,0.487692,14
Pulmonary_toxicity,0.5372429127,0.77141,20
Vestibular_disorder,0.5367521368,0.517188,11
Arterial_disorder,0.5365295468,0.55186,42
Proteinuria,0.5363478498,0.796424,82
Photophobia,0.5359358673,0.797301,97
Dyspnoea_exertional,0.5351685477,0.449393,12
Cerebral_thrombosis,0.5350628651,0.551622,13
Duodenal_ulcer,0.534727347,0.62475,39
Miosis,0.5343152511,0.75878,30
Respiratory_depression,0.5339267286,0.639802,50
Eye_haemorrhage,0.5333328105,0.489807,34
Deficiency_anaemia,0.5332809554,0.485867,15
Feeling_cold,0.5331209579,0.689614,28
Lymphoproliferative_disorder,0.5328480652,0.777625,19
Tendonitis,0.5324274491,0.54795,35
Retinal_haemorrhage,0.5318368804,0.689832,19
Dizziness_postural,0.5317829457,0.400643,17
Unintended_pregnancy,0.5311597862,0.596022,13
Retinal_detachment,0.5310077519,0.724453,17
Neuralgia,0.5306291747,0.779044,77
Thrombotic_thrombocytopenic_purpura,0.5304661969,0.616519,25
Joint_swelling,0.530391211,0.450454,31
Testicular_disorder,0.5301679587,0.557658,17
Colitis,0.5299779001,0.8384,159
Ear_disorder,0.5299642379,0.672206,42
Haemoglobin_decreased,0.5299500873,0.830613,50
Pruritus_genital,0.5293119099,0.557237,26
Renal_failure,0.5290620626,0.747561,245
Infertility,0.5286185765,0.448177,18
Thrombocytopenic_purpura,0.5283306509,0.843551,61
Nocturia,0.5273412179,0.790115,110
Anorgasmia,0.5266618778,0.596717,16
Aspiration,0.5263190549,0.411993,27
White_blood_cell_count_decreased,0.5259044825,0.531122,27
Premenstrual_syndrome,0.5254504505,0.645609,14
Disorientation,0.5254166316,0.836875,80
Cogwheel_rigidity,0.5249044649,0.424206,13
Nasal_dryness,0.5248181137,0.586772,22
Trismus,0.5247822865,0.58361,20
Hyperpyrexia,0.5237150703,0.642457,21
Injection_site_reaction,0.5232226434,0.770605,81
Cognitive_disorder,0.522937593,0.53605,23
Sensory_disturbance,0.5222007722,0.501442,14
Peripheral_coldness,0.5221223675,0.450087,26
Rhinorrhoea,0.5213984742,0.86514,60
Fungal_infection,0.5213660576,0.79081,64
Ejaculation_disorder,0.52098155,0.752944,36
Scotoma,0.5207804952,0.816056,71
Supraventricular_extrasystoles,0.5206473214,0.460835,23
Abnormal_faeces,0.5206425093,0.426393,18
Myositis,0.5203007324,0.765087,48
Renal_failure_acute,0.5203000992,0.783167,119
Agranulocytosis,0.5195918169,0.810201,212
Cushingoid,0.5195513331,0.870991,39
Urinary_retention,0.5193387893,0.798327,164
Ventricular_fibrillation,0.519057377,0.862837,59
Hypertension,0.5190268065,0.744634,362
Hyperkeratosis,0.5188805702,0.488047,22
Productive_cough,0.5185897436,0.409802,11
Fungal_skin_infection,0.5184699821,0.753684,47
Hypomagnesaemia,0.5182134603,0.726074,51
Peripheral_vascular_disorder,0.5179519489,0.739751,47
Meningism,0.5178418803,0.627661,11
Hyperthermia,0.5174849268,0.447812,17
Heart_rate_irregular,0.5171938422,0.412931,12
Akathisia,0.516956176,0.85907,45
Nausea,0.5167123134,0.810474,660
Ulcerative_keratitis,0.5166849783,0.758562,21
Cardio-respiratory_arrest,0.5163867356,0.527456,17
Influenza_like_illness,0.515885984,0.502568,26
Labyrinthitis,0.5156766657,0.558278,13
Intracranial_pressure_increased,0.5153462787,0.768294,51
Ventricular_arrhythmia,0.5152319152,0.648681,31
Gastrointestinal_perforation,0.5152220327,0.46535,16
Hyperlipidaemia,0.5151091467,0.815643,67
Urinary_tract_disorder,0.5149037531,0.778275,123
Respiratory_disorder,0.5137329921,0.751519,106
Lung_infiltration,0.5127828126,0.720535,37
Drug_abuse,0.51254422,0.655084,30
Speech_disorder,0.5124951109,0.823249,81
Cardiogenic_shock,0.5123397436,0.48675,11
Swelling,0.5120373973,0.762494,177
Bronchospasm,0.5120036214,0.778139,167
Uterine_haemorrhage,0.5114682017,0.567127,34
Aspartate_aminotransferase_increased,0.511200278,0.778046,136
Major_depression,0.5109563572,0.4936,18
Thinking_abnormal,0.5105074657,0.730907,84
Muscle_rigidity,0.5103652129,0.830237,72
Progressive_multifocal_leukoencephalopathy,0.5102226812,0.743711,16
Pain_in_extremity,0.5101945022,0.762636,122
Breath_odour,0.5098145003,0.570163,27
Skin_exfoliation,0.5097760721,0.768464,87
Extrapyramidal_disorder,0.509603324,0.869266,73
Gravitational_oedema,0.5093510056,0.585569,18
Renal_tubular_disorder,0.5090158124,0.76948,45
Skin_discolouration,0.508827691,0.817003,86
Malaise,0.5088120947,0.723338,388
Dermatitis_exfoliative,0.5087225689,0.779203,154
Hemiplegia,0.5086520805,0.590982,31
Laryngospasm,0.5082290915,0.80071,58
Muscle_spasms,0.5080069285,0.728309,328
Hypertrichosis,0.5079584467,0.880906,46
Induration,0.507859003,0.691461,23
Nightmare,0.5077744931,0.851551,76
Pancreatitis_acute,0.507428444,0.478856,31
Dermatitis_atopic,0.5074022491,0.602455,30
Hyperbilirubinaemia,0.5073113198,0.791732,90
Haemorrhage,0.5069652286,0.719124,349
Pruritus,0.5062630254,0.726791,543
Retching,0.5061584841,0.386658,17
Drug_hypersensitivity,0.505953628,0.359816,16
Eyelid_oedema,0.5058753105,0.50855,16
Sticky_skin,0.5055441606,0.537867,18
Blister,0.5055066605,0.739403,65
Swelling_face,0.5054218367,0.604853,24
Myasthenia_gravis,0.5053952991,0.34238,11
Drug_interaction,0.5051669899,0.815933,77
Dizziness,0.5049505448,0.739191,561
Neurological_symptom,0.5047668548,0.607048,13
Cardiac_fibrillation,0.5040212087,0.761701,153
Hypertonia,0.5037006288,0.755833,134
Aplastic_anaemia,0.5036622182,0.855538,116
Hypertriglyceridaemia,0.5035507108,0.670571,44
Tinnitus,0.5034397526,0.781798,261
Grand_mal_convulsion,0.5034392345,0.62213,38
Dystonia,0.5033225141,0.813481,71
Balanitis,0.5031048906,0.581017,12
Oropharyngeal_pain,0.5029634474,0.810037,70
Diarrhoea_haemorrhagic,0.5028874066,0.654793,20
Diplopia,0.5026902286,0.798673,139
Nitrogen_balance_negative,0.5026019327,0.904662,24
Uterine_leiomyoma,0.5024159834,0.390765,22
Pulmonary_fibrosis,0.5022804967,0.739711,53
Cardiac_valve_disease,0.5018018018,0.661378,14
Salivary_gland_enlargement,0.5017139151,0.468869,20
Diarrhoea,0.5016836469,0.770738,560
Pneumothorax,0.5010462265,0.552962,22
Perineal_pain,0.5009355509,0.588065,13
Bladder_pain,0.5007478632,0.476799,11
Nephrolithiasis,0.5007109627,0.778613,78
Glossodynia,0.5006176271,0.561677,20
Gingivitis,0.5005175627,0.82793,75
Hiccups,0.5004676042,0.760031,107
Brain_oedema,0.5000046083,0.527966,18
Breast_disorder,0.4997731236,0.798989,68
Migraine,0.4995425514,0.760115,148
Eye_pain,0.4995052401,0.734206,117
Skin_disorder,0.4994161895,0.80002,120
Back_pain,0.4991816564,0.737344,287
Cardiac_failure_congestive,0.498868315,0.813829,171
Polydipsia,0.4987025231,0.513429,15
Corneal_deposits,0.4984698297,0.540287,12
Ulcer,0.4983758854,0.721062,249
Thrombophlebitis,0.4980250615,0.820605,156
Asthenia,0.4980094449,0.75844,482
Cardiac_failure,0.497842263,0.767597,237
Hypoproteinaemia,0.4976643909,0.673574,32
Bursitis,0.4976482496,0.694388,50
Nasal_septum_perforation,0.4975541987,0.873243,15
Chorea,0.4973318151,0.510964,18
Neuritis,0.4971103112,0.766603,92
Hypoglycaemia,0.4971079021,0.775241,144
Sexual_dysfunction,0.4971077448,0.608202,40
Headache,0.4968373348,0.738737,619
Lip_swelling,0.4968293875,0.503071,15
Decreased_appetite,0.4968049467,0.761394,420
Enuresis,0.4967269595,0.509116,17
Infection_susceptibility_increased,0.4967072567,0.527007,13
Hypoaesthesia,0.496362355,0.75661,246
Blood_uric_acid_increased,0.4962974693,0.527242,18
Mania,0.4961449155,0.81778,50
Ear_infection,0.495859534,0.835589,117
Inflammation,0.4958179637,0.810446,116
Pallor,0.4955579963,0.797927,73
Vitreous_floaters,0.4953058547,0.677144,18
Hepatic_enzyme_increased,0.495230165,0.782585,97
Renal_pain,0.4952071922,0.785369,50
Lethargy,0.4951733013,0.727895,121
Night_sweats,0.495170089,0.588996,27
Epilepsy,0.495028102,0.490433,20
Azotaemia,0.4945777317,0.83553,53
Irritability,0.4945653711,0.763643,114
Hypercholesterolaemia,0.4944355871,0.765884,100
Petechiae,0.4942388988,0.822639,86
Hemiparesis,0.494208993,0.417832,16
Haematoma,0.4939958055,0.804897,69
Cholelithiasis,0.4938699779,0.811413,66
Aplasia,0.4938506053,0.636169,27
Muscle_contractions_involuntary,0.4935274066,0.546427,34
Paraesthesia,0.4933220033,0.722091,416
Thrombocytosis,0.493085784,0.736283,46
Blood_urea_increased,0.4930361186,0.844152,97
Benign_neoplasm_of_skin,0.492976933,0.488306,13
Cystitis_haemorrhagic,0.4924803903,0.479651,20
Fatigue,0.4923565214,0.734274,376
Vulvovaginal_candidiasis,0.4923222407,0.705669,49
Left_ventricular_dysfunction,0.4918213543,0.547119,12
White_blood_cell_count_increased,0.4915057915,0.455769,14
Laboratory_test_abnormal,0.4914236511,0.493737,31
Angiopathy,0.4913507625,0.711472,152
Gastritis,0.4909858822,0.776012,164
Purpura,0.4902946663,0.750157,214
Hepatomegaly,0.4902762744,0.839664,69
Cardiac_murmur,0.4902422104,0.570182,18
Mydriasis,0.4900790661,0.839575,76
Hearing_impaired,0.4900748961,0.767683,105
Abdominal_pain,0.4899510736,0.745078,478
Body_temperature_increased,0.4898803772,0.741708,445
Orthostatic_hypotension,0.4896849088,0.778369,169
Generalised_oedema,0.4896668519,0.68342,51
Blepharitis,0.4896502775,0.746848,54
Cataract,0.4891534429,0.826545,132
Tongue_discolouration,0.4888902276,0.734232,42
Blood_lactate_dehydrogenase_increased,0.4888604661,0.791799,64
Myocardial_infarction,0.4887892191,0.756291,211
Frequent_bowel_movements,0.4887820513,0.359515,11
Stupor,0.4887708513,0.777492,59
Hydrocephalus,0.4887286325,0.469934,11
Diabetes_mellitus,0.4885175579,0.780693,138
White_blood_cell_disorder,0.4884927235,0.570781,13
Nephritis,0.4883454793,0.841214,90
Leukoencephalopathy,0.4881263617,0.872188,26
Leukocytosis,0.4879872863,0.791207,98
Tachyarrhythmia,0.4878739316,0.582961,11
Breast_neoplasm,0.4877248062,0.455577,36
Otitis_media,0.4873224362,0.815928,94
Drug_withdrawal_syndrome,0.4872326997,0.512424,12
Testicular_pain,0.4868481438,0.644025,15
Aphasia,0.4866758951,0.823969,50
Connective_tissue_disorder,0.4866159519,0.797116,103
Polyuria,0.4865264424,0.784915,126
Breath_sounds_abnormal,0.4865236115,0.485655,12
Sudden_death,0.486350082,0.728681,37
Atrioventricular_block_second_degree,0.4862520522,0.745549,19
Flank_pain,0.4860483834,0.484732,22
Polyp,0.486006538,0.70477,39
Blood_pressure_increased,0.485720353,0.822896,69
Candida_infection,0.4856653324,0.812476,140
Bradykinesia,0.4853281853,0.542019,14
Hypokinesia,0.4847007027,0.774326,63
Sinus_arrhythmia,0.4846975547,0.403711,13
Oculogyric_crisis,0.484513435,0.776295,26
Intestinal_obstruction,0.4843701836,0.820272,63
Anxiety,0.4843131662,0.703699,339
Drooling,0.4842948718,0.406609,11
Tooth_infection,0.4842713593,0.352489,12
Immune_system_disorder,0.4842622655,0.79744,97
Discomfort,0.4842162242,0.756696,174
Pharyngitis,0.4841737888,0.737738,271
Haemolytic_anaemia,0.484135704,0.803311,162
Pemphigus,0.4837583431,0.493156,16
Suicide_attempt,0.4835409245,0.489225,36
Haematemesis,0.4834206232,0.831169,72
Nasal_congestion,0.4831217328,0.797135,124
Osteoporosis,0.4830832943,0.850289,80
Sinus_headache,0.4830202597,0.480811,27
Gout,0.4827095537,0.806592,99
Vertigo,0.4826130172,0.729884,334
Viral_infection,0.4825234442,0.800331,101
Bundle_branch_block,0.4821479179,0.689838,53
Dry_mouth,0.4820687561,0.761118,333
Salivary_hypersecretion,0.4819676342,0.821717,104
Toxic_epidermal_necrolysis,0.48183517,0.800066,204
Hyperglycaemia,0.4817586072,0.785856,215
Erythema,0.4817465001,0.726462,420
Pain,0.4815555626,0.764127,590
Bruxism,0.4811132561,0.518814,14
Abortion_spontaneous,0.4810810811,0.650689,14
Parosmia,0.4809163816,0.719318,51
Tongue_oedema,0.4808404666,0.685296,43
Fluid_retention,0.4805093301,0.78288,66
Amblyopia,0.4802181304,0.820663,76
Neck_pain,0.4801403682,0.835583,94
Nodule,0.4799302947,0.643059,45
Vomiting,0.4798603073,0.759162,616
Phlebitis,0.4794114414,0.747756,111
Deep_vein_thrombosis,0.4793972121,0.742362,93
Hepatitis,0.4793670563,0.748527,283
Vulvovaginitis,0.4790540541,0.419776,14
Galactorrhoea,0.4789784121,0.823012,51
Osteomyelitis,0.4788822889,0.695464,13
Dysphagia,0.4785187738,0.776862,187
Glaucoma,0.4784991269,0.83354,85
Confusional_state,0.4784237034,0.759663,352
Erythema_multiforme,0.47827983,0.773141,201
Xerophthalmia,0.478062221,0.482919,23
Hepatic_necrosis,0.4778302506,0.801996,65
Muscle_twitching,0.4778182862,0.804797,91
Dysgeusia,0.4776298315,0.692174,251
Hepatitis_cholestatic,0.4775312888,0.59879,33
Hypoxia,0.4773084612,0.811818,73
Blood_urine,0.4772435897,0.444923,11
Hepatocellular_injury,0.4772287863,0.809857,57
Blood_alkaline_phosphatase_increased,0.4771173687,0.774862,118
Hepatic_function_abnormal,0.476790984,0.757654,205
Dyspepsia,0.4761209547,0.722818,407
Tubulointerstitial_nephritis,0.4760947234,0.810066,73
Neoplasm,0.4760613201,0.768188,127
Liver_disorder,0.4757898447,0.806742,76
Interstitial_lung_disease,0.4757868657,0.779764,85
Carcinogenicity,0.4756520275,0.570795,18
Hepatobiliary_disease,0.4754842615,0.776839,83
Dry_throat,0.4752757673,0.456176,33
Haemoptysis,0.4752310553,0.796333,73
Ageusia,0.4751852192,0.812992,76
Syncope,0.4751642472,0.726656,321
Hyperprolactinaemia,0.4749784668,0.497919,17
Rhinitis_allergic,0.4748931624,0.54454,11
Irritable_bowel_syndrome,0.474723971,0.408543,19
Hydronephrosis,0.4745512463,0.698224,23
Furuncle,0.474275196,0.61188,42
Coronary_artery_disease,0.4740209944,0.679575,45
Local_reaction,0.4738926135,0.808875,46
Hypovolaemia,0.4738901744,0.538443,19
Sialoadenitis,0.4736164736,0.549647,14
Coombs_direct_test_positive,0.4735174735,0.983384,12
Drug_eruption,0.4734512128,0.50091,36
Mood_swings,0.4733991354,0.766886,149
Anaemia,0.4733477992,0.806591,417
Neuroleptic_malignant_syndrome,0.473264869,0.834081,42
Amnesia,0.4732307089,0.760916,133
Carpal_tunnel_syndrome,0.4730963414,0.652147,24
Malignant_melanoma,0.4730681509,0.59654,25
Convulsion,0.4728645754,0.737085,356
Iron_deficiency_anaemia,0.4728205128,0.529857,13
Insomnia,0.4727298673,0.758672,410
Supraventricular_tachycardia,0.4727154229,0.768661,61
Myopia,0.4723928247,0.50525,16
Systemic_lupus_erythematosus,0.4722272226,0.869048,78
Skin_papilloma,0.4720789471,0.548912,18
Dysmenorrhoea,0.4718538914,0.739676,96
Oral_candidiasis,0.471789787,0.848115,75
Upper_respiratory_tract_infection,0.4714862084,0.724788,200
Myalgia,0.4711881327,0.759008,355
Thrombosis,0.4709625323,0.727278,144
Epistaxis,0.4709341622,0.729752,223
Thrombocytopenia,0.4708664913,0.806264,409
Lymphoma,0.4707209792,0.742998,42
Tumour_lysis_syndrome,0.4706163918,0.742971,20
Gallbladder_disorder,0.4705023018,0.47834,12
Haematocrit_decreased,0.47038654,0.571286,24
Coordination_abnormal,0.4703675173,0.845284,90
Photosensitivity_reaction,0.4703623018,0.801163,217
Pulmonary_eosinophilia,0.4702637699,0.508066,19
Influenza,0.4701793602,0.739189,263
Cardiovascular_disorder,0.470079106,0.804282,78
Gastroenteritis,0.4698310005,0.785783,150
Torticollis,0.4697198675,0.527924,21
Tenderness,0.4697135864,0.753704,149
Obstructive_airways_disorder,0.4688720143,0.451271,18
Venous_thrombosis,0.4687534794,0.742252,89
Asthma,0.4686383658,0.763285,176
Micturition_urgency,0.46825337,0.704278,49
Pulmonary_oedema,0.4682010379,0.767799,131
Glossitis,0.4681685634,0.799889,112
Skin_ulcer,0.4681413189,0.808078,81
Peptic_ulcer,0.4681348128,0.81859,71
Personality_change,0.4680625766,0.669278,24
Pigmentation_disorder,0.4679794725,0.781193,56
Regurgitation,0.4676962677,0.42359,14
Tachycardia,0.4676291409,0.750568,385
Gastrooesophageal_reflux_disease,0.4676075619,0.791663,75
Breast_pain,0.4674945794,0.783613,75
Hyperhidrosis,0.4674132561,0.74496,393
Congenital_eye_disorder,0.4670918721,0.401517,13
Sleep_disorder,0.4666400692,0.772602,109
Rash_generalised,0.4666013092,0.701657,31
Nervous_system_disorder,0.4664733704,0.762413,167
Pleural_effusion,0.4664570489,0.806661,82
Eye_disorder,0.4663608977,0.755237,123
Gastrointestinal_disorder,0.4662780829,0.735356,253
Somnolence,0.4662390881,0.791027,420
Anaphylactic_shock,0.4660918786,0.744231,283
Ovarian_cyst,0.4657834599,0.688646,20
Papule,0.465758547,0.48659,11
Urticaria,0.4656722715,0.734164,492
Ileus,0.4655586073,0.811111,88
Rhinitis,0.4653763202,0.729202,233
Infestation,0.4650421346,0.803111,110
Oedema_peripheral,0.464917561,0.749937,239
Hypertrophy,0.4648924987,0.774005,144
Thyroid_disorder,0.4644448435,0.473716,15
Prothrombin_level_decreased,0.4639570912,0.432541,18
Breast_engorgement,0.4638649639,0.437322,12
Cheilitis,0.4638323103,0.327346,23
Elderly,0.4636888957,0.569203,25
Laryngeal_oedema,0.4634923061,0.809269,55
Benign_prostatic_hyperplasia,0.4634194634,0.452557,12
Pain_in_jaw,0.4631033837,0.687012,25
Myocardial_ischaemia,0.462902187,0.79591,72
Abdominal_discomfort,0.4627612821,0.729533,106
Disease_progression,0.4626754083,0.493782,34
Vaginal_inflammation,0.4625147924,0.830903,114
Fibrosis,0.4624229509,0.761992,70
Inflammatory_bowel_disease,0.4623209635,0.849882,23
Thirst,0.4623085629,0.798018,125
Abnormal_dreams,0.462251511,0.812029,86
Bleeding_time_prolonged,0.4620188816,0.600224,26
Renal_impairment,0.4618910567,0.798687,133
Macular_oedema,0.4618589744,0.46871,11
Extrasystoles,0.4615677883,0.805763,98
Hyperkinesia,0.4614128875,0.763055,135
Ejaculation_failure,0.4613464013,0.655743,13
Tongue_disorder,0.461157918,0.548793,25
Rash_maculo-papular,0.4606967889,0.745005,111
Completed_suicide,0.4601401218,0.841833,63
Pathological_fracture,0.4594541419,0.807737,48
Hyponatraemia,0.4593595513,0.827872,132
Seasonal_allergy,0.4592319895,0.648798,16
Red_blood_cell_sedimentation_rate_increased,0.459107056,0.543839,22
Melaena,0.4588728248,0.802342,109
Hepatic_failure,0.4588585407,0.79149,150
Bradycardia,0.4588013868,0.755597,229
Skin_hyperpigmentation,0.458506811,0.844064,52
Breast_cancer,0.4584585939,0.773092,35
Strabismus,0.4581724582,0.392372,14
Constipation,0.4580233321,0.784975,415
Vision_blurred,0.4580142708,0.805852,282
Hyperphosphataemia,0.4578594342,0.736761,29
Pollakiuria,0.457702753,0.802987,191
Incontinence,0.4574803268,0.770696,143
Anuria,0.457438151,0.631404,23
Eczema,0.4573856179,0.781505,145
Ataxia,0.4573522049,0.818044,162
Urinary_hesitation,0.4573491115,0.589287,24
Libido_increased,0.457221868,0.821554,53
Oesophageal_disorder,0.4569599582,0.795106,62
Eructation,0.4569038134,0.775578,106
Restless_legs_syndrome,0.455982906,0.316784,11
Dissociation,0.4555587429,0.751943,44
Pelvic_pain,0.4554017812,0.817519,64
Breast_feeding,0.4551414891,0.759616,49
Drug_dependence,0.4550723581,0.477491,18
Glycosuria,0.4550529344,0.827747,105
Haematuria,0.4546025507,0.757556,208
Skin_striae,0.4545641026,0.948941,41
Goitre,0.4544069055,0.647097,34
Hypothyroidism,0.4543652163,0.730942,58
Xanthopsia,0.4542471042,0.841923,14
Cutaneous_vasculitis,0.4541817565,0.734836,15
Organ_failure,0.4539559014,0.754414,20
Sinus_arrest,0.4537898363,0.603346,17
Breast_tenderness,0.4537147672,0.706618,25
Infection,0.4537108326,0.763142,371
Flushing,0.4536132166,0.726549,260
Dementia,0.4535001344,0.522352,27
Angioedema,0.4534379569,0.764609,287
Hypernatraemia,0.4534291585,0.806804,53
Bronchitis,0.4534287596,0.753287,203
Gingival_hyperplasia,0.4534216801,0.625396,28
Hallucination,0.4534215313,0.762019,214
Amenorrhoea,0.453420599,0.807388,77
Appendicitis,0.4533709534,0.436763,12
Face_oedema,0.4532626593,0.733269,171
Obstruction,0.45293898,0.770919,103
Myocardial_rupture,0.4524947825,0.929168,19
Proctitis,0.4524366836,0.61689,21
Torsade_de_pointes,0.4522899051,0.795548,51
Eosinophilia,0.4521885649,0.807501,200
Rectal_tenesmus,0.4520414115,0.664938,29
Viral_diarrhoea,0.4514791203,0.574922,21
Gynaecomastia,0.451419373,0.808095,123
Pneumonia,0.4514018844,0.728284,228
Myoclonus,0.4507032195,0.786052,55
Vasculitis,0.4504989096,0.788433,148
Encephalopathy,0.450005939,0.825645,67
Angina_pectoris,0.4498311905,0.762301,188
Cough,0.4490466147,0.765996,344
Colitis_ulcerative,0.4490197839,0.432941,16
Atrioventricular_block,0.4486198658,0.825128,114
Alanine_aminotransferase_increased,0.4486054505,0.770707,132
Depression,0.4482389557,0.757686,52
Abdominal_pain_lower,0.447843907,0.550169,19
Urinary_tract_infection,0.4477103005,0.769366,214
Burning_sensation,0.4476650129,0.797816,59
Neutrophil_count_decreased,0.447542735,0.700883,11
Shock,0.4474671304,0.781693,176
Acute_respiratory_distress_syndrome,0.4472440945,0.673929,27
Ileus_paralytic,0.4472128113,0.854463,34
Leukaemia,0.4469087752,0.683816,39
Pancreatitis,0.4466624718,0.759527,240
Hypercalcaemia,0.4464901954,0.717121,51
Conjunctivitis,0.4455220794,0.741467,226
Rhabdomyolysis,0.4453037282,0.825983,75
Electrocardiogram_abnormal,0.4452520755,0.747632,54
Cerebrovascular_disorder,0.4447506562,0.377037,29
Urine_abnormality,0.4446677522,0.74759,51
