ADR name,Extra Trees Mean AUC,Web Mean AUC,Positive Count
Periorbital_oedema,0.5659578909,0.671202,27
Hypoproteinaemia,0.5652892562,0.673574,32
Haemorrhoids,0.5643277184,0.719241,53
Uterine_disorder,0.5631298881,0.490744,12
Proteinuria,0.5628158361,0.796424,82
Prurigo,0.5623925686,0.477621,28
Sleep_apnoea_syndrome,0.5621794872,0.620956,11
Opportunistic_infection,0.5619724376,0.512184,17
Tetany,0.5613921314,0.425434,20
Glucose_tolerance_decreased,0.5613910422,0.619262,17
Cognitive_disorder,0.5607212612,0.53605,23
Angina_unstable,0.5606158484,0.564607,17
Osteoarthritis,0.5596450271,0.463124,15
Renal_artery_stenosis,0.558707265,0.675713,11
Gastroenteritis,0.5581778626,0.785783,150
Trismus,0.5573466741,0.58361,20
Intermittent_claudication,0.5569121447,0.415766,17
Dyspnoea_exertional,0.5563081626,0.449393,12
Prothrombin_level_decreased,0.5534001448,0.432541,18
Restless_legs_syndrome,0.5527777778,0.316784,11
Skin_papilloma,0.5523268382,0.548912,18
Abortion_spontaneous,0.5521557272,0.650689,14
Drug_abuse,0.5500062245,0.655084,30
Salivary_gland_enlargement,0.5494256068,0.468869,20
Productive_cough,0.5493055556,0.409802,11
Parotid_gland_enlargement,0.5492996319,0.698892,16
Disorientation,0.5490851936,0.836875,80
Renal_failure_chronic,0.5481425106,0.468844,12
Renal_impairment,0.5476168073,0.798687,133
White_blood_cell_disorder,0.5473373923,0.570781,13
Uterine_haemorrhage,0.5464897421,0.567127,34
Hyperthermia,0.5464685616,0.447812,17
Tooth_abscess,0.5446934404,0.676804,42
Infertility,0.5446285236,0.448177,18
Sensory_disturbance,0.5446267696,0.501442,14
Meningism,0.5443376068,0.627661,11
Dysaesthesia,0.5436055787,0.502333,28
Cholangitis,0.5432647767,0.480959,20
Scleritis,0.542978418,0.714281,12
Catatonia,0.5425236242,0.44769,20
Breast_engorgement,0.5422284922,0.437322,12
Urine_abnormality,0.5420828678,0.74759,51
Gingival_hyperplasia,0.5419734788,0.625396,28
Haemorrhage,0.5417900239,0.719124,349
Opisthotonus,0.5403796654,0.487692,14
Injection_site_inflammation,0.53991779,0.672888,25
Application_site_reaction,0.539792769,0.493093,35
Cataract_subcapsular,0.5393215498,0.925682,36
Haematemesis,0.5390351387,0.831169,72
Ejaculation_failure,0.5381848332,0.655743,13
Benign_prostatic_hyperplasia,0.5381032819,0.452557,12
Supraventricular_extrasystoles,0.537562779,0.460835,23
Hypoglycaemia,0.537321529,0.775241,144
Alveolitis,0.5372975966,0.498553,16
Tonsillitis,0.5371329727,0.420681,18
Joint_stiffness,0.536655971,0.5466,23
Gastrointestinal_haemorrhage,0.5362701394,0.760928,147
Sinus_headache,0.535445651,0.480811,27
Lymphoproliferative_disorder,0.5350122735,0.777625,19
Respiratory_disorder,0.5349434661,0.751519,106
Tooth_infection,0.5340077715,0.352489,12
Ecchymosis,0.5338794764,0.769206,143
Throat_tightness,0.5337631971,0.799435,37
Bone_disorder,0.5332644865,0.541402,42
Micturition_disorder,0.533250476,0.612499,28
Menopause,0.5310621786,0.582087,21
Torsade_de_pointes,0.5307417691,0.795548,51
Ventricular_dysfunction,0.5300098533,0.631481,18
Haematocrit_decreased,0.5282357409,0.571286,24
Sleep_disorder,0.5278439522,0.772602,109
Corneal_opacity,0.5274978467,0.530695,17
Sensitisation,0.5274642753,0.596572,29
Cerebral_infarction,0.5274509804,0.602403,26
Abdominal_pain_upper,0.527393114,0.766273,98
Aplastic_anaemia,0.5267176488,0.855538,116
Megacolon,0.5265491453,0.341582,11
Hypoaesthesia,0.5260119658,0.75661,246
Azotaemia,0.5257386152,0.83553,53
Cardiac_failure,0.5241056687,0.767597,237
Pyuria,0.5240068847,0.75165,42
Chromaturia,0.5233391816,0.512938,18
Hypersomnia,0.5230567777,0.379126,15
Dermatitis_exfoliative,0.5230412231,0.779203,154
Intestinal_perforation,0.5228881497,0.456141,21
Platelet_count_decreased,0.5227404858,0.68702,43
Drug_dependence,0.5225561957,0.477491,18
Anuria,0.5219494048,0.631404,23
Vaginal_inflammation,0.521761545,0.830903,114
Oesophagitis_ulcerative,0.5215323166,0.92532,26
Balanitis,0.5212986338,0.581017,12
Mydriasis,0.5208928605,0.839575,76
Leukaemia,0.5203389519,0.683816,39
Oral_candidiasis,0.5202845657,0.848115,75
Cerebral_haemorrhage,0.5196483516,0.65559,41
Muscle_contractions_involuntary,0.5195380304,0.546427,34
Haemorrhage_intracranial,0.5193202676,0.37952,21
Libido_decreased,0.5188854262,0.786685,136
Influenza_like_illness,0.518781772,0.502568,26
Scotoma,0.5187298712,0.816056,71
Dementia,0.5186520394,0.522352,27
Periodontitis,0.5185363248,0.612761,11
Sexual_dysfunction,0.5180956175,0.608202,40
Paralysis,0.5179836164,0.742337,107
Nocturia,0.5177170563,0.790115,110
Inflammatory_bowel_disease,0.5172061012,0.849882,23
Retinal_detachment,0.5161929371,0.724453,17
Haemolysis,0.51612768,0.561722,32
Blood_glucose_increased,0.5150713484,0.689648,35
Prostatic_disorder,0.51500056,0.731997,47
Intestinal_obstruction,0.5147045248,0.820272,63
Rheumatoid_arthritis,0.5144987956,0.386705,20
Convulsion,0.5143836962,0.737085,356
Agranulocytosis,0.5142162126,0.810201,212
Musculoskeletal_disorder,0.5141001707,0.683548,40
Nephrolithiasis,0.5139845779,0.778613,78
Colitis,0.5135134963,0.8384,159
Abdominal_discomfort,0.5125326052,0.729533,106
Amylase_increased,0.5125182269,0.542041,29
Optic_nerve_disorder,0.5120666346,0.689622,40
Bladder_spasm,0.5118055556,0.819444,11
Hyperkinesia,0.5114659505,0.763055,135
Dystonia,0.5113438506,0.813481,71
Tardive_dyskinesia,0.511207764,0.88931,31
Asthenia,0.5111117183,0.75844,482
Tendon_disorder,0.5110800126,0.472919,22
Vasculitis_necrotising,0.5109388458,0.749035,17
Breast_neoplasm,0.5107572356,0.455577,36
Osteoporotic_fracture,0.5107371795,0.44503,11
Pulmonary_eosinophilia,0.5105879953,0.508066,19
Glycosuria,0.5105779368,0.827747,105
Blood_glucose_decreased,0.5104347612,0.497563,21
Hyperreflexia,0.5102877797,0.692823,43
Oesophagitis,0.5102024673,0.777206,153
Osteoarthropathy,0.5101029601,0.455577,14
Bradycardia,0.5098564978,0.755597,229
Lacrimation_increased,0.5096382784,0.813636,119
Pleural_disorder,0.5095395311,0.830375,86
Eczema,0.5095130063,0.781505,145
Proctitis,0.5094370281,0.61689,21
Hypertrophic_cardiomyopathy,0.5094220466,0.875427,16
Pharyngitis,0.5093934185,0.737738,271
Tongue_disorder,0.5092515999,0.548793,25
Joint_swelling,0.509182202,0.450454,31
Drug_eruption,0.5091272915,0.50091,36
Osteomyelitis,0.508949609,0.695464,13
Myopathy,0.5084542017,0.806869,87
Urinary_retention,0.5082362702,0.798327,164
Anaemia_megaloblastic,0.507871659,0.554468,15
Labyrinthitis,0.5075047025,0.558278,13
Obstruction,0.5073745306,0.770919,103
Ulcerative_keratitis,0.5072407124,0.758562,21
Fat_redistribution,0.5069368132,0.340742,12
Immune_system_disorder,0.5065020588,0.79744,97
Colitis_ischaemic,0.5062881858,0.603683,18
Paraesthesia_oral,0.506071499,0.390199,30
Strabismus,0.505952381,0.392372,14
Bladder_pain,0.5059294872,0.476799,11
Gallbladder_disorder,0.5052717553,0.47834,12
Neuroleptic_malignant_syndrome,0.5051902849,0.834081,42
Thrombocytopenic_purpura,0.5050140065,0.843551,61
Suicide_attempt,0.5047934365,0.489225,36
Suicidal_ideation,0.5046527151,0.805219,40
Lipase_increased,0.5045940171,0.56689,11
Renal_tubular_disorder,0.5045164529,0.76948,45
Dental_caries,0.504419691,0.463272,32
Gastrointestinal_pain,0.5043890347,0.526776,29
Rash_erythematous,0.5042292206,0.74739,58
Neurosis,0.5040317877,0.676449,29
Pancreatitis,0.5039623673,0.759527,240
Eye_haemorrhage,0.5037538951,0.489807,34
Viral_diarrhoea,0.5036536502,0.574922,21
Gout,0.5036521815,0.806592,99
Lymphopenia,0.5036520147,0.788057,41
Nausea,0.5033133929,0.810474,660
Visual_acuity_reduced,0.5027857945,0.724228,35
Eye_disorder,0.5025650993,0.755237,123
Dissociation,0.5023554536,0.751943,44
Blood_lactate_dehydrogenase_increased,0.5022584349,0.791799,64
Cholelithiasis,0.5018665964,0.811413,66
Pancreatic_disorder,0.5017307462,0.734962,32
Muscle_rigidity,0.5017082655,0.830237,72
Thrombocytosis,0.5016431317,0.736283,46
Nephritis,0.5014859445,0.841214,90
Body_temperature_decreased,0.5007785364,0.610946,32
Obstructive_airways_disorder,0.5006589818,0.451271,18
Otitis_media,0.5002067002,0.815928,94
Infarction,0.4997426692,0.748399,218
Oral_pain,0.4996782497,0.569968,14
Rash_macular,0.4995726496,0.701469,11
Eye_pruritus,0.4995649563,0.527132,28
Meningitis,0.4989336393,0.65995,42
Hyperglycaemia,0.4988758748,0.785856,215
Aspartate_aminotransferase_increased,0.4987512287,0.778046,136
Polyneuropathy,0.4987243347,0.51245,21
Red_blood_cell_sedimentation_rate_increased,0.4987163731,0.543839,22
Toxic_epidermal_necrolysis,0.4984528427,0.800066,204
Generalised_oedema,0.4983695628,0.68342,51
Neoplasm_malignant,0.4982209541,0.784123,112
Swelling,0.4981778918,0.762494,177
Hypomagnesaemia,0.4980387962,0.726074,51
Extrapyramidal_disorder,0.4978893538,0.869266,73
Renal_pain,0.4978243828,0.785369,50
Abdominal_pain,0.4977142512,0.745078,478
Retching,0.4976959518,0.386658,17
Back_pain,0.4971866515,0.737344,287
Adenoma_benign,0.4970512821,0.649465,13
Breast_feeding,0.4967510185,0.759616,49
Rhabdomyolysis,0.4965397372,0.825983,75
Tenderness,0.4961268994,0.753704,149
Laryngospasm,0.4958140668,0.80071,58
Seborrhoeic_dermatitis,0.4957010207,0.816457,58
Glossodynia,0.495506763,0.561677,20
Pancreatitis_acute,0.4952823338,0.478856,31
Fluid_overload,0.4944185883,0.642104,33
Lymphadenopathy,0.493776199,0.754827,143
Leukopenia,0.4935260982,0.790648,357
Tachyarrhythmia,0.493215812,0.582961,11
Ventricular_arrhythmia,0.4930715923,0.648681,31
Eosinophilia,0.4930603864,0.807501,200
Upper_respiratory_tract_infection,0.4923817691,0.724788,200
Electrolyte_imbalance,0.4922998445,0.683175,45
Corneal_erosion,0.492236536,0.747044,12
Lower_respiratory_tract_infection,0.4920751634,0.47696,26
Gastrooesophageal_reflux_disease,0.4919519942,0.791663,75
Liver_disorder,0.491765346,0.806742,76
Encephalopathy,0.4917359099,0.825645,67
Cyst,0.4915609019,0.803075,74
Nephropathy,0.4912274096,0.883726,63
Vaginal_haemorrhage,0.4910859048,0.809248,72
Angina_pectoris,0.4908037896,0.762301,188
Blood_pressure_increased,0.4907170205,0.822896,69
Flank_pain,0.4906947002,0.484732,22
Neuritis,0.4906679281,0.766603,92
Hepatic_cirrhosis,0.490376203,0.57504,29
Lung_neoplasm_malignant,0.4903186956,0.292067,20
Grand_mal_convulsion,0.4902398951,0.62213,38
Delusion,0.4901579345,0.83365,56
Cardiac_fibrillation,0.489905727,0.761701,153
Furuncle,0.4898397399,0.61188,42
Anosmia,0.4897378149,0.480775,18
Hepatic_function_abnormal,0.4895588336,0.757654,205
Skin_hyperpigmentation,0.4894745232,0.844064,52
Hyperbilirubinaemia,0.489301872,0.791732,90
Malaise,0.4892916126,0.723338,388
Anaphylactoid_reaction,0.4892404106,0.700411,168
Pollakiuria,0.4891131366,0.802987,191
Nodal_arrhythmia,0.4889769577,0.557815,12
Flushing,0.4887500245,0.726549,260
Ventricular_extrasystoles,0.488290438,0.801914,80
Cheilitis,0.4881998698,0.327346,23
Purpura,0.4881091233,0.750157,214
Feeling_cold,0.4880078226,0.689614,28
Hypertonia,0.4879595037,0.755833,134
Epilepsy,0.4878945093,0.490433,20
Carcinogenicity,0.4872426494,0.570795,18
Gastric_ulcer,0.4871512405,0.811298,55
Cyanosis,0.4870306422,0.721712,50
Vulvovaginitis,0.4867438867,0.419776,14
Lactic_acidosis,0.4863247863,0.476054,11
Nervousness,0.4862459741,0.769565,272
Hepatitis,0.4858288902,0.748527,283
Fluid_retention,0.4858123085,0.78288,66
Eyelid_ptosis,0.4857924282,0.79036,49
Pain,0.4852328537,0.764127,590
Cholestasis,0.485098985,0.806254,72
Myocardial_infarction,0.4848727678,0.756291,211
Face_oedema,0.484664654,0.733269,171
Loss_of_libido,0.4844796317,0.657483,23
Keratitis,0.4844026771,0.797628,71
Myositis,0.4843394593,0.765087,48
Oedema,0.4841478732,0.711721,515
Burning_sensation,0.4839732528,0.797816,59
Uterine_leiomyoma,0.4839685966,0.390765,22
Tooth_disorder,0.4839608352,0.76986,80
Biliary_colic,0.4833599396,0.437634,12
Depressed_mood,0.4833125782,0.504618,19
Hypertrichosis,0.4832542536,0.880906,46
Cystitis,0.4830754693,0.733929,131
Faecal_incontinence,0.4828608059,0.670771,41
Haemoglobin_decreased,0.4828232913,0.830613,50
Hypersensitivity,0.4825300012,0.792398,504
Thrombotic_thrombocytopenic_purpura,0.4821946487,0.616519,25
Dizziness,0.4820851351,0.739191,561
Scab,0.4819189673,0.473545,20
Inflammation,0.4818618484,0.810446,116
Iritis,0.4816427358,0.604912,27
Necrotising_colitis,0.4815705128,0.333653,11
Angioedema,0.4815677431,0.764609,287
Amnesia,0.4811865228,0.760916,133
Uveitis,0.4808258655,0.502835,24
Atelectasis,0.480652737,0.59116,28
Glaucoma,0.4804462987,0.83354,85
Atrioventricular_block,0.4802291742,0.825128,114
Hyperhidrosis,0.4800508239,0.74496,393
Influenza,0.4796073737,0.739189,263
Induration,0.4791666667,0.691461,23
Gastrointestinal_disorder,0.4789678019,0.735356,253
Graft_loss,0.4788882289,0.532361,12
Arrhythmia,0.4787029403,0.753031,265
Cough,0.4784949071,0.765996,344
Dysgeusia,0.4781800482,0.692174,251
Dermatitis,0.4780662825,0.735792,313
Dry_mouth,0.4779653234,0.761118,333
Hiccups,0.4779529843,0.760031,107
Congenital_anomaly,0.4778415361,0.581719,27
Vomiting,0.4776337211,0.759162,616
Nephrotic_syndrome,0.4773891197,0.734449,48
Hypertension,0.4769086286,0.744634,362
Gingival_bleeding,0.4765414037,0.588914,42
Pallor,0.4764153882,0.797927,73
Pruritus,0.4761950375,0.726791,543
Pemphigoid,0.4760468109,0.39098,15
Lung_disorder,0.4760258183,0.783471,70
Retinal_disorder,0.4759048894,0.673297,31
Neurological_symptom,0.4752479952,0.607048,13
Vulvovaginal_candidiasis,0.4751955471,0.705669,49
Acne,0.475094864,0.738401,162
Haemoptysis,0.4750392841,0.796333,73
Anger,0.4746782497,0.560417,14
Salivary_hypersecretion,0.4746290656,0.821717,104
Necrosis,0.4745642324,0.755468,190
Night_sweats,0.4744969379,0.588996,27
Photosensitivity_reaction,0.4743963767,0.801163,217
Thinking_abnormal,0.4742403362,0.730907,84
Pulmonary_embolism,0.474142689,0.718263,112
Pneumonia,0.4740957222,0.728284,228
Dysphagia,0.4738130335,0.776862,187
Irritable_bowel_syndrome,0.4737616218,0.408543,19
Aggression,0.4734826395,0.824192,87
Infection,0.4732965544,0.763142,371
Ulcer,0.4729693482,0.721062,249
Thrombophlebitis,0.4729491536,0.820605,156
Peripheral_vascular_disorder,0.4728214606,0.739751,47
Psoriasis,0.4727116482,0.832762,61
Syncope,0.4726480717,0.726656,321
Bronchitis,0.4726439083,0.753287,203
Hepatic_failure,0.4726008805,0.79149,150
Hearing_impaired,0.472590045,0.767683,105
Skin_discolouration,0.4724958949,0.817003,86
Atrial_fibrillation,0.4723455751,0.775347,129
Atopy,0.4721249489,0.619397,15
Rash_maculo-papular,0.4719518161,0.745005,111
Fungal_skin_infection,0.4719310036,0.753684,47
Angiopathy,0.4717640922,0.711472,152
Vertigo,0.4717064615,0.729884,334
Testicular_disorder,0.4716838932,0.557658,17
Haematuria,0.4716421892,0.757556,208
Porphyria,0.4716162854,0.543857,25
Mouth_ulceration,0.4714358832,0.793479,126
Muscle_spasms,0.4713120381,0.728309,328
Neoplasm,0.4709931629,0.768188,127
Myocarditis,0.4708565667,0.537633,21
Iridocyclitis,0.4707528958,0.838942,14
Photophobia,0.4706929206,0.797301,97
Anaphylactic_shock,0.4704700415,0.744231,283
White_blood_cell_count_increased,0.4703989704,0.455769,14
Sinus_bradycardia,0.470167535,0.707134,39
Hepatomegaly,0.4701008028,0.839664,69
Jaundice,0.4699469874,0.726555,267
Hyperventilation,0.4699399544,0.842202,65
Crystalluria,0.4696447258,0.635392,28
Cardiac_failure_congestive,0.4695015567,0.813829,171
Parosmia,0.4692669438,0.719318,51
Myoclonus,0.4691286385,0.786052,55
Breast_pain,0.469015623,0.783613,75
Sedation,0.4688548185,0.856661,67
Prothrombin_level_increased,0.4688393118,0.63971,29
Mastitis,0.4688081287,0.373078,23
Lip_swelling,0.4687652769,0.503071,15
Confusional_state,0.4687512508,0.759663,352
Oesophageal_ulcer,0.4686042156,0.697459,38
Albuminuria,0.4685205043,0.780113,87
Aplasia_pure_red_cell,0.468482906,0.680875,11
Petechiae,0.4681156762,0.822639,86
Nervous_system_disorder,0.468080097,0.762413,167
Deep_vein_thrombosis,0.4680181325,0.742362,93
Dysmenorrhoea,0.4678088614,0.739676,96
Arthralgia,0.467662519,0.740763,352
Ejaculation_delayed,0.4675747863,0.475362,11
Urethral_pain,0.4673611111,0.480896,11
Fat_embolism,0.4673091696,0.917992,15
Lung_infiltration,0.4671432301,0.720535,37
Hyperprolactinaemia,0.4670542636,0.497919,17
Epistaxis,0.4669840768,0.729752,223
Pleurisy,0.4669035314,0.48181,17
Leukocytoclastic_vasculitis,0.4661892784,0.651047,33
Respiratory_distress,0.4660542818,0.763975,62
Progressive_multifocal_leukoencephalopathy,0.4659952311,0.743711,16
Hepatocellular_injury,0.4659808186,0.809857,57
Conjunctival_oedema,0.4659560724,0.796654,17
Ejaculation_disorder,0.465925759,0.752944,36
Galactorrhoea,0.4657098315,0.823012,51
Connective_tissue_disorder,0.4656660971,0.797116,103
Erectile_dysfunction,0.4656569272,0.750528,201
Sinus_tachycardia,0.4654564013,0.754896,29
Tongue_discolouration,0.4653478677,0.734232,42
Tachycardia,0.4652872117,0.750568,385
Enteritis,0.4652548333,0.504621,27
Polycythaemia,0.4651852277,0.689773,24
Keratopathy,0.4643162393,0.476958,11
Pulmonary_oedema,0.4642686111,0.767799,131
Osteoporosis,0.4642522269,0.850289,80
Lupus_miliaris_disseminatus_faciei,0.4641462054,0.946706,23
Rash_generalised,0.4639273599,0.701657,31
Chest_discomfort,0.4638241482,0.79907,64
Respiratory_tract_infection,0.4637764758,0.723115,209
Urinary_tract_infection,0.4636080552,0.769366,214
Coma,0.4636029938,0.774905,121
Ataxia,0.4627861039,0.818044,162
Hirsutism,0.4627828736,0.882682,79
Hyperphosphataemia,0.4627734033,0.736761,29
Gastric_disorder,0.4625590153,0.781231,85
Body_temperature_increased,0.4621608115,0.741708,445
Dizziness_postural,0.4619293712,0.400643,17
Phlebitis,0.4615612162,0.747756,111
Left_ventricular_dysfunction,0.4613373676,0.547119,12
Skin_disorder,0.4612705697,0.80002,120
Skin_cancer,0.4609931087,0.625588,36
Discomfort,0.460819037,0.756696,174
Injection_site_pain,0.4606877373,0.810534,72
Nodule,0.4606549855,0.643059,45
Aspiration,0.4604655219,0.411993,27
Duodenitis,0.4603723065,0.598478,24
Mucous_membrane_disorder,0.4603155591,0.736312,33
Arrhythmia_supraventricular,0.4599687182,0.582906,21
Tubulointerstitial_nephritis,0.4598444909,0.810066,73
Dermatitis_acneiform,0.4597188238,0.957548,34
Apnoea,0.4596411593,0.815921,78
Sudden_death,0.4596258839,0.728681,37
Headache,0.4594473685,0.738737,619
Swollen_tongue,0.459233486,0.473116,16
Hypercholesterolaemia,0.4592291198,0.765884,100
Subdural_haematoma,0.4591807742,0.60168,13
Vasculitis,0.4590122585,0.788433,148
Irritability,0.4588014284,0.763643,114
Wheezing,0.4582591692,0.84308,82
Pelvic_pain,0.4582132857,0.817519,64
Anaemia,0.4581824863,0.806591,417
Alopecia,0.4581677494,0.744294,314
Paraesthesia,0.4581292184,0.722091,416
Erythema,0.4579853696,0.726462,420
Laryngitis,0.4579318317,0.791858,81
Gravitational_oedema,0.4578331272,0.585569,18
Oral_disorder,0.4578116028,0.54543,13
Blood_disorder,0.4577395619,0.608917,40
Gynaecomastia,0.4577381439,0.808095,123
Fatigue,0.4575031552,0.734274,376
Dyspepsia,0.4572576253,0.722818,407
Supraventricular_tachycardia,0.4566731078,0.768661,61
Intracranial_pressure_increased,0.4562983121,0.768294,51
Personality_disorder,0.456170468,0.663946,36
Dehydration,0.456000501,0.785289,146
Hyperaesthesia,0.4559732665,0.761291,55
Diaphragmatic_hernia,0.4557765407,0.510857,15
Myeloid_leukaemia,0.4556938753,0.508547,19
Cerebral_ischaemia,0.4556408213,0.69414,39
Skin_ulcer,0.4551895247,0.808078,81
Septic_shock,0.4549351549,0.672001,13
Paraplegia,0.4548669014,0.785591,20
Renal_failure,0.454447803,0.747561,245
Speech_disorder,0.4544140018,0.823249,81
Pleural_effusion,0.454196933,0.806661,82
Blepharitis,0.4541375538,0.746848,54
Calcinosis,0.4540560494,0.808091,15
Weight_decreased,0.4539649001,0.770119,180
Atrophy,0.4536577154,0.84246,79
Insomnia,0.4536489448,0.758672,410
Erythema_multiforme,0.4535643676,0.773141,201
Diarrhoea,0.4533752095,0.770738,560
Urticaria,0.4532380718,0.734164,492
Peripheral_sensory_neuropathy,0.4530036067,0.672575,19
Temperature_intolerance,0.4529380342,0.672201,11
Urinary_incontinence,0.4528768824,0.790224,118
Infestation,0.4527379803,0.803111,110
Thrombosis,0.4525430813,0.727278,144
Sciatica,0.4522179156,0.457701,17
Gingivitis,0.452190148,0.82793,75
Systemic_lupus_erythematosus,0.4520775204,0.869048,78
Alkalosis_hypokalaemic,0.4519593495,0.943541,21
Choking,0.4517925205,0.650236,12
Hyponatraemia,0.4517333201,0.827872,132
Urinary_tract_disorder,0.4515551864,0.778275,123
Respiratory_depression,0.4512855243,0.639802,50
Migraine,0.4509603,0.760115,148
Bursitis,0.450714952,0.694388,50
Regurgitation,0.4506113256,0.42359,14
Disseminated_intravascular_coagulation,0.4502292012,0.651034,37
Hyperlipidaemia,0.4500971369,0.815643,67
Neuralgia,0.4500387847,0.779044,77
Ear_infection,0.4499626916,0.835589,117
Ophthalmoplegia,0.4499465812,0.537942,11
Stupor,0.4498022721,0.777492,59
Visual_impairment,0.449521035,0.725059,255
Breast_enlargement,0.4494969623,0.81627,53
Oedema_peripheral,0.4494866194,0.749937,239
Eructation,0.4492927491,0.775578,106
Glucose_tolerance_impaired,0.4491146964,0.813703,36
Candida_infection,0.4490210038,0.812476,140
Ventricular_fibrillation,0.4488567731,0.862837,59
Pulmonary_fibrosis,0.4486777548,0.739711,53
Toothache,0.4482452421,0.831217,54
Dysuria,0.4481051901,0.77409,199
Herpes_virus_infection,0.448076657,0.796064,134
Impaired_healing,0.4476453183,0.86208,54
Weight_increased,0.4470973028,0.753821,223
Nightmare,0.4460780978,0.851551,76
Coordination_abnormal,0.4459079719,0.845284,90
Arterial_stenosis,0.4457799145,0.724777,11
Myocardial_ischaemia,0.4455103247,0.79591,72
Ageusia,0.4454391322,0.812992,76
Stridor,0.4454085606,0.602486,24
Orthostatic_hypotension,0.4452291659,0.778369,169
Metrorrhagia,0.4448431446,0.835406,80
Wound_infection,0.4448198198,0.457147,14
Oropharyngeal_pain,0.4447585293,0.810037,70
Thrombocytopenia,0.4447010447,0.806264,409
Aplasia,0.443727949,0.636169,27
Gastrointestinal_tract_irritation,0.4432493602,0.467377,21
Haematochezia,0.4432253898,0.626542,30
White_blood_cell_count_decreased,0.4429311124,0.531122,27
Nasal_congestion,0.4422811782,0.797135,124
Dysarthria,0.4422732675,0.776662,81
Depression,0.442271066,0.757686,52
Cystitis_haemorrhagic,0.4416496819,0.479651,20
Dermatitis_contact,0.4414804045,0.802713,120
Hyperkeratosis,0.4414590861,0.488047,22
Muscle_twitching,0.4410866009,0.804797,91
Gastritis,0.4410347494,0.776012,164
Optic_neuritis,0.440940152,0.746235,54
Pemphigus,0.4407844722,0.493156,16
Arterial_disorder,0.4406647543,0.55186,42
Prostatitis,0.4402002277,0.444046,12
Personality_change,0.4401900148,0.669278,24
Muscular_weakness,0.4401852258,0.779416,186
Skin_infection,0.4401830589,0.541636,22
Bundle_branch_block,0.4401247852,0.689838,53
