ADR name,Random Forest Mean AUC,Web Mean AUC,Positive Count
Keratopathy,0.5483974359,0.476958,11
Uterine_leiomyoma,0.547203235,0.390765,22
Electrolyte_imbalance,0.5470845749,0.683175,45
Lymphoproliferative_disorder,0.5469971115,0.777625,19
Cerebral_thrombosis,0.5467072567,0.551622,13
Myopathy,0.5459445082,0.806869,87
Drug_abuse,0.545609121,0.655084,30
Cheilitis,0.545468285,0.327346,23
Neutrophil_count_decreased,0.5452457265,0.700883,11
Haemolysis,0.5450772548,0.561722,32
Pancreatitis,0.5440673383,0.759527,240
Application_site_reaction,0.5434203143,0.493093,35
Disorientation,0.5433942002,0.836875,80
Laryngospasm,0.5418266979,0.80071,58
Lacrimal_disorder,0.5412825439,0.434938,27
Cholelithiasis,0.5410794097,0.811413,66
Haematemesis,0.5405021163,0.831169,72
Hypertensive_crisis,0.540483673,0.451288,16
Hypoaesthesia,0.5399717069,0.75661,246
Salivary_gland_enlargement,0.5399604719,0.468869,20
Haemorrhage_intracranial,0.539410639,0.37952,21
Dermatitis_exfoliative,0.5392431593,0.779203,154
Amylase_increased,0.5388597259,0.542041,29
Gastrointestinal_haemorrhage,0.5386945606,0.760928,147
Drug_eruption,0.5383764765,0.50091,36
Intracranial_pressure_increased,0.5380479996,0.768294,51
Sensory_disturbance,0.5377734878,0.501442,14
Tachyarrhythmia,0.5377136752,0.582961,11
Breath_sounds_abnormal,0.5373626374,0.485655,12
Depressed_mood,0.5372824121,0.504618,19
Regurgitation,0.5371621622,0.42359,14
Haematuria,0.5364526932,0.757556,208
Aneurysm,0.535960379,0.37885,17
Haemorrhage,0.5357066521,0.719124,349
Toxic_epidermal_necrolysis,0.5353651717,0.800066,204
Hyperprolactinaemia,0.5348191214,0.497919,17
Miosis,0.5346601932,0.75878,30
Pyuria,0.534438516,0.75165,42
Peripheral_vascular_disorder,0.5343469982,0.739751,47
Skin_hyperpigmentation,0.5342663963,0.844064,52
Skin_infection,0.5341704593,0.541636,22
Dysphoria,0.5330320367,0.578511,18
Renal_pain,0.5330212551,0.785369,50
Myopia,0.5328913631,0.50525,16
Breast_neoplasm,0.5322383306,0.455577,36
Rheumatoid_arthritis,0.5318232351,0.386705,20
Colitis_ulcerative,0.5316357886,0.432941,16
Intermittent_claudication,0.5316106804,0.415766,17
Hypoproteinaemia,0.5309318481,0.673574,32
Eyelid_ptosis,0.5307030348,0.79036,49
Seborrhoeic_dermatitis,0.5305698086,0.816457,58
Lenticular_opacities,0.5302054951,0.535819,18
Rash_papular,0.5301437864,0.556411,30
Feeling_jittery,0.5300462034,0.528997,27
Feeling_hot,0.5297101449,0.6267,32
Lung_infiltration,0.529458276,0.720535,37
Hangover,0.5294580982,0.646264,12
Drooling,0.5291666667,0.406609,11
Gastrointestinal_pain,0.5290390784,0.526776,29
Micturition_disorder,0.5288286758,0.612499,28
Dental_caries,0.5278356689,0.463272,32
Inflammation,0.5267451392,0.810446,116
Alveolitis,0.5265082358,0.498553,16
Anger,0.5262870013,0.560417,14
Subdural_haematoma,0.5262657163,0.60168,13
Ocular_hyperaemia,0.5261590494,0.544758,16
Sinus_arrhythmia,0.5261399861,0.403711,13
Sleep_apnoea_syndrome,0.5258012821,0.620956,11
Apnoea,0.5242313738,0.815921,78
Aplasia,0.5241755728,0.636169,27
Rales,0.5240769159,0.624155,23
Proctitis,0.5234479948,0.61689,21
Colitis_ischaemic,0.5231900415,0.603683,18
Corneal_deposits,0.5229884417,0.540287,12
Cutaneous_vasculitis,0.5229774625,0.734836,15
Myositis,0.5228261653,0.765087,48
Asthenia,0.5227128309,0.75844,482
Benign_prostatic_hyperplasia,0.5217961093,0.452557,12
Vaginal_inflammation,0.5209988097,0.830903,114
Lymphocytosis,0.5204869621,0.698994,25
Hypoglycaemia,0.5204342222,0.775241,144
Malignant_melanoma,0.5196555011,0.59654,25
Alkalosis_hypokalaemic,0.5196448837,0.943541,21
Anuria,0.5192754836,0.631404,23
Extrapyramidal_disorder,0.5191600418,0.869266,73
Psoriasis,0.5189346993,0.832762,61
Paralysis,0.5187946719,0.742337,107
Prostatic_disorder,0.518296371,0.731997,47
Cardiovascular_disorder,0.5177883877,0.804282,78
Photosensitivity_reaction,0.5177756004,0.801163,217
Deficiency_anaemia,0.5169869205,0.485867,15
Eye_pruritus,0.5167378587,0.527132,28
Feeling_cold,0.5165085002,0.689614,28
Cold_sweat,0.5160959963,0.414166,16
Gallbladder_disorder,0.515990991,0.47834,12
Pulmonary_toxicity,0.5153017108,0.77141,20
Body_temperature_decreased,0.5151994251,0.610946,32
Disseminated_intravascular_coagulation,0.5151875202,0.651034,37
Blood_disorder,0.5151510296,0.608917,40
Sensitisation,0.5147419073,0.596572,29
Libido_decreased,0.5144749142,0.786685,136
Haematocrit_decreased,0.5139642055,0.571286,24
Glossodynia,0.5138348465,0.561677,20
Tongue_discolouration,0.513340983,0.734232,42
Urine_abnormality,0.5133374768,0.74759,51
Gastroenteritis,0.5133179764,0.785783,150
Pulmonary_hypertension,0.5132362515,0.475964,24
Swelling_face,0.5130495558,0.604853,24
Chromaturia,0.5127627967,0.512938,18
Hyperbilirubinaemia,0.5124542998,0.791732,90
Pleurisy,0.512295435,0.48181,17
Platelet_count_decreased,0.5121977434,0.68702,43
Abortion_spontaneous,0.5120978121,0.650689,14
Glycosuria,0.5120377363,0.827747,105
Diarrhoea_haemorrhagic,0.5120128466,0.654793,20
Hepatic_failure,0.51167025,0.79149,150
Catatonia,0.5113952196,0.44769,20
Nocturia,0.5110705419,0.790115,110
Hyperglycaemia,0.5106948112,0.785856,215
Lip_swelling,0.5105983059,0.503071,15
Hypertrophic_cardiomyopathy,0.5102935161,0.875427,16
Bone_disorder,0.5101621725,0.541402,42
Tooth_abscess,0.5096789061,0.676804,42
Cerebral_ischaemia,0.5091425069,0.69414,39
Bladder_spasm,0.5090277778,0.819444,11
Hypomagnesaemia,0.509002337,0.726074,51
Tenderness,0.5088457626,0.753704,149
Peripheral_sensory_neuropathy,0.5088248855,0.672575,19
Dysgeusia,0.508793773,0.692174,251
Productive_cough,0.508707265,0.409802,11
Cardiac_failure,0.5086653453,0.767597,237
Osteoarthritis,0.5085745214,0.463124,15
Pleural_disorder,0.5084617266,0.830375,86
Mucous_membrane_disorder,0.5083110419,0.736312,33
Atrial_fibrillation,0.5081267,0.775347,129
Cytomegalovirus_infection,0.5081198644,0.414691,12
Respiratory_disorder,0.5078302257,0.751519,106
Congenital_anomaly,0.5074868909,0.581719,27
Viral_diarrhoea,0.5071031939,0.574922,21
Eczema,0.5070952132,0.781505,145
Oropharyngeal_pain,0.5069592279,0.810037,70
Atrioventricular_block_second_degree,0.5069224505,0.745549,19
Bradycardia,0.5067967378,0.755597,229
Thyroid_disorder,0.5067946684,0.473716,15
Generalised_oedema,0.5056294859,0.68342,51
Ischaemia,0.5054448104,0.784338,120
Infection,0.5052853334,0.763142,371
Dysuria,0.5052541987,0.77409,199
Back_pain,0.5050051344,0.737344,287
Haematoma,0.5048720107,0.804897,69
Gingival_bleeding,0.5047550201,0.588914,42
Nausea,0.5046988116,0.810474,660
Aspiration,0.5039784651,0.411993,27
Dysaesthesia,0.5039002968,0.502333,28
Hyperreflexia,0.5037914706,0.692823,43
Venous_thrombosis,0.5036848741,0.742252,89
Urinary_retention,0.5035530746,0.798327,164
Infarction,0.5034080555,0.748399,218
Scleritis,0.5031680032,0.714281,12
Malaise,0.5030893634,0.723338,388
Cyanosis,0.502899996,0.721712,50
Suicidal_ideation,0.5026876523,0.805219,40
Xanthopsia,0.5023487773,0.841923,14
Ulcer,0.502164274,0.721062,249
Lymphadenopathy,0.50180691,0.754827,143
Swelling,0.5016597903,0.762494,177
Transient_ischaemic_attack,0.5014629948,0.748581,44
Thrombophlebitis,0.501307502,0.820605,156
Cardio-respiratory_arrest,0.5012919897,0.527456,17
Dependence,0.5010551249,0.84112,17
Arteriosclerosis,0.5008687259,0.60984,14
Pallor,0.5008145049,0.797927,73
Epilepsy,0.5006793898,0.490433,20
Obstruction,0.5004577308,0.770919,103
Organ_failure,0.5000772034,0.754414,20
Meningism,0.4997863248,0.627661,11
Renal_impairment,0.4996164845,0.798687,133
Gastric_ulcer,0.4990888468,0.811298,55
Urticaria,0.4990367085,0.734164,492
Balance_disorder,0.4987926652,0.5067,26
Leukopenia,0.4987613628,0.790648,357
Sudden_death,0.4987212323,0.728681,37
Myoclonus,0.498392953,0.786052,55
Convulsion,0.4983606651,0.737085,356
Cerebral_haemorrhage,0.4982820513,0.65559,41
Vaginal_haemorrhage,0.4982049289,0.809248,72
Hiccups,0.4978586513,0.760031,107
Stridor,0.4977883732,0.602486,24
Sleep_disorder,0.4977058266,0.772602,109
Nightmare,0.4976104558,0.851551,76
Hepatomegaly,0.4974605108,0.839664,69
Muscle_contractions_involuntary,0.4968551979,0.546427,34
Parosmia,0.4968309334,0.719318,51
Otitis_media,0.4967529193,0.815928,94
Dissociation,0.4964461019,0.751943,44
Hyperkinesia,0.4963959833,0.763055,135
Ecchymosis,0.496355398,0.769206,143
Laryngitis,0.4963128729,0.791858,81
Influenza_like_illness,0.4960875091,0.502568,26
Hypersensitivity,0.49604208,0.792398,504
Polyneuropathy,0.4957398207,0.51245,21
Oesophagitis,0.4957110195,0.777206,153
Agranulocytosis,0.4956109715,0.810201,212
Dizziness,0.4953545141,0.739191,561
Choking,0.4950518513,0.650236,12
Colitis,0.4949821086,0.8384,159
Hepatic_necrosis,0.4949629113,0.801996,65
Gastrooesophageal_reflux_disease,0.4949024296,0.791663,75
Skin_discolouration,0.4944048492,0.817003,86
Lower_respiratory_tract_infection,0.4943899782,0.47696,26
Tinnitus,0.4942950595,0.781798,261
Thrombocytosis,0.4942735998,0.736283,46
Faecal_incontinence,0.4938021978,0.670771,41
Oral_pain,0.4932432432,0.569968,14
Temperature_intolerance,0.4930555556,0.672201,11
Angina_pectoris,0.4928680543,0.762301,188
Breath_odour,0.4925980249,0.570163,27
Ventricular_extrasystoles,0.4920570522,0.801914,80
Hypertonia,0.4920191258,0.755833,134
Muscle_spasms,0.4914062154,0.728309,328
Burning_sensation,0.4912891861,0.797816,59
Phlebitis,0.4911450865,0.747756,111
Corneal_opacity,0.4910206718,0.530695,17
Myocarditis,0.4905108596,0.537633,21
Extrasystoles,0.4903062005,0.805763,98
Mood_swings,0.4901742005,0.766886,149
Emotional_disorder,0.4896105584,0.467551,12
Cardiac_fibrillation,0.4895162999,0.761701,153
Myocardial_ischaemia,0.4893829663,0.79591,72
Hearing_impaired,0.4892288035,0.767683,105
Arterial_disorder,0.4887001339,0.55186,42
Induration,0.4886067708,0.691461,23
Pelvic_pain,0.4884215734,0.817519,64
Oedema,0.488419089,0.711721,515
Acute_respiratory_distress_syndrome,0.4882970511,0.673929,27
Bronchospasm,0.4882253164,0.778139,167
Urinary_incontinence,0.4877016178,0.790224,118
Fluid_overload,0.4872206918,0.642104,33
Haemorrhoids,0.4870498787,0.719241,53
Infection_susceptibility_increased,0.486962677,0.527007,13
Dry_mouth,0.4869312036,0.761118,333
Albuminuria,0.4867055243,0.780113,87
Heart_rate_irregular,0.4864165677,0.412931,12
Renal_failure_acute,0.486092033,0.783167,119
Anorgasmia,0.4859153173,0.596717,16
Cystitis,0.4857341918,0.733929,131
Diarrhoea,0.4853892681,0.770738,560
Enuresis,0.4849052541,0.509116,17
Weight_increased,0.4848426572,0.753821,223
Bruxism,0.4845881596,0.518814,14
Tardive_dyskinesia,0.4845133983,0.88931,31
Completed_suicide,0.4844286216,0.841833,63
Progressive_multifocal_leukoencephalopathy,0.4843135494,0.743711,16
Abdominal_pain,0.4842980107,0.745078,478
Confusional_state,0.4839640334,0.759663,352
Encephalopathy,0.4838439419,0.825645,67
Cough,0.4836443311,0.765996,344
Tendonitis,0.4835557961,0.54795,35
Neuralgia,0.4834496876,0.779044,77
Blepharitis,0.4833597576,0.746848,54
Urinary_tract_disorder,0.4831360673,0.778275,123
Vestibular_disorder,0.4830662393,0.517188,11
Hepatosplenomegaly,0.4830128205,0.579502,11
Gynaecomastia,0.4828710095,0.808095,123
Pulmonary_oedema,0.4827062912,0.767799,131
Nephrolithiasis,0.4826666467,0.778613,78
Musculoskeletal_disorder,0.4824707325,0.683548,40
White_blood_cell_disorder,0.4824215424,0.570781,13
Renal_failure,0.4821631244,0.747561,245
Alcohol_intolerance,0.4820205885,0.584272,19
Neoplasm_malignant,0.481850563,0.784123,112
Leiomyoma,0.4818278411,0.333223,15
Pharyngitis,0.4817493822,0.737738,271
Nephrotic_syndrome,0.4816313912,0.734449,48
Cystitis_haemorrhagic,0.4816101538,0.479651,20
Liver_disorder,0.4814353511,0.806742,76
Duodenitis,0.4813849954,0.598478,24
Carpal_tunnel_syndrome,0.4809902216,0.652147,24
Micturition_urgency,0.4809325601,0.704278,49
Arrhythmia,0.4808978428,0.753031,265
Drug_dependence,0.4808681634,0.477491,18
Hepatitis,0.4806314028,0.748527,283
Flushing,0.4804964432,0.726549,260
Electrocardiogram_abnormal,0.4802398466,0.747632,54
Hyperhidrosis,0.4801405405,0.74496,393
Appendicitis,0.479950005,0.436763,12
Pollakiuria,0.4794465112,0.802987,191
Joint_swelling,0.4792588673,0.450454,31
Gout,0.4791999612,0.806592,99
Cyst,0.4791352859,0.803075,74
Optic_nerve_disorder,0.4790240357,0.689622,40
Fungal_skin_infection,0.4789482527,0.753684,47
Pneumonia,0.4786232242,0.728284,228
Breast_enlargement,0.478521264,0.81627,53
Dehydration,0.478462005,0.785289,146
Loss_of_libido,0.4783179874,0.657483,23
Cardiac_failure_congestive,0.4782481155,0.813829,171
Carbohydrate_tolerance_decreased,0.4779429777,0.88833,28
Anaphylactoid_reaction,0.4778961037,0.700411,168
Dizziness_postural,0.4778423773,0.400643,17
Melaena,0.4777652392,0.802342,109
Restless_legs_syndrome,0.4776709402,0.316784,11
Depression,0.4772924168,0.757686,52
Graft_loss,0.4772336897,0.532361,12
Protrusion_tongue,0.4771882093,0.949984,22
Injection_site_pain,0.4771690493,0.810534,72
Oesophageal_ulcer,0.4771512242,0.697459,38
Azotaemia,0.4770422623,0.83553,53
Aspartate_aminotransferase_increased,0.4764214942,0.778046,136
Eye_disorder,0.4763061487,0.755237,123
Penis_disorder,0.4761121587,0.605357,15
Chest_discomfort,0.4758272965,0.79907,64
Left_ventricular_dysfunction,0.4755141818,0.547119,12
Alopecia,0.475473234,0.744294,314
Oesophageal_disorder,0.4754556143,0.795106,62
Pericardial_effusion,0.4753772894,0.791205,41
Incontinence,0.4753363459,0.770696,143
Retinal_disorder,0.4751984065,0.673297,31
Angioedema,0.4751650176,0.764609,287
Mediastinal_disorder,0.4747752247,0.781047,114
Influenza,0.4747558857,0.739189,263
Pleural_effusion,0.4746976393,0.806661,82
Movement_disorder,0.4744874443,0.527619,15
Ageusia,0.4744175121,0.812992,76
Photopsia,0.4744140802,0.348996,18
Dyspareunia,0.4743055556,0.39735,11
Thinking_abnormal,0.4740709735,0.730907,84
Rash_generalised,0.4739955183,0.701657,31
Teratogenicity,0.4737510767,0.540583,17
Glucose_tolerance_impaired,0.4732867472,0.813703,36
Osteoporotic_fracture,0.4730769231,0.44503,11
Supraventricular_tachycardia,0.4729693719,0.768661,61
Scotoma,0.4729569243,0.816056,71
Vulvovaginitis,0.4729086229,0.419776,14
Vertigo,0.4728741208,0.729884,334
Sinus_headache,0.4728729579,0.480811,27
Hypercalcaemia,0.4727440267,0.717121,51
Brain_oedema,0.4725711935,0.527966,18
Opisthotonus,0.4723616474,0.487692,14
Eye_pain,0.4720596764,0.734206,117
Disturbance_in_attention,0.4720168341,0.483648,23
Ejaculation_failure,0.4716676567,0.655743,13
Erectile_dysfunction,0.4715508751,0.750528,201
Keratitis,0.4715177134,0.797628,71
Syncope,0.4714972096,0.726656,321
Angiopathy,0.4710126116,0.711472,152
Ejaculation_delayed,0.4707264957,0.475362,11
Hydronephrosis,0.4705171131,0.698224,23
Arthralgia,0.4704535983,0.740763,352
Oral_candidiasis,0.4703613328,0.848115,75
Meningitis_aseptic,0.470050114,0.387152,19
Ataxia,0.4697931698,0.818044,162
Peripheral_coldness,0.4697712418,0.450087,26
Hyperkeratosis,0.4695863298,0.488047,22
Sciatica,0.4694875108,0.457701,17
Meningitis,0.4694478868,0.65995,42
Nephritis,0.4693803521,0.841214,90
Pulmonary_fibrosis,0.4693151425,0.739711,53
Hallucination,0.4690075512,0.762019,214
Bundle_branch_block,0.4687527676,0.689838,53
Herpes_virus_infection,0.4686388235,0.796064,134
Calcinosis,0.4683901509,0.808091,15
Cardiogenic_shock,0.4683760684,0.48675,11
Face_oedema,0.4680536939,0.733269,171
Jaundice,0.4679796806,0.726555,267
Haemoptysis,0.4675297536,0.796333,73
Skin_odour_abnormal,0.4674876798,0.546966,19
Sexual_dysfunction,0.4673030369,0.608202,40
Orthostatic_hypotension,0.4672439763,0.778369,169
Infestation,0.467224383,0.803111,110
Upper_respiratory_tract_infection,0.4671546896,0.724788,200
Megacolon,0.4671474359,0.341582,11
Ileus,0.4670234923,0.811111,88
Hypertension,0.466978671,0.744634,362
Mouth_ulceration,0.4669689081,0.793479,126
Immune_system_disorder,0.4667907524,0.79744,97
Metabolic_acidosis,0.466678597,0.610793,30
Arrhythmia_supraventricular,0.4666304052,0.582906,21
Blindness,0.4665062056,0.73347,89
Discomfort,0.4664241524,0.756696,174
Cataract_subcapsular,0.4662202161,0.925682,36
Body_temperature_increased,0.4660437489,0.741708,445
Scrotal_oedema,0.46556224,0.422678,16
Anaphylactic_shock,0.4655571502,0.744231,283
Connective_tissue_disorder,0.4655549883,0.797116,103
Dermatitis_atopic,0.4654777837,0.602455,30
Respiratory_failure,0.4653050953,0.794469,57
Glaucoma,0.4652838893,0.83354,85
Dyspepsia,0.4652054398,0.722818,407
Epistaxis,0.4651054011,0.729752,223
Pancreatic_disorder,0.4645885735,0.734962,32
Ventricular_fibrillation,0.4645851309,0.862837,59
Visual_acuity_reduced,0.4645462562,0.724228,35
Tension,0.4644721493,0.607887,29
Atrioventricular_block,0.4643947627,0.825128,114
Lung_disorder,0.4643266282,0.783471,70
Nervousness,0.4637132082,0.769565,272
Multi-organ_failure,0.4635351698,0.549519,12
Iridocyclitis,0.4635135135,0.838942,14
Lacrimation_increased,0.4634400755,0.813636,119
Skin_disorder,0.4634058696,0.80002,120
Coma,0.4633686713,0.774905,121
Metrorrhagia,0.4632244221,0.835406,80
Amnesia,0.4631273926,0.760916,133
Muscle_twitching,0.4631092588,0.804797,91
Vulvovaginal_candidiasis,0.4630637223,0.705669,49
Retinal_haemorrhage,0.4630249651,0.689832,19
Scab,0.4630195788,0.473545,20
Trismus,0.4629578161,0.58361,20
Petechiae,0.4628611606,0.822639,86
Hypertrichosis,0.462837371,0.880906,46
Dysphagia,0.462734508,0.776862,187
Nephropathy_toxic,0.4627324482,0.906982,52
Skin_ulcer,0.4625974397,0.808078,81
Prurigo,0.4625551953,0.477621,28
Purpura,0.4624138849,0.750157,214
Migraine,0.4622453119,0.760115,148
Asthma,0.4621438041,0.763285,176
Fatigue,0.4619804479,0.734274,376
Injection_site_reaction,0.4619677068,0.770605,81
Gastrointestinal_tract_irritation,0.4619175005,0.467377,21
Dry_skin,0.4613164248,0.780826,166
Candida_infection,0.4611481518,0.812476,140
Hypertrophy,0.4610512968,0.774005,144
Ventricular_arrhythmia,0.4610199911,0.648681,31
Pigmentation_disorder,0.4610076779,0.781193,56
Respiratory_distress,0.460916781,0.763975,62
Paranoia,0.4606756939,0.813306,57
Vomiting,0.4606179693,0.759162,616
Dystonia,0.4605638587,0.813481,71
Iritis,0.4605570137,0.604912,27
Hepatic_function_abnormal,0.4604081766,0.757654,205
Viral_infection,0.46014299,0.800331,101
Abdominal_discomfort,0.4599188413,0.729533,106
Lens_disorder,0.4598039216,0.69354,26
Pain_in_extremity,0.4595542127,0.762636,122
Laryngeal_oedema,0.4595069264,0.809269,55
Ejaculation_disorder,0.4594731743,0.752944,36
Gastrointestinal_disorder,0.4591876403,0.735356,253
Bursitis,0.4591122886,0.694388,50
Coma_hepatic,0.458974359,0.686196,11
Mydriasis,0.458938333,0.839575,76
Pulmonary_embolism,0.4588850247,0.718263,112
Tubulointerstitial_nephritis,0.4588206648,0.810066,73
Hypochromic_anaemia,0.4583934983,0.601477,36
Somnolence,0.4583075756,0.791027,420
Eye_haemorrhage,0.4579882678,0.489807,34
Stupor,0.4579450676,0.777492,59
Lethargy,0.457902855,0.727895,121
Blister,0.4578935757,0.739403,65
Ear_pain,0.4578535656,0.796373,137
Cardiomyopathy,0.4577736605,0.778035,54
Wound_infection,0.4575933076,0.457147,14
Nasal_dryness,0.4575929046,0.586772,22
Bronchiolitis,0.4575320513,0.484195,11
Gingival_hyperplasia,0.4572315715,0.625396,28
Oral_disorder,0.4571908722,0.54543,13
Dementia,0.4571292151,0.522352,27
Myeloid_leukaemia,0.4569136888,0.508547,19
Respiratory_depression,0.456594328,0.639802,50
Neck_pain,0.4565570989,0.835583,94
Paraesthesia,0.4564962291,0.722091,416
Diabetes_mellitus,0.4564696576,0.780693,138
Skin_burning_sensation,0.4564636752,0.613506,11
Constipation,0.456324633,0.784975,415
Rhabdomyolysis,0.4561644574,0.825983,75
Hyponatraemia,0.4561443356,0.827872,132
Visual_impairment,0.4560630956,0.725059,255
Hyperlipidaemia,0.4557474272,0.815643,67
Tooth_infection,0.4557277745,0.352489,12
Muscular_weakness,0.4556924337,0.779416,186
Anosmia,0.4556597023,0.480775,18
Breast_feeding,0.4556265157,0.759616,49
Irritability,0.4554206559,0.763643,114
Pain_in_jaw,0.4554083265,0.687012,25
Flank_pain,0.4550998385,0.484732,22
Alanine_aminotransferase_increased,0.4547307603,0.770707,132
Hemiplegia,0.4546683888,0.590982,31
Nephropathy,0.4545724467,0.883726,63
Varicella,0.4544002474,0.514865,16
Suicide_attempt,0.453714024,0.489225,36
Urinary_tract_infection,0.4536576287,0.769366,214
Dermatitis_acneiform,0.4535390133,0.957548,34
Myocardial_infarction,0.4534821414,0.756291,211
Eructation,0.4534641127,0.775578,106
Choreoathetosis,0.4533807664,0.68083,23
Eyelid_oedema,0.4529606018,0.50855,16
Wheezing,0.4529230884,0.84308,82
Oesophagitis_ulcerative,0.4527868555,0.92532,26
Interstitial_lung_disease,0.4526996039,0.779764,85
Accommodation_disorder,0.4526762919,0.653017,24
Conjunctivitis,0.4525652093,0.741467,226
Tachycardia,0.4524698747,0.750568,385
Eosinophilia,0.4524562237,0.807501,200
Rash_maculo-papular,0.4521969535,0.745005,111
Epididymitis,0.4521021625,0.503489,24
Ulcerative_keratitis,0.4518696006,0.758562,21
Local_reaction,0.4516477199,0.808875,46
Prostatitis,0.4516266954,0.444046,12
Sinus_tachycardia,0.4515237679,0.754896,29
Thrombocytopenia,0.451262544,0.806264,409
Benign_neoplasm_of_skin,0.4511503812,0.488306,13
Hepatic_enzyme_increased,0.4511089964,0.782585,97
Serum_sickness,0.4510775815,0.720229,48
Grand_mal_convulsion,0.4509994211,0.62213,38
Hepatitis_cholestatic,0.4503084202,0.59879,33
Breast_engorgement,0.450287719,0.437322,12
Sinus_bradycardia,0.4502584534,0.707134,39
Tonsillitis,0.4498679523,0.420681,18
Hepatocellular_injury,0.4498440187,0.809857,57
Pain,0.4497935321,0.764127,590
Blood_pressure_increased,0.4496708812,0.822896,69
Thrombosis,0.4495478784,0.727278,144
Disease_progression,0.4493642428,0.493782,34
Hirsutism,0.4491618458,0.882682,79
Optic_neuritis,0.4490713087,0.746235,54
Testicular_disorder,0.4489233419,0.557658,17
Shock,0.448898804,0.781693,176
Pruritus,0.448705075,0.726791,543
Obstructive_airways_disorder,0.448567165,0.451271,18
