ADR name,Keras Mean AUC,Tensorflow Mean AUC,Positive Count
Amnesia,0.567331905385,0.595558847354,133.0
Thrombosis,0.567286932526,0.542263862656,144.0
Neoplasm_malignant,0.56713225995,0.638946429385,112.0
Bone_pain,0.566891688024,0.58286256651,99.0
Tachycardia,0.566835782477,0.589580864217,385.0
Anorectal_disorder,0.566344308191,0.553903421749,61.0
Conjunctivitis,0.566107100426,0.575082632444,226.0
Euphoric_mood,0.565046597842,0.603709813179,111.0
Cardiac_failure_congestive,0.564993527329,0.557917129779,171.0
Sedation,0.564521205953,0.539663135173,67.0
Skin_hyperpigmentation,0.563269026905,0.571751016404,52.0
Intracranial_pressure_increased,0.562900810219,0.552517074548,51.0
Cellulitis,0.562287246733,0.640347796339,87.0
Nystagmus,0.561683609643,0.560771421701,63.0
Tubulointerstitial_nephritis,0.560829153916,0.50493393339,73.0
Ileus,0.560798831538,0.568405119812,88.0
Injection_site_reaction,0.560711684779,0.566092015206,81.0
Cyanosis,0.560480342925,0.557220988943,50.0
Gynaecomastia,0.560235887893,0.592233115897,123.0
Inflammation,0.560173437926,0.548262426981,116.0
Urinary_tract_infection,0.560154407192,0.582941648649,214.0
Cataract,0.55936900116,0.578287443733,132.0
Delirium,0.558568349317,0.591861837029,78.0
Blood_urea_increased,0.558058701907,0.605057208532,97.0
Parosmia,0.558040934754,0.498604742411,51.0
Otitis_media,0.557903531849,0.568999336712,94.0
Hypotonia,0.557578766083,0.587692473734,56.0
Thinking_abnormal,0.557539393099,0.506937930622,84.0
Rash_erythematous,0.557468642404,0.594054450563,58.0
Cholestasis,0.557277149543,0.573916233582,72.0
Torsade_de_pointes,0.557127750023,0.553465675399,51.0
Pancreatitis,0.557012165677,0.581425762958,240.0
Angioedema,0.556829733118,0.546452534353,287.0
Menstrual_disorder,0.556800195233,0.500913281208,67.0
Libido_decreased,0.556556895852,0.569350345421,136.0
Urinary_tract_disorder,0.555601745282,0.549827585168,123.0
Ataxia,0.555363915035,0.558219564243,162.0
Glaucoma,0.554872268364,0.578494911466,85.0
Gout,0.554248252806,0.555863829253,99.0
Abnormal_dreams,0.553496294856,0.539112328841,86.0
Blindness,0.552905234532,0.616984693126,89.0
Pyrexia,0.552575582945,0.561472642099,63.0
Diplopia,0.552472046477,0.573719111321,139.0
Encephalopathy,0.552388170315,0.565941417608,67.0
Oliguria,0.552306973309,0.555613261548,97.0
Leukocytosis,0.551893113272,0.573413891345,98.0
Cardiac_disorder,0.550967832526,0.535117399521,131.0
Breast_pain,0.550781383506,0.574537651335,75.0
Metrorrhagia,0.549883451863,0.531520251736,80.0
Incontinence,0.54966461972,0.586107519592,143.0
Psoriasis,0.549594259922,0.547453706028,61.0
Cystitis,0.549528448933,0.545947274686,131.0
Bronchitis,0.549321017261,0.558725089781,203.0
Death,0.549106338828,0.541112388985,194.0
Acidosis,0.549092398216,0.578395425381,80.0
Arthritis,0.548783608225,0.5458208572,146.0
Hypertension,0.548478713833,0.573533388019,362.0
Eczema,0.548476475544,0.569748477576,145.0
Hernia,0.548297421526,0.624319709944,68.0
Hepatobiliary_disease,0.548234169493,0.55592801371,83.0
Drug_interaction,0.547867105267,0.566815761053,77.0
Sinusitis,0.547813729756,0.560892492784,237.0
Muscular_weakness,0.547586146953,0.528741083683,186.0
Gastritis,0.546239880088,0.552022047636,164.0
Anxiety,0.545823114656,0.561425581058,339.0
Jaundice_cholestatic,0.545711398855,0.548337811182,96.0
Respiratory_depression,0.545398643922,0.547307649896,50.0
Deafness,0.544904399474,0.634321336514,88.0
Renal_pain,0.5447518178,0.538221525656,50.0
Arrhythmia,0.544227263538,0.509138429384,265.0
Irritability,0.544160493081,0.513589398821,114.0
Flushing,0.543908710306,0.544888427281,260.0
Galactorrhoea,0.543418338767,0.535173374918,51.0
Leukopenia,0.543397915388,0.572684195176,357.0
Shock,0.54334972524,0.536919218739,176.0
Bronchospasm,0.543260495213,0.53598906114,167.0
Hypotension,0.542662774356,0.563352374133,387.0
Infection,0.542652756821,0.552667783557,371.0
Blood_bilirubin_increased,0.542595839439,0.523188795967,64.0
Back_pain,0.542302388478,0.581856388872,287.0
Lung_disorder,0.541865140079,0.517487383199,70.0
Sneezing,0.541589611659,0.604081435022,51.0
Nervous_system_disorder,0.54154286222,0.502011580834,167.0
Depersonalisation,0.541494914845,0.564738274084,59.0
Vasculitis,0.541443556098,0.530901758471,148.0
Neuropathy_peripheral,0.541141258299,0.54440298452,230.0
Hepatic_enzyme_increased,0.541109449711,0.588918052084,97.0
Dysphagia,0.540893396695,0.532221334446,187.0
Respiratory_failure,0.54088662052,0.530367165533,57.0
Vomiting,0.540344091132,0.490726477798,616.0
Migraine,0.540128791964,0.572684590544,148.0
Oedema_peripheral,0.540047948717,0.534820374321,239.0
Body_temperature_increased,0.539123905156,0.536305095448,445.0
Salivary_hypersecretion,0.538272955283,0.545640455403,104.0
Ecchymosis,0.538030417979,0.535376633314,143.0
Hypothyroidism,0.538006152658,0.532299544753,58.0
Alanine_aminotransferase_increased,0.537870530464,0.542397541556,132.0
Dry_skin,0.537847544377,0.547044808959,166.0
Liver_function_test_abnormal,0.53759840359,0.553094142576,153.0
Flatulence,0.537522419594,0.573563373265,267.0
Insomnia,0.537062142853,0.531828724686,410.0
Pain,0.53685127819,0.52759473558,590.0
Nephropathy_toxic,0.536281300855,0.552041257087,52.0
Generalised_oedema,0.535977751756,0.527413479053,51.0
Somnolence,0.535843997009,0.549091744526,420.0
Effusion,0.535635603698,0.539932846701,95.0
Dermatitis_contact,0.535582302857,0.546214501162,120.0
Haemolytic_anaemia,0.535525544429,0.517466287721,162.0
Rhabdomyolysis,0.535406754462,0.526075554491,75.0
Gastrointestinal_disorder,0.535236920874,0.569838146304,253.0
Abdominal_distension,0.535047583626,0.560152326596,184.0
Ventricular_tachycardia,0.534866555695,0.535268531172,87.0
Tinnitus,0.534218146056,0.521761853379,261.0
Petechiae,0.534111214916,0.556394785181,86.0
Pancytopenia,0.533259545723,0.555171661859,172.0
Nasopharyngitis,0.533113941204,0.510749399583,104.0
Myalgia,0.532911339011,0.538822527632,355.0
Hyperlipidaemia,0.532787193172,0.582325320125,67.0
Hypophosphataemia,0.532685041148,0.55612800424,52.0
Haemoptysis,0.532580263006,0.569074746798,73.0
Syncope,0.532497491538,0.538065285499,321.0
Renal_impairment,0.531519958733,0.518620169536,133.0
Tremor,0.531425713856,0.533068769562,292.0
Urinary_incontinence,0.531352790659,0.559435006071,118.0
Discomfort,0.531293073615,0.502426328233,174.0
Eye_disorder,0.531269577409,0.575509217359,123.0
Chills,0.531154557537,0.550550672682,267.0
Cardiac_failure,0.530971083828,0.512826763482,237.0
Coordination_abnormal,0.530816080847,0.524349001826,90.0
Systemic_lupus_erythematosus,0.530726607764,0.594534134345,78.0
Pulmonary_embolism,0.530720933078,0.542805099808,112.0
Dyskinesia,0.529828391152,0.569463552364,73.0
Dysuria,0.529504830767,0.545931880836,199.0
Nasal_congestion,0.529493760291,0.502833419808,124.0
Hypercholesterolaemia,0.529313786639,0.536853798947,100.0
Oesophageal_disorder,0.52909547407,0.560173258616,62.0
Albuminuria,0.529005727848,0.52444196685,87.0
Laryngeal_oedema,0.52864437908,0.568184554321,55.0
Cerebrovascular_accident,0.528157185814,0.531622580953,146.0
Arthralgia,0.527986983042,0.532776465782,352.0
Influenza,0.527959670143,0.506166721267,263.0
Ear_infection,0.527760654554,0.563628667159,117.0
Chest_pain,0.527529049394,0.544620254896,329.0
Psychotic_disorder,0.527428146757,0.54098833381,130.0
Bradycardia,0.527106352674,0.537914194304,229.0
Dysmenorrhoea,0.527029290075,0.542492922869,96.0
Urinary_retention,0.526977304127,0.540958778035,164.0
Coma,0.526952225724,0.589156831573,121.0
Confusional_state,0.526945787011,0.543594134928,352.0
Hypocalcaemia,0.526825590461,0.549869867121,76.0
Dyspnoea,0.526814889053,0.557993719186,424.0
Cough,0.526344032369,0.529232383417,344.0
Angina_pectoris,0.525845840734,0.558798678755,188.0
Myocardial_infarction,0.525455851088,0.528765758496,211.0
Breast_disorder,0.525023346364,0.578644836522,68.0
Menorrhagia,0.524990703836,0.554890881197,85.0
Hallucination,0.52496766872,0.541676045874,214.0
Obstruction,0.524936701417,0.556899082022,103.0
Purpura,0.524664476503,0.522070745117,214.0
Aplastic_anaemia,0.524609430859,0.478301759552,116.0
Hepatitis,0.524438843545,0.544597193538,283.0
Dry_mouth,0.524303853232,0.565557596159,333.0
Decreased_appetite,0.524263480496,0.549033881149,420.0
Hepatic_necrosis,0.523737813331,0.520143918112,65.0
Muscle_rigidity,0.523428995643,0.52101517535,72.0
Agranulocytosis,0.523249084465,0.523826319026,212.0
Pericarditis,0.52314359842,0.502143619481,54.0
Muscle_twitching,0.523025631166,0.535180384408,91.0
Vaginal_haemorrhage,0.522310137345,0.533443487464,72.0
Ventricular_fibrillation,0.521670029605,0.519489471177,59.0
Pharyngitis,0.521625886656,0.528217528189,271.0
Mydriasis,0.521542638021,0.559654392187,76.0
Weight_increased,0.521507870149,0.584208341162,223.0
Nephritis,0.521484921278,0.500400634293,90.0
Constipation,0.521467410608,0.552394688527,415.0
Folliculitis,0.521160228254,0.578595315687,68.0
Urine_abnormality,0.521137168318,0.555232879377,51.0
Arthropathy,0.520720213664,0.548796728508,110.0
Hyperhidrosis,0.520660187637,0.550590732899,393.0
Rash_maculo-papular,0.520570262633,0.526351871539,111.0
Blood_pressure_increased,0.520026855595,0.485960195829,69.0
Apathy,0.520018275167,0.525219425366,62.0
Gastrooesophageal_reflux_disease,0.520010262113,0.454031627933,75.0
Phlebitis,0.51991806235,0.502348395659,111.0
Musculoskeletal_pain,0.519392566546,0.489919611485,85.0
Hypersensitivity,0.519171146258,0.532182625831,504.0
Rectal_haemorrhage,0.518988355542,0.493590541858,91.0
Disorientation,0.518984646076,0.512489158851,80.0
Skin_disorder,0.518671044569,0.581018712085,120.0
Haematuria,0.518619001425,0.495393606188,208.0
Lymphadenopathy,0.51844271594,0.542406749564,143.0
Hyponatraemia,0.518208218169,0.530881724046,132.0
Toxic_epidermal_necrolysis,0.518159545214,0.526888991726,204.0
Gastric_ulcer,0.518123156646,0.553961575121,55.0
Azotaemia,0.517713507086,0.519915174457,53.0
Dermatitis,0.517613557583,0.538279377877,313.0
Skin_exfoliation,0.517419506065,0.537616994721,87.0
Haemoglobin_decreased,0.517392536143,0.581585915621,50.0
Gastroenteritis,0.517243982858,0.519330110694,150.0
Haematoma,0.517211754909,0.475236299302,69.0
Headache,0.517155046213,0.493496267704,619.0
Infarction,0.516905509239,0.536341417081,218.0
Pneumonia,0.516885584594,0.597507810285,228.0
Mouth_ulceration,0.515818595664,0.548999886717,126.0
Pollakiuria,0.515775407348,0.524420850122,191.0
Skin_ulcer,0.515731365334,0.575139856938,81.0
Vasodilation_procedure,0.515693835672,0.547067172807,136.0
Asthenia,0.515691985032,0.510284594205,482.0
Epistaxis,0.514968705713,0.515669789914,223.0
Vertigo,0.514945565791,0.511257984688,334.0
Sleep_disorder,0.514730933809,0.531527275884,109.0
Hyperkalaemia,0.514515138429,0.565600647624,94.0
Supraventricular_tachycardia,0.514410257671,0.531702469658,61.0
Abdominal_pain,0.514409554558,0.545208780923,478.0
Mediastinal_disorder,0.513974646176,0.580821544823,114.0
Cardiovascular_disorder,0.513769902638,0.507789678676,78.0
Orthostatic_hypotension,0.513685877099,0.536669312668,169.0
Rhinorrhoea,0.51368159782,0.539370549555,60.0
Erectile_dysfunction,0.513478349134,0.524317341817,201.0
Paranoia,0.513390710503,0.575818198867,57.0
Dyspepsia,0.513176047342,0.519325703608,407.0
Cardiac_arrest,0.512886356449,0.555274830705,160.0
Abdominal_pain_upper,0.51233019783,0.483722429356,98.0
Weight_decreased,0.511159983498,0.578408507649,180.0
Anaphylactoid_reaction,0.5108733087,0.535086417338,168.0
Nightmare,0.510763436508,0.487768046877,76.0
Photophobia,0.510153333205,0.496171078841,97.0
Dehydration,0.509879905479,0.532400908243,146.0
Nocturia,0.509196215016,0.560250769752,110.0
Neck_pain,0.508599082354,0.526481614149,94.0
Dermatitis_exfoliative,0.508002296704,0.541031668938,154.0
Thrombocytopenic_purpura,0.507924772147,0.525047128683,61.0
Hypoaesthesia,0.507797409308,0.490002718896,246.0
Respiratory_disorder,0.507707533549,0.506935199276,106.0
Blister,0.507586586819,0.562159264602,65.0
Blood_creatinine_increased,0.507571254936,0.513405830463,126.0
Thrombocytopenia,0.507525334339,0.553793483528,409.0
Neuralgia,0.507502483952,0.547149647678,77.0
Glossitis,0.507276091378,0.530388982904,112.0
Urticaria,0.507153230635,0.516866345416,492.0
Stomatitis,0.507024223538,0.535906333875,220.0
Injection_site_pain,0.506478016367,0.556366199343,72.0
Gingivitis,0.506421885974,0.603322574087,75.0
Pain_in_extremity,0.506231710453,0.498575195445,122.0
Photosensitivity_reaction,0.505491922096,0.514346563879,217.0
Diarrhoea,0.504794497146,0.50995100964,560.0
Rash,0.504460984313,0.491387795393,661.0
Eye_pain,0.504169108281,0.51186188385,117.0
Hypoglycaemia,0.503749116903,0.523629786515,144.0
Cyst,0.503529716476,0.582791141139,74.0
Angiopathy,0.502972375704,0.489337192184,152.0
Liver_disorder,0.502877362775,0.514573722812,76.0
Visual_impairment,0.50200612157,0.507013949315,255.0
Nausea,0.501530740043,0.541027314412,660.0
Laryngitis,0.500954497317,0.515640876432,81.0
Face_oedema,0.500689824009,0.522599028463,171.0
Loss_of_consciousness,0.500407412541,0.542622397006,53.0
Paralysis,0.499607563332,0.524700736267,107.0
Keratitis,0.499379291656,0.540368888607,71.0
Intestinal_obstruction,0.498880209464,0.511884467641,63.0
Swelling,0.498669782531,0.509750496468,177.0
Dysgeusia,0.498507487599,0.481772730973,251.0
Optic_neuritis,0.498082912834,0.561659355101,54.0
Aspartate_aminotransferase_increased,0.497801997437,0.512767323715,136.0
Blood_alkaline_phosphatase_increased,0.497326192781,0.483604501786,118.0
Oedema,0.49709024723,0.505785891418,515.0
Atrial_fibrillation,0.497078828362,0.5189598547,129.0
Nail_disorder,0.497029579063,0.60302384646,65.0
Vaginal_inflammation,0.496716535835,0.531888712822,114.0
Muscle_spasms,0.496650255712,0.507834612213,328.0
Hearing_impaired,0.496317797017,0.517263308994,105.0
Eosinophilia,0.496276366018,0.480172214807,200.0
Paraesthesia,0.495892977503,0.503954352715,416.0
Proteinuria,0.494292036287,0.485534453569,82.0
Hypomagnesaemia,0.494120786276,0.536960854003,51.0
Candida_infection,0.494034226929,0.555557964826,140.0
Malaise,0.493798590986,0.505908741419,388.0
Agitation,0.493626851545,0.522878813197,242.0
Depression,0.493573833268,0.515174852726,52.0
Aggression,0.493524245842,0.545759523323,87.0
Ulcer,0.493507502707,0.484994529474,249.0
Renal_failure_acute,0.493394770751,0.49257734255,119.0
Vaginal_discharge,0.493318238891,0.514519229513,62.0
Ear_pain,0.49303318083,0.546153903539,137.0
Erythema_multiforme,0.492969232891,0.530546806395,201.0
Hepatic_function_abnormal,0.492241140956,0.501828260924,205.0
Bundle_branch_block,0.491963197959,0.519602919949,53.0
Connective_tissue_disorder,0.491345020151,0.51121087239,103.0
Upper_respiratory_tract_infection,0.489982772745,0.475302202263,200.0
Lethargy,0.489125338894,0.494636622282,121.0
Amblyopia,0.488966937424,0.50402271328,76.0
Skin_discolouration,0.488103853627,0.545759992289,86.0
Haemorrhage,0.487706637356,0.443117381383,349.0
Hyperkinesia,0.487594336487,0.483962936091,135.0
Hepatic_failure,0.487564084779,0.497965867615,150.0
Pleural_disorder,0.486803527206,0.473408966683,86.0
Eructation,0.485881465681,0.539715089985,106.0
Oral_candidiasis,0.485463830333,0.529902974529,75.0
Lacrimation_increased,0.485002922017,0.474835683862,119.0
Dizziness,0.484955287626,0.483218022312,561.0
Immune_system_disorder,0.484248324562,0.490807217474,97.0
Laryngospasm,0.483949782162,0.473979976948,58.0
Blood_creatine_phosphokinase_increased,0.483058203846,0.503363345397,62.0
Hiccups,0.482880073897,0.502396265862,107.0
Respiratory_tract_infection,0.482846610873,0.471128465422,209.0
Pleural_effusion,0.482187595367,0.501900838684,82.0
Hot_flush,0.480344872648,0.464110709181,105.0
Dry_eye,0.48029497957,0.500133422013,99.0
Tenderness,0.479010726182,0.457213149844,149.0
Embolism,0.478328566413,0.54064101161,143.0
Cholecystitis,0.477685428361,0.48289296278,53.0
Fungal_infection,0.476989616134,0.412008687584,64.0
Colitis,0.476810289323,0.477990777042,159.0
Erythema,0.476735014468,0.51394555475,420.0
Hypercalcaemia,0.476724751029,0.522865067926,51.0
Cardiac_fibrillation,0.476469853744,0.498814480324,153.0
Hyperglycaemia,0.476362290564,0.494094047086,215.0
Ventricular_extrasystoles,0.47588534151,0.467786495911,80.0
Convulsion,0.47505826262,0.490090140944,356.0
Anaphylactic_shock,0.473956372254,0.488170593919,283.0
Fatigue,0.473808239235,0.495544340987,376.0
Nephrolithiasis,0.473333380475,0.498845482778,78.0
Polyuria,0.473139194818,0.469863746118,126.0
Gastrointestinal_haemorrhage,0.473105934097,0.459171873072,147.0
Respiratory_distress,0.472089648366,0.455144921627,62.0
Melaena,0.471701272303,0.476073541759,109.0
Myoclonus,0.470861669987,0.536013608518,55.0
Viral_infection,0.470745156189,0.484933382142,101.0
Venous_thrombosis,0.468556220446,0.545659124267,89.0
Fibrosis,0.467800391434,0.551154788757,70.0
Haematemesis,0.466666198393,0.473609730891,72.0
Abdominal_discomfort,0.46436635134,0.452283156836,106.0
Bursitis,0.464181790851,0.463049926533,50.0
Hyperaesthesia,0.462085424848,0.459920724776,55.0
Hypokalaemia,0.460702628659,0.506383964247,151.0
Renal_failure,0.454302104289,0.470843805039,245.0
Musculoskeletal_stiffness,0.453783813391,0.433435669909,95.0
Gastric_disorder,0.447278337243,0.419852127237,85.0
Oropharyngeal_pain,0.447079367458,0.459020593245,70.0
Hepatocellular_injury,0.447017963767,0.451738573246,57.0
Extrapyramidal_disorder,0.445002139757,0.490181999244,73.0
Hypertonia,0.43062082862,0.450991974945,134.0
Blood_lactate_dehydrogenase_increased,0.428371836279,0.439076625008,64.0
Cholelithiasis,0.425200232626,0.45282570356,66.0
Extrasystoles,0.421683969162,0.436798603625,98.0
